rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
conceptually dense,linear,,positive,4.44,,,,
interdisciplinary,linear,,positive,2.64,,,,
technically complicated,linear,,positive,1.53,,,,
socially controversial > 0.5 & interdisciplinary <= 0.70 & subject to time variability > 0.70,rule,0.02,negative,0.89,0.59,1452.22,765.23,12.54
technically complicated > 0.70 & socially controversial > 0.5 & socially controversial <= 0.89 & interdisciplinary > 0.70 & subject to time variability <= 0.89,rule,0.42,positive,0.44,0.56,314.68,136.51,7.07
conceptually dense > 0.70 & socially controversial > 0.5 & positive > 0.70 & interdisciplinary > 0.70 & subject to time variability <= 0.89,rule,0.47,positive,0.33,0.56,611.41,275.28,7.5
conceptually dense <= 0.70 & socially controversial > 0.5 & subject to time variability <= 0.89,rule,0.01,negative,0.29,0.58,346.43,184.09,6.73
conceptually dense > 0.70 & socially controversial > 0.5 & positive > 0.5,rule,0.65,positive,0.24,0.67,1822.88,967.25,8.53
technically complicated > 0.70 & negative <= 0.5 & subject to geographical variability > 0.70 & subject to time variability > 0.70,rule,0.27,positive,0.23,0.48,167.64,112.05,5.81
conceptually dense > 0.70 & socially controversial > 0.5 & negative <= 0.5 & subject to time variability <= 0.89,rule,0.37,positive,0.16,0.31,2843.45,1454.64,8.42
conceptually dense > 0.70 & common <= 0.70 & subject to geographical variability > 0.70 & subject to time variability > 0.70,rule,0.28,positive,0.13,0.22,212.39,155.98,5.72
technically complicated <= 0.70 & socially controversial <= 0.70 & negative > 0.5 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.02,negative,0.13,0.24,290.34,221.24,6.12
technically complicated > 0.70 & socially controversial > 0.5 & positive > 0.5 & neutral > 0.70 & subject to geographical variability > 0.70,rule,0.31,positive,0.13,0.29,729.63,538.38,7.12
conceptually dense > 0.70 & socially controversial > 0.5 & positive > 0.5 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.63,positive,0.12,0.66,2834.44,1337.28,8.05
conceptually dense > 0.70 & common <= 0.89 & unambiguous > 0.70 & interdisciplinary > 0.70 & subject to time variability > 0.70,rule,0.67,positive,0.1,0.54,241.04,103.98,5.11
conceptually dense > 0.70 & common <= 0.89 & socially controversial > 0.5 & unambiguous > 0.70 & positive > 0.70,rule,0.37,positive,0.09,0.3,884.87,375.9,6.47
conceptually dense > 0.70 & technically complicated > 0.70 & negative > 0.30 & negative <= 0.70 & subject to geographical variability > 0.70,rule,0.44,positive,0.09,0.68,3132.26,1395.36,7.89
conceptually dense > 0.70 & common <= 0.70 & negative <= 0.5 & neutral > 0.70 & neutral <= 0.89,rule,0.16,positive,0.08,0.19,250.02,90.73,4.87
socially controversial > 0.5 & interdisciplinary > 0.70 & subject to time variability > 0.70,rule,0.73,positive,0.07,0.59,1452.22,765.23,7.09
technically complicated <= 0.70 & socially controversial <= 0.70 & positive > 0.5 & neutral > 0.70 & subject to geographical variability > 0.70,rule,0.3,negative,0.07,0.24,632.41,509.61,6.68
conceptually dense <= 0.70 & socially controversial > 0.5 & socially controversial <= 0.89 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.01,negative,0.06,0.58,317.23,164.79,5.39
socially controversial > 0.5 & negative <= 0.5 & interdisciplinary > 0.70 & subject to time variability <= 0.89,rule,0.37,positive,0.03,0.29,2788.9,1375.82,7.45
conceptually dense > 0.70 & common <= 0.70 & neutral > 0.70,rule,0.24,positive,0.02,0.6,385.37,303.79,5.8
positive > 0.70 & negative <= 0.5 & subject to geographical variability > 0.70 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.56,positive,0.02,0.45,119.58,54.45,4.09
technically complicated <= 0.70 & socially controversial <= 0.70 & positive > 0.70 & positive <= 0.89 & subject to geographical variability > 0.70,rule,0.29,negative,0.01,0.23,383.92,327.56,5.83
technically complicated > 0.70 & negative <= 0.70 & subject to geographical variability > 0.70 & subject to time variability <= 0.89,rule,0.44,positive,0.01,0.35,550.98,465.42,6.21
technically complicated > 0.70 & socially controversial > 0.5 & positive > 0.5,rule,0.38,positive,0.01,0.34,705.28,509.61,6.28
conceptually dense > 0.70 & common <= 0.70 & negative <= 0.70 & neutral > 0.70 & neutral <= 0.89,rule,0.23,positive,0.01,0.22,1487.4,1224.3,7.15
technically complicated <= 0.5 & common > 0.70 & socially controversial > 0.5,rule,0.02,negative,0.01,0.4,678.76,376.44,5.98
conceptually dense > 0.70 & technically complicated <= 0.70 & common > 0.70 & neutral > 0.70 & subject to time variability > 0.70,rule,0.26,negative,0.01,0.28,1867.71,1029.25,7.03
conceptually dense > 0.70 & technically complicated > 0.70 & socially controversial > 0.5 & unambiguous > 0.70 & subject to time variability <= 0.89,rule,0.28,positive,0.0,0.34,293.86,114.55,4.75
