rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
technically complicated,linear,,negative,0.09,,,,
positive <= 0.5 & subject to time variability > 0.70,rule,0.09,negative,0.03,0.78,0.13,0.13,1.03
technically complicated > 0.70 & common > 0.70 & subject to time variability > 0.70,rule,0.32,negative,0.01,0.55,0.81,0.74,1.01
technically complicated > 0.5 & common <= 0.89 & socially controversial <= 0.70 & positive > 0.5 & subject to time variability <= 0.89,rule,0.4,negative,0.01,0.32,0.33,0.26,1.01
socially controversial > 0.70 & socially controversial <= 0.89 & positive > 0.70 & subject to time variability <= 0.89,rule,0.26,positive,0.01,0.39,0.37,0.26,1.01
technically complicated > 0.70 & common > 0.70 & subject to time variability <= 0.89,rule,0.31,negative,0.0,0.38,1.08,0.92,1.0
conceptually dense > 0.70 & technically complicated <= 0.70 & negative <= 0.70 & interdisciplinary > 0.70 & subject to time variability > 0.70,rule,0.39,positive,0.0,0.33,0.76,0.69,1.0
positive > 0.5 & negative > 0.5 & subject to time variability > 0.70,rule,0.28,positive,0.0,0.72,0.25,0.19,1.0
technically complicated <= 0.5 & subject to time variability > 0.70,rule,0.09,positive,0.0,0.08,0.1,0.09,1.0
conceptually dense > 0.70 & positive > 0.70 & subject to geographical variability > 0.70 & interdisciplinary > 0.70,rule,0.65,positive,0.0,0.52,0.05,0.04,1.0
technically complicated > 0.5 & socially controversial <= 0.70 & interdisciplinary > 0.70 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.37,negative,0.0,0.3,0.22,0.12,1.0
technically complicated > 0.5 & common > 0.70 & neutral > 0.70 & subject to geographical variability > 0.70 & subject to time variability > 0.70,rule,0.48,negative,0.0,0.57,0.11,0.07,1.0
