rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
common,linear,,negative,1.05,,,,
technically complicated <= 0.70 & common <= 0.89 & negative > 0.30 & subject to geographical variability > 0.70 & subject to geographical variability <= 0.89,rule,0.62,positive,0.28,0.53,62.06,20.69,3.88
conceptually dense <= 0.70 & common > 0.5 & positive <= 0.89 & negative <= 0.5 & interdisciplinary <= 0.70,rule,0.13,negative,0.28,0.11,754.91,396.38,7.63
positive > 0.70 & neutral > 0.5 & subject to geographical variability <= 0.89 & subject to time variability > 0.70,rule,0.25,positive,0.24,0.31,196.59,149.61,6.23
technically complicated > 0.30 & technically complicated <= 0.5 & common > 0.70 & socially controversial <= 0.5 & positive <= 0.89,rule,0.07,negative,0.22,0.05,1967.82,971.74,8.39
conceptually dense,linear,,positive,0.22,,,,
conceptually dense <= 0.5 & common > 0.70 & positive <= 0.89 & interdisciplinary <= 0.70 & subject to time variability <= 0.70,rule,0.03,negative,0.21,0.03,1279.49,659.92,7.88
common > 0.70 & common <= 0.89 & neutral <= 0.70,rule,0.3,positive,0.2,0.53,71.81,58.98,4.9
technically complicated <= 0.5 & common > 0.5 & socially controversial <= 0.5 & interdisciplinary <= 0.70 & subject to time variability <= 0.5,rule,0.03,negative,0.2,0.03,718.12,322.08,6.95
conceptually dense <= 0.5 & common > 0.5 & positive > 0.5 & negative > 0.30 & neutral > 0.70,rule,0.03,negative,0.19,0.02,270.43,128.23,5.79
technically complicated > 0.5 & common <= 0.89 & socially controversial > 0.30 & positive > 0.5 & neutral <= 0.70,rule,0.42,positive,0.19,0.45,146.36,74.13,5.1
common > 0.70 & common <= 0.89 & positive <= 0.89 & negative <= 0.89 & interdisciplinary <= 0.70,rule,0.12,negative,0.18,0.11,172.31,77.3,5.13
common <= 0.89 & socially controversial > 0.70,rule,0.33,positive,0.18,0.28,31.78,22.6,3.67
conceptually dense > 0.70 & common <= 0.89 & interdisciplinary > 0.89,rule,0.02,positive,0.18,0.51,1087.87,1030.5,8.2
common <= 0.5 & socially controversial > 0.5,rule,0.05,positive,0.16,0.3,1775.2,1750.93,8.66
