rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
positive <= 0.70,rule,0.41,negative,0.49,0.79,790.06,790.06,9.92
positive > 0.70,rule,0.59,positive,0.09,0.8,288.59,288.59,6.18
common > 0.5 & positive <= 0.70,rule,0.38,negative,0.08,0.74,780.3,777.31,7.17
common > 0.70 & unambiguous > 0.5 & positive > 0.70 & negative <= 0.5,rule,0.2,positive,0.05,0.16,148.83,97.48,4.81
socially controversial <= 0.30 & positive > 0.70,rule,0.06,positive,0.04,0.47,145.68,144.51,5.18
technically complicated <= 0.70 & common > 0.30 & common <= 0.5 & positive > 0.5 & subject to geographical variability <= 0.89,rule,0.04,positive,0.04,0.05,2.28,1.22,1.04
conceptually dense > 0.5 & common > 0.5 & positive > 0.70 & positive <= 0.89 & subject to geographical variability <= 0.70,rule,0.06,positive,0.04,0.07,48.81,46.82,3.99
technically complicated,linear,,negative,0.03,,,,
technically complicated > 0.5 & positive <= 0.70,rule,0.35,negative,0.03,0.58,524.26,456.83,6.32
common > 0.5 & common <= 0.89 & positive > 0.5 & positive <= 0.70,rule,0.22,negative,0.03,0.18,303.93,302.53,5.87
positive,linear,,positive,0.03,,,,
technically complicated > 0.5 & common > 0.5 & socially controversial > 0.5 & positive > 0.70 & subject to geographical variability <= 0.89,rule,0.19,negative,0.02,0.16,9.21,6.71,1.95
common <= 0.5 & positive > 0.5 & negative > 0.30 & negative <= 0.70 & interdisciplinary > 0.70,rule,0.04,positive,0.02,0.03,3.29,1.85,1.02
positive > 0.70 & positive <= 0.89 & negative <= 0.5 & interdisciplinary > 0.70,rule,0.31,positive,0.02,0.38,41.29,33.01,3.56
technically complicated > 0.5 & common > 0.5 & common <= 0.70 & positive > 0.70 & subject to geographical variability <= 0.70,rule,0.02,positive,0.02,0.04,12.05,10.19,2.36
technically complicated <= 0.70 & positive <= 0.70 & subject to geographical variability <= 0.89 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.23,positive,0.02,0.24,77.35,70.85,4.34
