rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
conceptually dense <= 0.5 & common > 0.5 & positive <= 0.89 & negative > 0.30,rule,0.04,negative,0.31,0.04,224.8,134.23,6.39
technically complicated <= 0.70 & common > 0.5 & unambiguous > 0.5 & positive <= 0.89 & subject to geographical variability <= 0.70,rule,0.08,negative,0.3,0.08,317.4,237.47,7.13
socially controversial,linear,,positive,0.28,,,,
common,linear,,negative,0.27,,,,
conceptually dense <= 0.5 & technically complicated <= 0.5 & common > 0.5 & socially controversial <= 0.30,rule,0.03,negative,0.25,0.04,75.74,39.24,4.58
conceptually dense > 0.70 & technically complicated <= 0.70 & common <= 0.89 & negative > 0.30 & interdisciplinary > 0.5,rule,0.45,positive,0.25,0.5,1166.56,829.98,8.4
conceptually dense > 0.70 & common <= 0.89 & socially controversial > 0.5 & neutral <= 0.70 & subject to geographical variability > 0.70,rule,0.5,positive,0.24,0.42,838.69,500.7,7.72
technically complicated <= 0.5 & common > 0.70 & socially controversial <= 0.5 & positive > 0.5 & positive <= 0.89,rule,0.07,negative,0.24,0.07,266.2,132.31,6.05
conceptually dense <= 0.5 & technically complicated <= 0.5 & common > 0.30 & socially controversial <= 0.5,rule,0.06,negative,0.21,0.12,156.88,81.3,5.33
conceptually dense <= 0.70 & technically complicated > 0.30 & common > 0.70 & neutral > 0.70,rule,0.09,negative,0.19,0.17,129.53,121.3,5.7
common <= 0.70 & subject to time variability <= 0.5,rule,0.02,negative,0.19,0.46,152.05,88.87,5.34
technically complicated <= 0.70 & common > 0.70 & socially controversial <= 0.70 & positive <= 0.89 & interdisciplinary <= 0.70,rule,0.1,negative,0.19,0.08,147.65,66.81,5.01
common > 0.5 & socially controversial <= 0.5 & interdisciplinary <= 0.70 & subject to time variability <= 0.5,rule,0.04,negative,0.18,0.03,677.39,434.2,7.14
common <= 0.89 & positive > 0.70 & neutral > 0.5 & interdisciplinary > 0.70 & subject to time variability > 0.70,rule,0.22,positive,0.17,0.2,298.54,153.97,5.9
interdisciplinary,linear,,positive,0.16,,,,
common <= 0.5,rule,0.08,positive,0.15,0.46,3.06,3.06,1.29
technically complicated > 0.5 & common <= 0.89 & unambiguous <= 0.70 & positive > 0.5 & subject to time variability > 0.70,rule,0.39,positive,0.15,0.41,1470.65,624.01,7.4
technically complicated > 0.70 & common <= 0.89 & unambiguous <= 0.5 & positive > 0.5,rule,0.03,positive,0.14,0.16,53.62,23.78,3.62
technically complicated > 0.5 & common <= 0.89 & positive > 0.70 & neutral > 0.70 & interdisciplinary > 0.70,rule,0.12,positive,0.14,0.11,1265.79,1095.37,7.96
common > 0.5 & common <= 0.89 & socially controversial <= 0.70 & positive <= 0.5 & negative > 0.30,rule,0.04,negative,0.14,0.11,264.34,109.42,5.35
common > 0.70 & subject to geographical variability <= 0.70,rule,0.07,negative,0.13,0.11,1574.07,1393.71,8.19
conceptually dense > 0.5 & technically complicated <= 0.5 & common <= 0.70 & subject to geographical variability > 0.70 & subject to time variability > 0.5,rule,0.08,positive,0.13,0.12,821.88,366.06,6.69
common > 0.30 & unambiguous > 0.5 & positive > 0.5 & neutral <= 0.70 & subject to time variability <= 0.70,rule,0.13,positive,0.13,0.12,94.94,41.93,4.21
common > 0.5 & neutral > 0.70 & interdisciplinary > 0.70,rule,0.15,positive,0.13,0.13,252.2,205.72,6.01
conceptually dense > 0.70 & technically complicated > 0.5 & common <= 0.89 & unambiguous <= 0.70 & negative <= 0.70,rule,0.42,positive,0.13,0.34,2429.04,1034.74,7.81
common <= 0.89 & socially controversial > 0.30 & positive > 0.5 & subject to geographical variability > 0.70 & interdisciplinary > 0.70,rule,0.53,positive,0.12,0.43,315.33,198.74,5.94
conceptually dense > 0.70 & common > 0.5 & common <= 0.89 & neutral <= 0.89 & interdisciplinary > 0.5,rule,0.58,positive,0.12,0.46,187.85,161.38,5.67
common > 0.70 & common <= 0.89 & unambiguous > 0.5 & negative <= 0.5 & neutral <= 0.70,rule,0.1,positive,0.12,0.09,260.0,129.6,5.44
technically complicated > 0.30 & common <= 0.89 & socially controversial > 0.30 & unambiguous <= 0.70 & subject to geographical variability > 0.70,rule,0.81,positive,0.12,0.66,51.15,15.57,3.08
technically complicated > 0.5 & technically complicated <= 0.70 & common > 0.30 & common <= 0.5,rule,0.04,positive,0.12,0.03,161.21,143.65,5.57
common > 0.30 & positive <= 0.89 & subject to geographical variability > 0.70 & interdisciplinary <= 0.70 & subject to time variability <= 0.70,rule,0.1,negative,0.1,0.08,201.6,101.49,5.07
common > 0.70 & positive <= 0.89 & negative <= 0.5 & neutral > 0.70 & interdisciplinary <= 0.70,rule,0.05,negative,0.09,0.04,512.4,325.61,6.29
conceptually dense > 0.5 & conceptually dense <= 0.70 & common <= 0.89 & subject to geographical variability > 0.70 & interdisciplinary > 0.70,rule,0.12,positive,0.09,0.1,245.3,175.64,5.65
common <= 0.89 & unambiguous > 0.5 & positive <= 0.89 & interdisciplinary <= 0.5,rule,0.02,negative,0.09,0.02,81.63,47.2,4.21
common > 0.70 & common <= 0.89 & socially controversial <= 0.5 & subject to time variability > 0.5,rule,0.11,positive,0.09,0.11,122.18,48.36,4.21
common > 0.5 & neutral > 0.70 & interdisciplinary <= 0.5,rule,0.02,negative,0.09,0.01,131.74,80.81,4.77
technically complicated <= 0.70 & socially controversial > 0.70 & positive <= 0.5 & neutral <= 0.5 & subject to time variability > 0.70,rule,0.08,positive,0.07,0.08,551.29,475.38,6.6
conceptually dense > 0.70 & technically complicated > 0.70 & common <= 0.89 & neutral > 0.5 & neutral <= 0.89,rule,0.16,positive,0.07,0.37,157.37,132.26,5.21
common <= 0.70 & unambiguous <= 0.5 & neutral <= 0.70 & subject to time variability > 0.70,rule,0.16,positive,0.06,0.25,948.91,537.82,6.66
technically complicated <= 0.5 & common <= 0.89 & subject to geographical variability > 0.70 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.70,rule,0.11,positive,0.06,0.15,94.9,46.79,4.08
conceptually dense > 0.5 & conceptually dense <= 0.70 & common <= 0.70 & unambiguous <= 0.70 & negative > 0.5,rule,0.03,positive,0.06,0.02,156.03,72.51,4.56
conceptually dense > 0.70 & common <= 0.89 & socially controversial > 0.30 & unambiguous <= 0.70 & subject to geographical variability <= 0.89,rule,0.57,positive,0.06,0.46,181.42,108.5,4.98
technically complicated > 0.5 & common > 0.70 & socially controversial > 0.5 & socially controversial <= 0.89 & subject to geographical variability > 0.70,rule,0.19,negative,0.06,0.16,1046.62,802.27,7.11
technically complicated > 0.5 & common <= 0.89 & unambiguous <= 0.70 & positive > 0.5 & subject to geographical variability > 0.70,rule,0.52,positive,0.06,0.53,337.45,190.82,5.57
technically complicated > 0.5 & common > 0.5 & common <= 0.70 & positive > 0.70 & positive <= 0.89,rule,0.22,positive,0.06,0.2,1111.32,882.56,7.18
conceptually dense <= 0.70 & common > 0.70 & interdisciplinary <= 0.70,rule,0.13,negative,0.06,0.12,501.24,354.97,6.2
conceptually dense > 0.70 & common > 0.30 & common <= 0.89 & unambiguous <= 0.5,rule,0.24,positive,0.05,0.22,76.16,52.31,4.16
conceptually dense > 0.70 & technically complicated <= 0.89 & unambiguous <= 0.70 & positive > 0.5 & negative <= 0.5,rule,0.24,positive,0.05,0.2,1031.58,699.37,6.88
common <= 0.89 & unambiguous > 0.5 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.15,negative,0.05,0.15,86.89,58.44,4.28
technically complicated > 0.5 & common <= 0.89 & unambiguous > 0.5 & unambiguous <= 0.70 & positive > 0.5,rule,0.41,positive,0.05,0.44,68.75,23.78,3.33
common <= 0.70 & positive > 0.5 & subject to time variability > 0.70,rule,0.29,positive,0.05,0.37,1509.44,1232.27,7.45
common <= 0.70 & negative <= 0.5 & subject to geographical variability > 0.70 & subject to time variability <= 0.70,rule,0.13,negative,0.05,0.12,46.56,30.09,3.59
common <= 0.70 & positive > 0.70 & positive <= 0.89 & negative > 0.30,rule,0.31,positive,0.05,0.42,38.78,25.32,3.38
