rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
common > 0.5 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.29,negative,1.2,0.25,307.63,221.2,11.88
common <= 0.5 & positive <= 0.5 & interdisciplinary > 0.70,rule,0.01,negative,0.96,0.02,81.08,47.18,7.53
interdisciplinary > 0.5 & interdisciplinary <= 0.70,rule,0.03,positive,0.86,0.03,395.94,343.94,10.87
positive <= 0.70 & interdisciplinary <= 0.5,rule,0.0,negative,0.61,0.0,65.8,52.0,6.35
conceptually dense > 0.70 & conceptually dense <= 0.89 & technically complicated > 0.70 & positive <= 0.70 & negative > 0.89,rule,0.03,positive,0.26,0.13,2439.99,2276.01,9.72
common <= 0.5 & socially controversial <= 0.70 & positive <= 0.5 & subject to geographical variability <= 0.89,rule,0.01,negative,0.23,0.02,68.66,64.97,5.14
conceptually dense > 0.70 & conceptually dense <= 0.89 & socially controversial > 0.70 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.23,positive,0.22,0.18,1446.02,1225.99,8.7
socially controversial <= 0.70 & positive > 0.30 & positive <= 0.5 & interdisciplinary > 0.70,rule,0.02,negative,0.22,0.12,203.84,114.46,5.77
socially controversial > 0.70 & unambiguous <= 0.70 & positive <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary > 0.70,rule,0.26,negative,0.2,0.24,717.33,501.03,7.49
common > 0.5 & socially controversial <= 0.70 & positive > 0.30 & positive <= 0.70 & subject to time variability <= 0.89,rule,0.04,negative,0.17,0.03,3061.52,2826.57,9.29
conceptually dense > 0.5 & common <= 0.70 & socially controversial > 0.70 & positive <= 0.70 & negative > 0.70,rule,0.08,positive,0.17,0.09,913.14,344.0,6.81
positive <= 0.70 & interdisciplinary > 0.70,rule,0.31,negative,0.15,0.77,3037.93,2792.49,9.13
