rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
neutral,linear,,negative,0.35,,,,
common > 0.30 & common <= 0.5 & socially controversial > 0.30 & subject to geographical variability > 0.5,rule,0.07,positive,0.11,0.06,5.05,2.71,1.11
conceptually dense > 0.5 & socially controversial <= 0.70 & unambiguous > 0.5 & positive <= 0.70 & interdisciplinary > 0.5,rule,0.1,negative,0.11,0.41,25.23,17.58,3.17
socially controversial <= 0.30,rule,0.06,negative,0.1,0.8,16.87,16.87,3.1
conceptually dense > 0.70 & technically complicated > 0.70 & socially controversial <= 0.5 & unambiguous > 0.5,rule,0.05,negative,0.09,0.11,4.43,2.3,1.09
common > 0.70 & neutral > 0.70 & interdisciplinary <= 0.70,rule,0.06,negative,0.08,0.08,103.27,70.96,4.61
conceptually dense <= 0.70 & neutral <= 0.5 & subject to geographical variability <= 0.89 & interdisciplinary > 0.5,rule,0.02,positive,0.07,0.12,24.81,16.57,3.01
common > 0.70 & common <= 0.89 & unambiguous > 0.5 & positive <= 0.70 & subject to geographical variability > 0.70,rule,0.09,negative,0.07,0.07,26.32,13.96,2.82
conceptually dense > 0.5 & positive <= 0.5 & negative > 0.70 & subject to geographical variability > 0.70 & subject to time variability <= 0.89,rule,0.14,positive,0.07,0.11,50.72,24.92,3.44
common > 0.5 & socially controversial <= 0.5 & negative > 0.5 & negative <= 0.70 & interdisciplinary > 0.5,rule,0.02,negative,0.07,0.02,27.43,12.33,2.69
technically complicated > 0.70 & common > 0.5 & positive <= 0.70 & interdisciplinary > 0.5,rule,0.07,negative,0.06,0.13,7.29,4.35,1.55
conceptually dense > 0.5 & common <= 0.70 & socially controversial <= 0.5 & positive > 0.70 & subject to geographical variability > 0.70,rule,0.12,positive,0.06,0.15,45.83,17.47,3.02
conceptually dense > 0.5 & conceptually dense <= 0.70 & technically complicated <= 0.70 & negative <= 0.30,rule,0.04,positive,0.06,0.03,8.29,3.3,1.27
technically complicated <= 0.70 & common > 0.70 & positive > 0.5 & positive <= 0.89 & interdisciplinary <= 0.89,rule,0.29,negative,0.06,0.23,79.97,42.19,3.97
neutral <= 0.5,rule,0.2,positive,0.06,0.58,22.99,22.99,3.32
common > 0.89 & subject to geographical variability > 0.70 & subject to geographical variability <= 0.89 & subject to time variability > 0.70,rule,0.01,negative,0.06,0.01,60.53,29.3,3.58
common,linear,,negative,0.06,,,,
common > 0.70 & socially controversial <= 0.5 & negative > 0.30 & negative <= 0.5 & interdisciplinary > 0.5,rule,0.09,negative,0.05,0.08,40.11,13.77,2.75
common > 0.5 & positive > 0.70 & neutral <= 0.70 & subject to geographical variability <= 0.70 & interdisciplinary <= 0.70,rule,0.02,positive,0.05,0.02,22.43,12.27,2.64
unambiguous,linear,,negative,0.05,,,,
conceptually dense <= 0.70 & technically complicated > 0.5 & common > 0.70 & neutral <= 0.70 & interdisciplinary <= 0.70,rule,0.02,positive,0.05,0.03,10.92,7.08,2.05
technically complicated > 0.5 & common > 0.70 & socially controversial <= 0.70 & negative > 0.5 & neutral <= 0.70,rule,0.05,negative,0.05,0.13,18.04,6.48,1.96
technically complicated > 0.5 & socially controversial > 0.5 & socially controversial <= 0.70 & positive > 0.5 & interdisciplinary > 0.70,rule,0.19,negative,0.04,0.17,16.3,6.11,1.88
technically complicated > 0.5 & unambiguous > 0.5 & positive <= 0.70 & negative <= 0.70 & subject to geographical variability > 0.70,rule,0.09,negative,0.04,0.14,30.35,17.79,2.99
conceptually dense > 0.70 & neutral <= 0.70 & subject to geographical variability > 0.70 & interdisciplinary > 0.5 & interdisciplinary <= 0.70,rule,0.07,negative,0.04,0.06,18.01,10.99,2.48
