rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
unambiguous > 0.30 & positive <= 0.70 & subject to geographical variability <= 0.89,rule,0.32,negative,0.05,0.26,3.88,3.71,1.37
technically complicated > 0.70 & common > 0.5 & positive <= 0.70 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.18,negative,0.03,0.24,2.91,1.8,1.03
socially controversial <= 0.70 & unambiguous <= 0.70 & positive > 0.70 & positive <= 0.89,rule,0.35,positive,0.02,0.28,6.43,5.91,1.81
unambiguous <= 0.70 & positive <= 0.70 & subject to time variability <= 0.89,rule,0.31,negative,0.01,0.25,12.94,12.48,2.54
positive <= 0.70 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.32,negative,0.01,0.79,1.43,1.24,1.01
conceptually dense > 0.70 & technically complicated > 0.5 & unambiguous > 0.5 & unambiguous <= 0.70,rule,0.63,negative,0.01,0.55,1.12,0.8,1.01
technically complicated <= 0.5 & positive > 0.30 & positive <= 0.89 & interdisciplinary > 0.5 & subject to time variability <= 0.89,rule,0.15,positive,0.01,0.12,1.64,0.91,1.01
conceptually dense <= 0.89 & technically complicated > 0.70 & positive > 0.5 & positive <= 0.70 & subject to geographical variability <= 0.89,rule,0.08,negative,0.01,0.15,14.42,11.34,2.46
technically complicated <= 0.70 & unambiguous > 0.5 & positive > 0.5 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.38,positive,0.01,0.36,2.97,1.46,1.01
conceptually dense <= 0.70 & unambiguous > 0.5 & positive > 0.70,rule,0.23,positive,0.01,0.23,4.38,2.7,1.01
unambiguous <= 0.70 & positive <= 0.70 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.31,negative,0.0,0.25,4.06,3.8,1.34
common <= 0.89 & socially controversial <= 0.5 & unambiguous > 0.5 & unambiguous <= 0.70 & positive > 0.70,rule,0.12,positive,0.0,0.53,2.78,2.27,1.0
common > 0.5 & unambiguous > 0.30 & unambiguous <= 0.70 & positive <= 0.70 & subject to geographical variability <= 0.89,rule,0.29,negative,0.0,0.25,6.44,6.15,1.82
conceptually dense <= 0.89 & positive <= 0.70 & neutral <= 0.5 & subject to geographical variability <= 0.89 & interdisciplinary > 0.5,rule,0.14,negative,0.0,0.26,2.29,2.19,1.0
common > 0.70 & socially controversial <= 0.70 & positive > 0.70 & positive <= 0.89 & subject to geographical variability <= 0.89,rule,0.23,positive,0.0,0.19,1.16,0.57,1.0
conceptually dense > 0.70 & socially controversial > 0.5 & subject to geographical variability <= 0.89,rule,0.64,negative,0.0,0.51,0.92,0.58,1.0
socially controversial <= 0.5 & positive > 0.70,rule,0.13,positive,0.0,0.54,0.81,0.61,1.0
