rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
positive > 0.70,rule,0.73,positive,0.58,0.8,963.66,963.66,10.85
positive <= 0.70,rule,0.27,negative,0.2,0.8,596.15,596.15,7.65
technically complicated > 0.5 & positive <= 0.70 & interdisciplinary <= 0.89,rule,0.06,negative,0.05,0.21,218.13,200.45,5.55
conceptually dense > 0.70 & positive <= 0.70 & negative > 0.70 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.1,positive,0.05,0.1,0.79,0.31,1.05
technically complicated <= 0.70 & common > 0.70 & socially controversial > 0.70 & positive <= 0.70 & subject to geographical variability <= 0.89,rule,0.06,positive,0.04,0.05,683.97,676.01,6.78
technically complicated > 0.70 & unambiguous > 0.5 & positive <= 0.70 & interdisciplinary > 0.89,rule,0.13,negative,0.03,0.12,463.04,450.12,6.29
technically complicated <= 0.70 & positive <= 0.70 & negative > 0.70 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.05,positive,0.02,0.05,24.09,10.52,2.4
technically complicated > 0.70 & common > 0.70 & positive <= 0.70 & negative > 0.70 & subject to time variability > 0.70,rule,0.13,negative,0.02,0.14,9.4,5.07,1.65
positive <= 0.70 & neutral > 0.70 & subject to time variability > 0.5 & subject to time variability <= 0.89,rule,0.13,negative,0.01,0.21,16.72,13.84,2.67
unambiguous <= 0.70 & positive > 0.30 & positive <= 0.70 & interdisciplinary > 0.89,rule,0.09,negative,0.01,0.08,9.81,8.96,2.22
common > 0.5 & common <= 0.89 & positive <= 0.70 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.09,positive,0.01,0.1,30.61,27.17,3.32
technically complicated > 0.5 & socially controversial <= 0.70 & positive <= 0.70,rule,0.05,negative,0.01,0.04,153.26,151.51,5.08
common > 0.70 & socially controversial > 0.89 & positive <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary > 0.89,rule,0.03,positive,0.01,0.1,83.57,71.67,4.31
common > 0.5 & positive <= 0.70 & neutral > 0.70,rule,0.13,negative,0.01,0.11,188.15,182.62,5.28
conceptually dense <= 0.89 & positive > 0.30 & positive <= 0.70,rule,0.22,negative,0.01,0.21,189.51,188.91,5.29
conceptually dense > 0.70 & socially controversial <= 0.89 & positive <= 0.5 & subject to time variability <= 0.89,rule,0.16,negative,0.01,0.17,1.38,0.98,1.01
subject to geographical variability > 0.5 & subject to geographical variability <= 0.89,rule,0.87,positive,0.01,0.71,1.02,1.0,1.01
common > 0.5 & positive > 0.30 & positive <= 0.70,rule,0.22,negative,0.01,0.19,43.89,43.71,3.82
socially controversial > 0.5 & positive <= 0.5 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.14,positive,0.01,0.12,2.42,1.74,1.01
common > 0.70 & positive <= 0.70,rule,0.23,negative,0.01,0.64,369.98,368.11,5.99
conceptually dense > 0.70 & neutral <= 0.5 & subject to geographical variability > 0.5 & subject to geographical variability <= 0.89,rule,0.02,positive,0.01,0.63,0.75,0.54,1.01
common > 0.5 & positive > 0.70,rule,0.71,positive,0.01,0.58,509.72,509.6,6.32
positive > 0.30 & positive <= 0.70,rule,0.23,negative,0.01,0.21,598.66,597.77,6.43
common > 0.5 & socially controversial <= 0.89 & positive > 0.70,rule,0.68,positive,0.01,0.56,676.1,676.01,6.59
common <= 0.89 & positive > 0.70 & interdisciplinary > 0.89,rule,0.42,positive,0.0,0.49,6.67,6.53,1.88
