rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
interdisciplinary,linear,,positive,0.16,,,,
technically complicated > 0.70 & common <= 0.89 & interdisciplinary <= 0.89,rule,0.39,negative,0.03,0.37,0.95,0.88,1.03
common > 0.89 & positive > 0.70 & negative > 0.5 & subject to time variability <= 0.89,rule,0.04,negative,0.02,0.42,1.55,1.17,1.02
conceptually dense > 0.70 & technically complicated <= 0.70 & socially controversial > 0.70 & socially controversial <= 0.89 & unambiguous <= 0.70,rule,0.2,negative,0.02,0.23,0.59,0.4,1.02
common > 0.70 & common <= 0.89 & positive > 0.70 & subject to geographical variability > 0.89 & interdisciplinary <= 0.89,rule,0.06,negative,0.02,0.05,2.35,1.35,1.02
technically complicated > 0.5 & common > 0.5 & unambiguous <= 0.70 & positive <= 0.70 & interdisciplinary <= 0.89,rule,0.22,positive,0.02,0.49,2.0,1.09,1.02
socially controversial,linear,,positive,0.01,,,,
common > 0.5 & socially controversial <= 0.89 & positive > 0.70 & negative > 0.5 & interdisciplinary <= 0.89,rule,0.46,negative,0.01,0.54,0.97,0.57,1.01
technically complicated > 0.5 & common <= 0.89 & socially controversial > 0.70 & negative > 0.5 & negative <= 0.70,rule,0.38,positive,0.01,0.3,0.45,0.16,1.01
unambiguous > 0.5 & negative > 0.5 & interdisciplinary > 0.70 & interdisciplinary <= 0.89 & subject to time variability <= 0.89,rule,0.73,negative,0.01,0.68,0.63,0.41,1.01
common <= 0.89 & socially controversial <= 0.70 & negative <= 0.70 & neutral > 0.70,rule,0.14,negative,0.01,0.22,0.44,0.3,1.01
common <= 0.89 & socially controversial > 0.70 & positive <= 0.70 & negative <= 0.89 & subject to geographical variability > 0.89,rule,0.08,positive,0.01,0.07,0.6,0.38,1.01
technically complicated > 0.70 & common > 0.70 & socially controversial <= 0.89 & positive > 0.70 & negative > 0.70,rule,0.04,positive,0.01,0.04,1.03,0.39,1.01
technically complicated <= 0.70 & socially controversial > 0.5 & socially controversial <= 0.89 & neutral > 0.70 & subject to time variability > 0.70,rule,0.12,positive,0.01,0.13,0.36,0.14,1.01
unambiguous <= 0.70 & positive <= 0.70 & subject to geographical variability > 0.89,rule,0.07,positive,0.01,0.2,0.38,0.25,1.01
common <= 0.89 & unambiguous > 0.70 & negative <= 0.70 & neutral > 0.5 & neutral <= 0.70,rule,0.07,positive,0.01,0.06,0.77,0.29,1.01
technically complicated <= 0.70 & common > 0.70 & socially controversial <= 0.89 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.27,negative,0.01,0.36,2.44,1.48,1.01
technically complicated <= 0.70 & common > 0.5 & socially controversial <= 0.89 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.45,negative,0.01,0.35,1.05,0.5,1.01
technically complicated > 0.5 & common > 0.5 & common <= 0.70 & positive > 0.70,rule,0.06,negative,0.0,0.51,0.16,0.13,1.0
unambiguous > 0.70 & interdisciplinary > 0.89,rule,0.03,positive,0.0,0.08,0.48,0.41,1.0
conceptually dense > 0.5 & common > 0.5 & socially controversial > 0.70 & positive <= 0.70 & negative <= 0.89,rule,0.3,positive,0.0,0.62,0.34,0.19,1.0
unambiguous > 0.70 & interdisciplinary > 0.89 & subject to time variability > 0.70,rule,0.03,positive,0.0,0.24,0.44,0.39,1.0
technically complicated > 0.70 & socially controversial > 0.70 & neutral <= 0.70 & subject to time variability <= 0.89,rule,0.31,positive,0.0,0.47,0.16,0.11,1.0
technically complicated <= 0.70 & common > 0.5 & negative > 0.5 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.32,negative,0.0,0.35,0.29,0.19,1.0
technically complicated <= 0.70 & socially controversial <= 0.89 & unambiguous > 0.5 & neutral <= 0.70 & subject to time variability <= 0.89,rule,0.29,negative,0.0,0.25,0.59,0.18,1.0
positive > 0.70 & positive <= 0.89 & negative <= 0.70 & interdisciplinary <= 0.89,rule,0.54,negative,0.0,0.46,0.52,0.33,1.0
common <= 0.89 & socially controversial > 0.5 & positive > 0.5 & positive <= 0.70,rule,0.21,positive,0.0,0.23,0.75,0.57,1.0
technically complicated > 0.5 & common > 0.5 & common <= 0.70 & unambiguous <= 0.70 & positive > 0.70,rule,0.05,negative,0.0,0.05,0.36,0.3,1.0
technically complicated > 0.5 & common > 0.5 & common <= 0.70 & positive > 0.70 & neutral > 0.5,rule,0.06,negative,0.0,0.05,0.5,0.4,1.0
technically complicated > 0.70 & neutral <= 0.70 & subject to time variability <= 0.89,rule,0.31,positive,0.0,0.27,0.13,0.12,1.0
conceptually dense > 0.70 & common > 0.5 & unambiguous > 0.5 & unambiguous <= 0.70 & positive > 0.70,rule,0.4,negative,0.0,0.53,0.62,0.51,1.0
technically complicated <= 0.70 & socially controversial <= 0.89 & positive <= 0.89 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.41,negative,0.0,0.62,0.31,0.11,1.0
technically complicated > 0.70 & socially controversial > 0.70 & socially controversial <= 0.89 & neutral <= 0.70 & subject to time variability > 0.70,rule,0.26,positive,0.0,0.21,0.51,0.31,1.0
conceptually dense > 0.5 & common > 0.70 & common <= 0.89 & positive > 0.70 & subject to time variability <= 0.89,rule,0.53,positive,0.0,0.42,0.67,0.43,1.0
technically complicated <= 0.70 & socially controversial > 0.89 & unambiguous <= 0.70 & positive > 0.30,rule,0.03,positive,0.0,0.03,0.77,0.43,1.0
technically complicated > 0.70 & unambiguous > 0.5 & unambiguous <= 0.70 & negative > 0.70 & subject to time variability <= 0.89,rule,0.18,positive,0.0,0.16,0.55,0.33,1.0
unambiguous <= 0.70 & positive > 0.5 & positive <= 0.70 & negative > 0.70,rule,0.16,positive,0.0,0.18,0.74,0.28,1.0
technically complicated > 0.70 & socially controversial > 0.70 & socially controversial <= 0.89 & subject to time variability <= 0.89,rule,0.37,positive,0.0,0.33,0.56,0.52,1.0
technically complicated > 0.5 & common <= 0.89 & socially controversial <= 0.70 & positive > 0.70 & negative <= 0.70,rule,0.14,negative,0.0,0.41,0.58,0.25,1.0
conceptually dense > 0.70 & technically complicated > 0.5 & common > 0.70 & common <= 0.89 & positive > 0.70,rule,0.48,positive,0.0,0.41,1.38,1.13,1.0
common > 0.5 & common <= 0.89 & positive > 0.70 & neutral > 0.70 & interdisciplinary <= 0.89,rule,0.24,negative,0.0,0.22,0.73,0.48,1.0
