rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
technically complicated <= 0.70 & common > 0.89,rule,0.02,positive,0.44,0.66,109.73,64.23,6.0
neutral,linear,,negative,0.37,,,,
common,linear,,negative,0.23,,,,
unambiguous,linear,,negative,0.19,,,,
unambiguous > 0.5 & negative <= 0.30 & subject to geographical variability > 0.5,rule,0.06,positive,0.18,0.57,18.44,11.75,2.91
common <= 0.89 & socially controversial <= 0.30,rule,0.06,negative,0.17,0.79,16.44,12.45,2.95
conceptually dense <= 0.70 & neutral <= 0.5 & subject to geographical variability <= 0.89,rule,0.02,positive,0.16,0.13,81.36,65.98,4.86
common > 0.89 & socially controversial <= 0.89 & unambiguous > 0.5,rule,0.02,positive,0.13,0.01,28.59,14.65,3.03
common <= 0.89 & negative <= 0.89 & subject to geographical variability > 0.89,rule,0.05,negative,0.12,0.04,8.46,3.79,1.49
common <= 0.89 & socially controversial > 0.5 & positive <= 0.5 & interdisciplinary > 0.70 & interdisciplinary <= 0.89,rule,0.11,positive,0.09,0.09,26.48,12.7,2.77
common <= 0.89 & positive <= 0.89 & neutral > 0.70 & neutral <= 0.89,rule,0.24,negative,0.08,0.19,54.18,36.0,3.89
common <= 0.89 & unambiguous > 0.70 & positive <= 0.89 & negative > 0.30,rule,0.04,negative,0.08,0.04,21.85,10.77,2.57
technically complicated > 0.70 & common <= 0.70 & positive > 0.5 & subject to geographical variability <= 0.70 & subject to time variability <= 0.70,rule,0.01,negative,0.08,0.02,23.25,13.16,2.79
socially controversial <= 0.5 & positive > 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89 & subject to time variability <= 0.70,rule,0.07,positive,0.07,0.1,53.48,39.67,3.93
technically complicated <= 0.70 & common <= 0.89 & unambiguous <= 0.5 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.2,positive,0.07,0.45,40.68,12.91,2.73
conceptually dense <= 0.70 & unambiguous <= 0.5 & neutral <= 0.5,rule,0.02,positive,0.07,0.03,33.96,19.57,3.18
technically complicated <= 0.70 & negative > 0.30 & neutral <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.70,rule,0.16,positive,0.07,0.14,25.98,14.19,2.84
technically complicated <= 0.70 & unambiguous <= 0.5 & neutral <= 0.70,rule,0.24,positive,0.06,0.5,179.28,107.61,4.95
technically complicated <= 0.5 & common <= 0.89 & socially controversial > 0.5 & socially controversial <= 0.70,rule,0.05,positive,0.06,0.25,33.48,14.25,2.81
technically complicated <= 0.70 & socially controversial > 0.89 & positive <= 0.5 & negative > 0.70 & interdisciplinary > 0.5,rule,0.01,positive,0.06,0.01,14.98,7.48,2.13
common <= 0.5 & negative > 0.5 & interdisciplinary <= 0.70,rule,0.01,positive,0.06,0.02,22.06,16.98,2.99
positive <= 0.5 & negative > 0.70,rule,0.14,positive,0.06,0.14,7.64,4.08,1.49
technically complicated > 0.70 & unambiguous > 0.5,rule,0.14,negative,0.05,0.58,63.36,54.92,4.2
neutral <= 0.5 & interdisciplinary <= 0.89,rule,0.2,positive,0.05,0.57,9.63,8.23,2.22
conceptually dense <= 0.70 & technically complicated > 0.5 & socially controversial > 0.30 & negative <= 0.70 & interdisciplinary > 0.70,rule,0.08,negative,0.05,0.1,59.42,41.61,3.91
