rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
technically complicated <= 0.5 & socially controversial > 0.30 & negative <= 0.5,rule,0.08,positive,0.07,0.07,2.77,2.18,1.07
technically complicated > 0.5 & socially controversial <= 0.70,rule,0.41,negative,0.06,0.4,14.64,12.22,2.65
technically complicated <= 0.70 & socially controversial > 0.70 & positive > 0.5 & positive <= 0.70 & negative > 0.5,rule,0.05,positive,0.04,0.04,4.97,2.72,1.04
technically complicated > 0.70 & negative <= 0.70,rule,0.45,negative,0.04,0.74,2.52,1.82,1.04
technically complicated > 0.70 & positive > 0.5 & subject to geographical variability > 0.70,rule,0.42,negative,0.03,0.39,2.94,1.75,1.03
technically complicated > 0.5 & common <= 0.70 & socially controversial > 0.70 & negative > 0.5 & interdisciplinary > 0.70,rule,0.11,positive,0.03,0.14,9.92,4.03,1.43
technically complicated > 0.5 & socially controversial > 0.70 & negative > 0.5 & interdisciplinary > 0.70,rule,0.34,positive,0.02,0.29,9.56,4.41,1.51
common > 0.70 & socially controversial > 0.5 & negative <= 0.70 & subject to geographical variability > 0.70 & subject to time variability <= 0.89,rule,0.42,negative,0.02,0.34,4.01,1.41,1.02
technically complicated <= 0.5 & unambiguous > 0.70,rule,0.09,positive,0.02,0.62,1.7,1.66,1.02
negative <= 0.70 & neutral > 0.70 & subject to geographical variability > 0.70,rule,0.78,negative,0.02,0.65,5.85,2.24,1.02
common > 0.70 & unambiguous > 0.70 & positive <= 0.89 & negative <= 0.70 & subject to geographical variability > 0.70,rule,0.54,negative,0.02,0.44,3.71,2.34,1.02
conceptually dense > 0.70 & unambiguous > 0.70 & subject to geographical variability > 0.70 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.67,positive,0.02,0.55,0.65,0.48,1.02
technically complicated <= 0.5 & unambiguous > 0.70 & positive > 0.70,rule,0.09,positive,0.01,0.07,4.71,4.37,1.5
socially controversial <= 0.89 & unambiguous > 0.70 & negative > 0.70 & interdisciplinary > 0.70 & subject to time variability <= 0.89,rule,0.04,positive,0.01,0.05,4.67,3.5,1.26
common <= 0.70 & unambiguous > 0.70 & subject to time variability <= 0.89,rule,0.16,positive,0.01,0.59,1.05,1.04,1.01
negative <= 0.70 & subject to geographical variability > 0.70 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.88,negative,0.01,0.72,0.85,0.61,1.01
common > 0.70 & common <= 0.89 & negative <= 0.70 & neutral <= 0.89 & subject to time variability > 0.70,rule,0.62,negative,0.01,0.5,2.4,1.5,1.01
common <= 0.70 & socially controversial > 0.70 & unambiguous > 0.70 & subject to time variability > 0.70,rule,0.08,positive,0.0,0.27,1.74,1.06,1.0
conceptually dense > 0.70 & technically complicated <= 0.70 & common <= 0.89 & socially controversial <= 0.70 & neutral > 0.70,rule,0.25,positive,0.0,0.2,5.03,3.66,1.3
technically complicated <= 0.5 & socially controversial <= 0.70,rule,0.09,positive,0.0,0.4,8.15,6.95,1.95
technically complicated > 0.70 & negative <= 0.5 & subject to time variability > 0.70,rule,0.27,negative,0.0,0.43,2.46,1.65,1.0
technically complicated > 0.5 & common > 0.70 & unambiguous > 0.70 & negative <= 0.70 & neutral > 0.70,rule,0.42,negative,0.0,0.4,3.29,1.69,1.0
technically complicated > 0.5 & unambiguous > 0.70 & positive > 0.70,rule,0.53,negative,0.0,0.54,2.69,2.4,1.0
technically complicated > 0.5 & common > 0.70 & socially controversial > 0.70 & negative <= 0.70 & interdisciplinary > 0.70,rule,0.26,negative,0.0,0.25,10.75,4.03,1.4
