,rule
0,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) and (negative <= 0.500) and (subject to time variability <= 0.700) then response: 26.000
1,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) and (negative <= 0.500) and (subject to time variability > 0.700) then response: 18.288
2,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) and (negative > 0.500) and (common <= 0.700) then response: 18.758
3,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) and (negative > 0.500) and (common > 0.700) then response: 16.875
4,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) and (technically complicated <= 0.700) then response: 18.122
5,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) and (technically complicated > 0.700) then response: 19.460
6,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) and (socially controversial <= 0.900) then response: 19.708
7,If (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) and (socially controversial > 0.900) then response: 20.400
8,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated <= 0.500) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) then response: 13.626
9,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated <= 0.500) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) then response: 16.911
10,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated <= 0.500) and (interdisciplinary > 0.700) and (negative <= 0.300) then response: 12.590
11,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated <= 0.500) and (interdisciplinary > 0.700) and (negative > 0.300) then response: 17.404
12,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated > 0.500) and (socially controversial <= 0.500) and (negative <= 0.700) then response: 17.950
13,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated > 0.500) and (socially controversial <= 0.500) and (negative > 0.700) then response: 8.460
14,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated > 0.500) and (socially controversial > 0.500) and (neutral <= 0.500) then response: 23.153
15,If (common <= 0.900) and (unambiguous > 0.700) and (technically complicated > 0.500) and (socially controversial > 0.500) and (neutral > 0.500) then response: 18.673
16,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) and (conceptually dense <= 0.500) then response: 12.640
17,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) and (conceptually dense > 0.500) then response: 12.740
18,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) and (positive <= 0.700) then response: 14.960
19,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) and (positive > 0.700) then response: 13.731
20,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.700) and (conceptually dense <= 0.700) and (socially controversial <= 0.500) then response: 15.031
21,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.700) and (conceptually dense <= 0.700) and (socially controversial > 0.500) then response: 15.319
22,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.700) and (conceptually dense > 0.700) and (unambiguous <= 0.700) then response: 15.943
23,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.700) and (conceptually dense > 0.700) and (unambiguous > 0.700) then response: 15.468
24,If (common > 0.900) and (socially controversial > 0.700) and (conceptually dense <= 0.700) and (subject to time variability <= 0.700) then response: 13.420
25,If (common > 0.900) and (socially controversial > 0.700) and (conceptually dense <= 0.700) and (subject to time variability > 0.700) and (positive <= 0.500) then response: 17.530
26,If (common > 0.900) and (socially controversial > 0.700) and (conceptually dense <= 0.700) and (subject to time variability > 0.700) and (positive > 0.500) then response: 15.550
27,If (common > 0.900) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (subject to time variability <= 0.900) and (technically complicated <= 0.700) then response: 16.160
28,If (common > 0.900) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (subject to time variability <= 0.900) and (technically complicated > 0.700) then response: 16.496
29,If (common > 0.900) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (subject to time variability > 0.900) and (unambiguous <= 0.700) then response: 17.008
30,If (common > 0.900) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (subject to time variability > 0.900) and (unambiguous > 0.700) then response: 16.107
