,rule
0,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous <= 0.500) and (positive <= 0.300) and (neutral <= 0.700) then response: -0.219
1,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous <= 0.500) and (positive <= 0.300) and (neutral > 0.700) then response: 0.130
2,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous <= 0.500) and (positive > 0.300) and (interdisciplinary <= 0.900) then response: -0.138
3,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous <= 0.500) and (positive > 0.300) and (interdisciplinary > 0.900) then response: -0.050
4,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous > 0.500) and (conceptually dense <= 0.900) and (neutral <= 0.700) then response: -0.184
5,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous > 0.500) and (conceptually dense <= 0.900) and (neutral > 0.700) then response: -0.142
6,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous > 0.500) and (conceptually dense > 0.900) and (technically complicated <= 0.900) then response: -0.074
7,If (positive <= 0.500) and (unambiguous <= 0.700) and (unambiguous > 0.500) and (conceptually dense > 0.900) and (technically complicated > 0.900) then response: 0.055
8,If (positive <= 0.500) and (unambiguous > 0.700) and (positive <= 0.300) and (subject to geographical variability <= 0.900) and (interdisciplinary <= 0.900) then response: -0.296
9,If (positive <= 0.500) and (unambiguous > 0.700) and (positive <= 0.300) and (subject to geographical variability <= 0.900) and (interdisciplinary > 0.900) then response: -0.399
10,If (positive <= 0.500) and (unambiguous > 0.700) and (positive <= 0.300) and (subject to geographical variability > 0.900) and (socially controversial <= 0.500) then response: -0.640
11,If (positive <= 0.500) and (unambiguous > 0.700) and (positive <= 0.300) and (subject to geographical variability > 0.900) and (socially controversial > 0.500) then response: -0.240
12,If (positive <= 0.500) and (unambiguous > 0.700) and (positive > 0.300) and (common <= 0.900) and (negative <= 0.700) then response: -0.191
13,If (positive <= 0.500) and (unambiguous > 0.700) and (positive > 0.300) and (common <= 0.900) and (negative > 0.700) then response: -0.274
14,If (positive <= 0.500) and (unambiguous > 0.700) and (positive > 0.300) and (common > 0.900) and (subject to geographical variability <= 0.900) then response: 0.000
15,If (positive <= 0.500) and (unambiguous > 0.700) and (positive > 0.300) and (common > 0.900) and (subject to geographical variability > 0.900) then response: -0.488
16,If (positive > 0.500) and (negative <= 0.500) and (negative <= 0.300) and (unambiguous <= 0.900) and (subject to geographical variability <= 0.700) then response: 0.301
17,If (positive > 0.500) and (negative <= 0.500) and (negative <= 0.300) and (unambiguous <= 0.900) and (subject to geographical variability > 0.700) then response: 0.193
18,If (positive > 0.500) and (negative <= 0.500) and (negative <= 0.300) and (unambiguous > 0.900) then response: -0.720
19,If (positive > 0.500) and (negative <= 0.500) and (negative > 0.300) and (socially controversial <= 0.700) and (technically complicated <= 0.700) then response: 0.089
20,If (positive > 0.500) and (negative <= 0.500) and (negative > 0.300) and (socially controversial <= 0.700) and (technically complicated > 0.700) then response: 0.050
21,If (positive > 0.500) and (negative <= 0.500) and (negative > 0.300) and (socially controversial > 0.700) and (common <= 0.700) then response: 0.002
22,If (positive > 0.500) and (negative <= 0.500) and (negative > 0.300) and (socially controversial > 0.700) and (common > 0.700) then response: 0.031
23,If (positive > 0.500) and (negative > 0.500) and (negative <= 0.700) and (subject to time variability <= 0.700) and (unambiguous <= 0.700) then response: 0.054
24,If (positive > 0.500) and (negative > 0.500) and (negative <= 0.700) and (subject to time variability <= 0.700) and (unambiguous > 0.700) then response: 0.430
25,If (positive > 0.500) and (negative > 0.500) and (negative <= 0.700) and (subject to time variability > 0.700) and (conceptually dense <= 0.700) then response: -0.062
26,If (positive > 0.500) and (negative > 0.500) and (negative <= 0.700) and (subject to time variability > 0.700) and (conceptually dense > 0.700) then response: 0.006
27,If (positive > 0.500) and (negative > 0.500) and (negative > 0.700) and (unambiguous <= 0.500) and (common <= 0.500) then response: 0.143
28,If (positive > 0.500) and (negative > 0.500) and (negative > 0.700) and (unambiguous <= 0.500) and (common > 0.500) then response: 0.004
29,If (positive > 0.500) and (negative > 0.500) and (negative > 0.700) and (unambiguous > 0.500) and (technically complicated <= 0.700) then response: -0.090
30,If (positive > 0.500) and (negative > 0.500) and (negative > 0.700) and (unambiguous > 0.500) and (technically complicated > 0.700) then response: -0.035
