,rule
0,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (interdisciplinary <= 0.500) and (interdisciplinary <= 0.300) then response: 72.160
1,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (interdisciplinary <= 0.500) and (interdisciplinary > 0.300) and (negative <= 0.300) then response: 34.277
2,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (interdisciplinary <= 0.500) and (interdisciplinary > 0.300) and (negative > 0.300) then response: 38.631
3,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (interdisciplinary > 0.500) and (common <= 0.700) and (neutral <= 0.700) then response: 31.130
4,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (interdisciplinary > 0.500) and (common <= 0.700) and (neutral > 0.700) then response: 24.366
5,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (interdisciplinary > 0.500) and (common > 0.700) and (unambiguous <= 0.700) then response: 30.386
6,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (interdisciplinary > 0.500) and (common > 0.700) and (unambiguous > 0.700) then response: 33.938
7,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability <= 0.700) and (positive <= 0.500) and (subject to time variability <= 0.500) then response: 50.202
8,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability <= 0.700) and (positive <= 0.500) and (subject to time variability > 0.500) then response: 35.949
9,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability <= 0.700) and (positive > 0.500) and (socially controversial <= 0.500) then response: 26.582
10,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability <= 0.700) and (positive > 0.500) and (socially controversial > 0.500) then response: 35.528
11,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability > 0.700) and (positive <= 0.700) and (common <= 0.500) then response: 18.240
12,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability > 0.700) and (positive <= 0.700) and (common > 0.500) then response: 27.363
13,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability > 0.700) and (positive > 0.700) and (interdisciplinary <= 0.700) then response: 22.855
14,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (subject to geographical variability > 0.700) and (positive > 0.700) and (interdisciplinary > 0.700) then response: 17.258
15,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (unambiguous <= 0.500) and (negative <= 0.700) then response: 8.693
16,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (unambiguous <= 0.500) and (negative > 0.700) then response: 19.900
17,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (unambiguous > 0.500) and (positive <= 0.300) then response: 37.881
18,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (unambiguous > 0.500) and (positive > 0.300) then response: 26.837
19,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common <= 0.900) and (positive <= 0.300) then response: 21.071
20,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common <= 0.900) and (positive > 0.300) then response: 15.219
21,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common > 0.900) and (interdisciplinary <= 0.700) then response: 40.990
22,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common > 0.900) and (interdisciplinary > 0.700) then response: 28.364
23,If (conceptually dense > 0.700) and (positive > 0.500) and (positive <= 0.700) and (unambiguous <= 0.500) and (common <= 0.500) then response: 4.193
24,If (conceptually dense > 0.700) and (positive > 0.500) and (positive <= 0.700) and (unambiguous <= 0.500) and (common > 0.500) then response: 11.756
25,If (conceptually dense > 0.700) and (positive > 0.500) and (positive <= 0.700) and (unambiguous > 0.500) and (subject to geographical variability <= 0.900) then response: 15.977
26,If (conceptually dense > 0.700) and (positive > 0.500) and (positive <= 0.700) and (unambiguous > 0.500) and (subject to geographical variability > 0.900) then response: 26.476
27,If (conceptually dense > 0.700) and (positive > 0.500) and (positive > 0.700) and (unambiguous <= 0.700) and (common <= 0.900) then response: 9.597
28,If (conceptually dense > 0.700) and (positive > 0.500) and (positive > 0.700) and (unambiguous <= 0.700) and (common > 0.900) then response: 29.910
29,If (conceptually dense > 0.700) and (positive > 0.500) and (positive > 0.700) and (unambiguous > 0.700) and (subject to time variability <= 0.500) then response: 39.383
30,If (conceptually dense > 0.700) and (positive > 0.500) and (positive > 0.700) and (unambiguous > 0.700) and (subject to time variability > 0.500) then response: 21.079
