,rule
0,If (positive <= 0.700) and (positive <= 0.500) and (negative <= 0.900) and (socially controversial <= 0.700) and (negative <= 0.700) then response: -0.192
1,If (positive <= 0.700) and (positive <= 0.500) and (negative <= 0.900) and (socially controversial <= 0.700) and (negative > 0.700) then response: -0.350
2,If (positive <= 0.700) and (positive <= 0.500) and (negative <= 0.900) and (socially controversial > 0.700) and (negative <= 0.700) then response: -0.017
3,If (positive <= 0.700) and (positive <= 0.500) and (negative <= 0.900) and (socially controversial > 0.700) and (negative > 0.700) then response: -0.200
4,If (positive <= 0.700) and (positive <= 0.500) and (negative > 0.900) and (unambiguous <= 0.700) and (neutral <= 0.500) then response: -0.155
5,If (positive <= 0.700) and (positive <= 0.500) and (negative > 0.900) and (unambiguous <= 0.700) and (neutral > 0.500) then response: -0.079
6,If (positive <= 0.700) and (positive <= 0.500) and (negative > 0.900) and (unambiguous > 0.700) and (technically complicated <= 0.700) then response: -0.354
7,If (positive <= 0.700) and (positive <= 0.500) and (negative > 0.900) and (unambiguous > 0.700) and (technically complicated > 0.700) then response: -0.206
8,If (positive <= 0.700) and (positive > 0.500) and (technically complicated <= 0.300) then response: 0.465
9,If (positive <= 0.700) and (positive > 0.500) and (technically complicated > 0.300) and (common <= 0.500) and (negative <= 0.500) then response: -0.205
10,If (positive <= 0.700) and (positive > 0.500) and (technically complicated > 0.300) and (common <= 0.500) and (negative > 0.500) then response: -0.008
11,If (positive <= 0.700) and (positive > 0.500) and (technically complicated > 0.300) and (common > 0.500) and (negative <= 0.700) then response: -0.046
12,If (positive <= 0.700) and (positive > 0.500) and (technically complicated > 0.300) and (common > 0.500) and (negative > 0.700) then response: -0.072
13,If (positive > 0.700) and (common <= 0.500) and (socially controversial <= 0.700) and (technically complicated <= 0.700) and (negative <= 0.700) then response: -0.144
14,If (positive > 0.700) and (common <= 0.500) and (socially controversial <= 0.700) and (technically complicated <= 0.700) and (negative > 0.700) then response: -0.321
15,If (positive > 0.700) and (common <= 0.500) and (socially controversial <= 0.700) and (technically complicated > 0.700) and (conceptually dense <= 0.500) then response: -0.246
16,If (positive > 0.700) and (common <= 0.500) and (socially controversial <= 0.700) and (technically complicated > 0.700) and (conceptually dense > 0.500) then response: -0.077
17,If (positive > 0.700) and (common <= 0.500) and (socially controversial > 0.700) and (negative <= 0.700) and (conceptually dense <= 0.700) then response: -0.230
18,If (positive > 0.700) and (common <= 0.500) and (socially controversial > 0.700) and (negative <= 0.700) and (conceptually dense > 0.700) then response: -0.120
19,If (positive > 0.700) and (common <= 0.500) and (socially controversial > 0.700) and (negative > 0.700) and (conceptually dense <= 0.500) then response: -0.580
20,If (positive > 0.700) and (common <= 0.500) and (socially controversial > 0.700) and (negative > 0.700) and (conceptually dense > 0.500) then response: -0.256
21,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.300) then response: -0.388
22,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (conceptually dense <= 0.700) and (socially controversial > 0.300) then response: -0.281
23,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (conceptually dense > 0.700) and (positive <= 0.900) then response: -0.238
24,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (conceptually dense > 0.700) and (positive > 0.900) then response: -0.444
25,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (negative <= 0.700) and (positive <= 0.900) then response: -0.338
26,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (negative <= 0.700) and (positive > 0.900) then response: 0.210
27,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (negative > 0.700) and (negative <= 0.900) then response: -0.429
28,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (negative > 0.700) and (negative > 0.900) then response: -0.348
