,rule
0,If (positive <= 0.700) and (positive <= 0.500) and (technically complicated <= 0.500) and (common <= 0.700) and (neutral <= 0.700) then response: -0.678
1,If (positive <= 0.700) and (positive <= 0.500) and (technically complicated <= 0.500) and (common <= 0.700) and (neutral > 0.700) then response: -0.747
2,If (positive <= 0.700) and (positive <= 0.500) and (technically complicated <= 0.500) and (common > 0.700) then response: -0.548
3,If (positive <= 0.700) and (positive <= 0.500) and (technically complicated > 0.500) and (common <= 0.700) and (socially controversial <= 0.700) then response: -0.411
4,If (positive <= 0.700) and (positive <= 0.500) and (technically complicated > 0.500) and (common <= 0.700) and (socially controversial > 0.700) then response: -0.077
5,If (positive <= 0.700) and (positive <= 0.500) and (technically complicated > 0.500) and (common > 0.700) and (socially controversial <= 0.500) then response: -0.364
6,If (positive <= 0.700) and (positive <= 0.500) and (technically complicated > 0.500) and (common > 0.700) and (socially controversial > 0.500) then response: -0.159
7,If (positive <= 0.700) and (positive > 0.500) and (negative <= 0.700) and (common <= 0.900) and (unambiguous <= 0.700) then response: -0.011
8,If (positive <= 0.700) and (positive > 0.500) and (negative <= 0.700) and (common <= 0.900) and (unambiguous > 0.700) then response: -0.030
9,If (positive <= 0.700) and (positive > 0.500) and (negative <= 0.700) and (common > 0.900) and (unambiguous <= 0.700) then response: 0.000
10,If (positive <= 0.700) and (positive > 0.500) and (negative <= 0.700) and (common > 0.900) and (unambiguous > 0.700) then response: 0.136
11,If (positive <= 0.700) and (positive > 0.500) and (negative > 0.700) and (unambiguous <= 0.700) then response: 0.000
12,If (positive <= 0.700) and (positive > 0.500) and (negative > 0.700) and (unambiguous > 0.700) and (technically complicated <= 0.500) then response: 0.000
13,If (positive <= 0.700) and (positive > 0.500) and (negative > 0.700) and (unambiguous > 0.700) and (technically complicated > 0.500) then response: -0.117
14,If (positive > 0.700) and (socially controversial <= 0.500) and (positive <= 0.900) and (subject to geographical variability <= 0.700) and (technically complicated <= 0.500) then response: -0.084
15,If (positive > 0.700) and (socially controversial <= 0.500) and (positive <= 0.900) and (subject to geographical variability <= 0.700) and (technically complicated > 0.500) then response: -0.209
16,If (positive > 0.700) and (socially controversial <= 0.500) and (positive <= 0.900) and (subject to geographical variability > 0.700) and (common <= 0.700) then response: -0.189
17,If (positive > 0.700) and (socially controversial <= 0.500) and (positive <= 0.900) and (subject to geographical variability > 0.700) and (common > 0.700) then response: -0.243
18,If (positive > 0.700) and (socially controversial <= 0.500) and (positive > 0.900) and (socially controversial <= 0.300) and (subject to time variability <= 0.700) then response: 0.486
19,If (positive > 0.700) and (socially controversial <= 0.500) and (positive > 0.900) and (socially controversial <= 0.300) and (subject to time variability > 0.700) then response: 0.559
20,If (positive > 0.700) and (socially controversial <= 0.500) and (positive > 0.900) and (socially controversial > 0.300) and (subject to time variability <= 0.700) then response: -0.440
21,If (positive > 0.700) and (socially controversial <= 0.500) and (positive > 0.900) and (socially controversial > 0.300) and (subject to time variability > 0.700) then response: 0.141
22,If (positive > 0.700) and (socially controversial > 0.500) and (negative <= 0.500) and (technically complicated <= 0.700) and (subject to time variability <= 0.900) then response: -0.243
23,If (positive > 0.700) and (socially controversial > 0.500) and (negative <= 0.500) and (technically complicated <= 0.700) and (subject to time variability > 0.900) then response: -0.476
24,If (positive > 0.700) and (socially controversial > 0.500) and (negative <= 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.700) then response: -0.259
25,If (positive > 0.700) and (socially controversial > 0.500) and (negative <= 0.500) and (technically complicated > 0.700) and (socially controversial > 0.700) then response: -0.302
26,If (positive > 0.700) and (socially controversial > 0.500) and (negative > 0.500) and (interdisciplinary <= 0.700) and (unambiguous <= 0.700) then response: -0.282
27,If (positive > 0.700) and (socially controversial > 0.500) and (negative > 0.500) and (interdisciplinary <= 0.700) and (unambiguous > 0.700) then response: -0.523
28,If (positive > 0.700) and (socially controversial > 0.500) and (negative > 0.500) and (interdisciplinary > 0.700) and (subject to time variability <= 0.900) then response: -0.304
29,If (positive > 0.700) and (socially controversial > 0.500) and (negative > 0.500) and (interdisciplinary > 0.700) and (subject to time variability > 0.900) then response: -0.192
