,rule
0,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive <= 0.500) and (interdisciplinary <= 0.700) then response: 0.308
1,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive <= 0.500) and (interdisciplinary > 0.700) then response: 0.373
2,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive > 0.500) and (technically complicated <= 0.300) then response: 0.775
3,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive > 0.500) and (technically complicated > 0.300) then response: 0.407
4,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (common <= 0.900) and (socially controversial <= 0.900) then response: 0.526
5,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (common <= 0.900) and (socially controversial > 0.900) then response: 0.411
6,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (common > 0.900) and (technically complicated <= 0.500) then response: 0.571
7,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (common > 0.900) and (technically complicated > 0.500) then response: 0.730
8,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (common <= 0.900) and (neutral <= 0.700) then response: 0.338
9,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (common <= 0.900) and (neutral > 0.700) then response: 0.374
10,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (common > 0.900) and (interdisciplinary <= 0.700) then response: 0.150
11,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (common > 0.900) and (interdisciplinary > 0.700) then response: 0.473
12,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (common <= 0.500) and (socially controversial <= 0.500) then response: 0.501
13,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (common <= 0.500) and (socially controversial > 0.500) then response: 0.426
14,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (common > 0.500) and (negative <= 0.700) then response: 0.273
15,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (common > 0.500) and (negative > 0.700) then response: 0.315
16,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous <= 0.700) and (common <= 0.500) then response: 0.492
17,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous <= 0.700) and (common > 0.500) then response: 0.535
18,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous > 0.700) and (socially controversial <= 0.300) then response: 0.523
19,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous > 0.700) and (socially controversial > 0.300) then response: 0.399
20,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (socially controversial <= 0.500) and (common <= 0.700) then response: 0.479
21,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (socially controversial <= 0.500) and (common > 0.700) then response: 0.509
22,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (socially controversial > 0.500) and (neutral <= 0.400) then response: 0.502
23,If (positive > 0.700) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (socially controversial > 0.500) and (neutral > 0.400) then response: 0.477
24,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) and (negative <= 0.700) and (technically complicated <= 0.700) then response: 0.488
25,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) and (negative <= 0.700) and (technically complicated > 0.700) then response: 0.465
26,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) and (negative > 0.700) and (neutral <= 0.500) then response: 0.517
27,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) and (negative > 0.700) and (neutral > 0.500) then response: 0.478
28,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.500) and (negative <= 0.900) then response: 0.502
29,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.500) and (negative > 0.900) then response: 0.420
30,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) and (technically complicated > 0.500) and (common <= 0.700) then response: 0.453
31,If (positive > 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) and (technically complicated > 0.500) and (common > 0.700) then response: 0.437
