,rule
0,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial <= 0.700) and (technically complicated <= 0.500) and (interdisciplinary <= 0.700) then response: 0.075
1,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial <= 0.700) and (technically complicated <= 0.500) and (interdisciplinary > 0.700) then response: 0.234
2,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial <= 0.700) and (technically complicated > 0.500) and (common <= 0.900) then response: 0.059
3,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial <= 0.700) and (technically complicated > 0.500) and (common > 0.900) then response: 0.034
4,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial > 0.700) and (positive <= 0.500) and (socially controversial <= 0.900) then response: 0.066
5,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial > 0.700) and (positive <= 0.500) and (socially controversial > 0.900) then response: 0.094
6,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial > 0.700) and (positive > 0.500) and (neutral <= 0.700) then response: 0.094
7,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (socially controversial > 0.700) and (positive > 0.500) and (neutral > 0.700) then response: 0.069
8,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.900) and (unambiguous <= 0.700) and (positive <= 0.500) then response: 0.043
9,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.900) and (unambiguous <= 0.700) and (positive > 0.500) then response: 0.063
10,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.900) and (unambiguous > 0.700) and (neutral <= 0.700) then response: 0.041
11,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.900) and (unambiguous > 0.700) and (neutral > 0.700) then response: 0.082
12,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.900) and (positive <= 0.300) then response: -0.046
13,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.900) and (positive > 0.300) and (subject to time variability <= 0.900) then response: 0.080
14,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.900) and (positive > 0.300) and (subject to time variability > 0.900) then response: 0.064
15,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial <= 0.700) and (technically complicated <= 0.500) and (negative <= 0.500) then response: 0.123
16,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial <= 0.700) and (technically complicated <= 0.500) and (negative > 0.500) then response: 0.083
17,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial <= 0.700) and (technically complicated > 0.500) and (unambiguous <= 0.700) then response: 0.097
18,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial <= 0.700) and (technically complicated > 0.500) and (unambiguous > 0.700) then response: 0.106
19,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial > 0.700) and (conceptually dense <= 0.700) and (negative <= 0.500) then response: 0.159
20,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial > 0.700) and (conceptually dense <= 0.700) and (negative > 0.500) then response: 0.105
21,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (common <= 0.700) then response: 0.133
22,If (positive > 0.700) and (technically complicated <= 0.700) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (common > 0.700) then response: 0.124
23,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (interdisciplinary <= 0.900) and (negative <= 0.700) then response: 0.109
24,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (interdisciplinary <= 0.900) and (negative > 0.700) then response: 0.100
25,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (interdisciplinary > 0.900) and (unambiguous <= 0.700) then response: 0.087
26,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (interdisciplinary > 0.900) and (unambiguous > 0.700) then response: 0.113
27,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (socially controversial <= 0.500) and (unambiguous <= 0.700) then response: 0.045
28,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (socially controversial <= 0.500) and (unambiguous > 0.700) then response: 0.074
29,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (socially controversial > 0.500) and (common <= 0.700) then response: 0.085
30,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (socially controversial > 0.500) and (common > 0.700) then response: 0.094
