,rule
0,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (positive <= 0.900) and (technically complicated <= 0.300) then response: 122.231
1,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (positive <= 0.900) and (technically complicated > 0.300) then response: 139.071
2,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (positive > 0.900) and (neutral <= 0.900) then response: 129.750
3,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (positive > 0.900) and (neutral > 0.900) then response: 166.000
4,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (negative <= 0.300) and (subject to geographical variability <= 0.700) then response: 133.566
5,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (negative <= 0.300) and (subject to geographical variability > 0.700) then response: 141.374
6,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (negative > 0.300) and (common <= 0.700) then response: 152.085
7,If (common <= 0.900) and (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (negative > 0.300) and (common > 0.700) then response: 146.117
8,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial <= 0.500) and (subject to geographical variability <= 0.700) and (interdisciplinary <= 0.700) then response: 168.412
9,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial <= 0.500) and (subject to geographical variability <= 0.700) and (interdisciplinary > 0.700) then response: 153.375
10,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial <= 0.500) and (subject to geographical variability > 0.700) and (unambiguous <= 0.500) then response: 170.473
11,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial <= 0.500) and (subject to geographical variability > 0.700) and (unambiguous > 0.500) then response: 161.189
12,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (positive <= 0.300) then response: 153.700
13,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (positive > 0.300) then response: 169.406
14,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial > 0.500) and (common > 0.700) and (negative <= 0.700) then response: 164.897
15,If (common <= 0.900) and (conceptually dense > 0.700) and (socially controversial > 0.500) and (common > 0.700) and (negative > 0.700) then response: 160.339
16,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.500) and (conceptually dense <= 0.500) and (subject to time variability <= 0.500) then response: 2139.200
17,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.500) and (conceptually dense <= 0.500) and (subject to time variability > 0.500) then response: 2298.000
18,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.500) and (conceptually dense > 0.500) then response: 1510.000
19,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.500) and (technically complicated <= 0.700) and (positive <= 0.300) then response: 2625.000
20,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.500) and (technically complicated <= 0.700) and (positive > 0.300) then response: 2399.110
21,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.500) and (technically complicated > 0.700) and (neutral <= 0.500) then response: 2376.000
22,If (common > 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.500) and (technically complicated > 0.700) and (neutral > 0.500) then response: 2739.333
23,If (common > 0.900) and (socially controversial > 0.700) and (subject to time variability <= 0.900) and (negative <= 0.500) and (subject to time variability <= 0.700) then response: 2371.000
24,If (common > 0.900) and (socially controversial > 0.700) and (subject to time variability <= 0.900) and (negative <= 0.500) and (subject to time variability > 0.700) then response: 2643.750
25,If (common > 0.900) and (socially controversial > 0.700) and (subject to time variability <= 0.900) and (negative > 0.500) and (conceptually dense <= 0.700) then response: 2428.545
26,If (common > 0.900) and (socially controversial > 0.700) and (subject to time variability <= 0.900) and (negative > 0.500) and (conceptually dense > 0.700) then response: 2565.595
27,If (common > 0.900) and (socially controversial > 0.700) and (subject to time variability > 0.900) and (interdisciplinary <= 0.900) then response: 3027.500
28,If (common > 0.900) and (socially controversial > 0.700) and (subject to time variability > 0.900) and (interdisciplinary > 0.900) then response: 2422.000
