,rule
0,If (negative <= 0.500) and (positive <= 0.700) and (neutral <= 0.700) and (technically complicated <= 0.700) and (common <= 0.700) then response: 3.000
1,If (negative <= 0.500) and (positive <= 0.700) and (neutral <= 0.700) and (technically complicated <= 0.700) and (common > 0.700) then response: 2.000
2,If (negative <= 0.500) and (positive <= 0.700) and (neutral <= 0.700) and (technically complicated > 0.700) and (unambiguous <= 0.700) then response: 3.000
3,If (negative <= 0.500) and (positive <= 0.700) and (neutral <= 0.700) and (technically complicated > 0.700) and (unambiguous > 0.700) then response: 4.000
4,If (negative <= 0.500) and (positive <= 0.700) and (neutral > 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.500) then response: 2.000
5,If (negative <= 0.500) and (positive <= 0.700) and (neutral > 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.500) then response: 2.238
6,If (negative <= 0.500) and (positive <= 0.700) and (neutral > 0.700) and (socially controversial > 0.500) and (technically complicated <= 0.700) then response: 2.800
7,If (negative <= 0.500) and (positive <= 0.700) and (neutral > 0.700) and (socially controversial > 0.500) and (technically complicated > 0.700) then response: 2.442
8,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) and (socially controversial <= 0.300) then response: 3.000
9,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) and (socially controversial > 0.300) then response: 2.370
10,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) and (subject to geographical variability <= 0.700) then response: 2.792
11,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) and (subject to geographical variability > 0.700) then response: 3.128
12,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary > 0.700) and (socially controversial <= 0.700) and (common <= 0.500) then response: 2.500
13,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary > 0.700) and (socially controversial <= 0.700) and (common > 0.500) then response: 3.704
14,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary > 0.700) and (socially controversial > 0.700) and (common <= 0.700) then response: 3.016
15,If (negative <= 0.500) and (positive > 0.700) and (interdisciplinary > 0.700) and (socially controversial > 0.700) and (common > 0.700) then response: 3.452
16,If (negative > 0.500) and (positive <= 0.700) and (common <= 0.700) and (interdisciplinary <= 0.700) and (conceptually dense <= 0.700) then response: 3.500
17,If (negative > 0.500) and (positive <= 0.700) and (common <= 0.700) and (interdisciplinary <= 0.700) and (conceptually dense > 0.700) then response: 1.929
18,If (negative > 0.500) and (positive <= 0.700) and (common <= 0.700) and (interdisciplinary > 0.700) and (technically complicated <= 0.500) then response: 2.000
19,If (negative > 0.500) and (positive <= 0.700) and (common <= 0.700) and (interdisciplinary > 0.700) and (technically complicated > 0.500) then response: 2.776
20,If (negative > 0.500) and (positive <= 0.700) and (common > 0.700) and (conceptually dense <= 0.700) and (socially controversial <= 0.700) then response: 3.500
21,If (negative > 0.500) and (positive <= 0.700) and (common > 0.700) and (conceptually dense <= 0.700) and (socially controversial > 0.700) then response: 2.000
22,If (negative > 0.500) and (positive <= 0.700) and (common > 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) then response: 2.250
23,If (negative > 0.500) and (positive <= 0.700) and (common > 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) then response: 2.555
24,If (negative > 0.500) and (positive > 0.700) and (common <= 0.700) and (unambiguous <= 0.700) and (technically complicated <= 0.500) then response: 3.667
25,If (negative > 0.500) and (positive > 0.700) and (common <= 0.700) and (unambiguous <= 0.700) and (technically complicated > 0.500) then response: 2.697
26,If (negative > 0.500) and (positive > 0.700) and (common <= 0.700) and (unambiguous > 0.700) and (neutral <= 0.700) then response: 1.815
27,If (negative > 0.500) and (positive > 0.700) and (common <= 0.700) and (unambiguous > 0.700) and (neutral > 0.700) then response: 2.426
28,If (negative > 0.500) and (positive > 0.700) and (common > 0.700) and (negative <= 0.700) and (neutral <= 0.700) then response: 3.250
29,If (negative > 0.500) and (positive > 0.700) and (common > 0.700) and (negative <= 0.700) and (neutral > 0.700) then response: 3.000
30,If (negative > 0.500) and (positive > 0.700) and (common > 0.700) and (negative > 0.700) then response: 2.000
