,rule
0,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.700) and (common <= 0.900) and (interdisciplinary <= 0.900) then response: -0.187
1,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.700) and (common <= 0.900) and (interdisciplinary > 0.900) then response: -0.324
2,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.700) and (common > 0.900) and (negative <= 0.700) then response: -0.597
3,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.700) and (common > 0.900) and (negative > 0.700) then response: -0.034
4,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.700) and (common <= 0.900) and (interdisciplinary <= 0.900) then response: -0.293
5,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.700) and (common <= 0.900) and (interdisciplinary > 0.900) then response: -0.383
6,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.700) and (common > 0.900) and (neutral <= 0.500) then response: -0.687
7,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.700) and (common > 0.900) and (neutral > 0.500) then response: -0.196
8,If (positive <= 0.700) and (positive > 0.500) and (unambiguous <= 0.700) and (interdisciplinary <= 0.900) and (technically complicated <= 0.700) then response: -0.071
9,If (positive <= 0.700) and (positive > 0.500) and (unambiguous <= 0.700) and (interdisciplinary <= 0.900) and (technically complicated > 0.700) then response: -0.042
10,If (positive <= 0.700) and (positive > 0.500) and (unambiguous <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.700) then response: -0.565
11,If (positive <= 0.700) and (positive > 0.500) and (unambiguous <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.700) then response: -0.086
12,If (positive <= 0.700) and (positive > 0.500) and (unambiguous > 0.700) and (common <= 0.900) and (negative <= 0.700) then response: -0.076
13,If (positive <= 0.700) and (positive > 0.500) and (unambiguous > 0.700) and (common <= 0.900) and (negative > 0.700) then response: -0.170
14,If (positive <= 0.700) and (positive > 0.500) and (unambiguous > 0.700) and (common > 0.900) and (subject to geographical variability <= 0.900) then response: -0.069
15,If (positive <= 0.700) and (positive > 0.500) and (unambiguous > 0.700) and (common > 0.900) and (subject to geographical variability > 0.900) then response: 0.287
16,If (positive > 0.700) and (positive <= 0.900) and (negative <= 0.500) and (neutral <= 0.700) and (subject to time variability <= 0.700) then response: -0.494
17,If (positive > 0.700) and (positive <= 0.900) and (negative <= 0.500) and (neutral <= 0.700) and (subject to time variability > 0.700) then response: 0.118
18,If (positive > 0.700) and (positive <= 0.900) and (negative <= 0.500) and (neutral > 0.700) and (socially controversial <= 0.300) then response: 0.440
19,If (positive > 0.700) and (positive <= 0.900) and (negative <= 0.500) and (neutral > 0.700) and (socially controversial > 0.300) then response: 0.070
20,If (positive > 0.700) and (positive <= 0.900) and (negative > 0.500) and (unambiguous <= 0.700) and (subject to time variability <= 0.700) then response: -0.163
21,If (positive > 0.700) and (positive <= 0.900) and (negative > 0.500) and (unambiguous <= 0.700) and (subject to time variability > 0.700) then response: 0.028
22,If (positive > 0.700) and (positive <= 0.900) and (negative > 0.500) and (unambiguous > 0.700) and (negative <= 0.700) then response: 0.050
23,If (positive > 0.700) and (positive <= 0.900) and (negative > 0.500) and (unambiguous > 0.700) and (negative > 0.700) then response: -0.011
24,If (positive > 0.700) and (positive > 0.900) and (subject to geographical variability <= 0.900) and (socially controversial <= 0.700) and (socially controversial <= 0.500) then response: 0.319
25,If (positive > 0.700) and (positive > 0.900) and (subject to geographical variability <= 0.900) and (socially controversial <= 0.700) and (socially controversial > 0.500) then response: 0.166
26,If (positive > 0.700) and (positive > 0.900) and (subject to geographical variability <= 0.900) and (socially controversial > 0.700) then response: 0.748
27,If (positive > 0.700) and (positive > 0.900) and (subject to geographical variability > 0.900) then response: 0.000
