,rule
0,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability <= 0.700) and (subject to time variability <= 0.700) and (technically complicated <= 0.500) then response: 11.939
1,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability <= 0.700) and (subject to time variability <= 0.700) and (technically complicated > 0.500) then response: 14.770
2,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability <= 0.700) and (subject to time variability > 0.700) and (positive <= 0.900) then response: 13.239
3,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability <= 0.700) and (subject to time variability > 0.700) and (positive > 0.900) then response: 16.680
4,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability > 0.700) and (socially controversial <= 0.300) and (negative <= 0.300) then response: 12.673
5,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability > 0.700) and (socially controversial <= 0.300) and (negative > 0.300) then response: 14.373
6,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability > 0.700) and (socially controversial > 0.300) and (common <= 0.900) then response: 13.780
7,If (socially controversial <= 0.500) and (conceptually dense <= 0.700) and (subject to geographical variability > 0.700) and (socially controversial > 0.300) and (common > 0.900) then response: 12.300
8,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) then response: 13.131
9,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) then response: 13.956
10,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability <= 0.700) then response: 13.866
11,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability > 0.700) then response: 14.925
12,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (common <= 0.700) and (neutral <= 0.900) then response: 16.316
13,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (common <= 0.700) and (neutral > 0.900) then response: 13.870
14,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (common > 0.700) and (positive <= 0.700) then response: 16.531
15,If (socially controversial <= 0.500) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (common > 0.700) and (positive > 0.700) then response: 15.329
16,If (socially controversial > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.700) and (interdisciplinary <= 0.700) and (technically complicated <= 0.500) then response: 12.198
17,If (socially controversial > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.700) and (interdisciplinary <= 0.700) and (technically complicated > 0.500) then response: 13.788
18,If (socially controversial > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.700) and (interdisciplinary > 0.700) and (negative <= 0.500) then response: 14.850
19,If (socially controversial > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.700) and (interdisciplinary > 0.700) and (negative > 0.500) then response: 11.670
20,If (socially controversial > 0.500) and (conceptually dense <= 0.700) and (socially controversial > 0.700) and (unambiguous <= 0.700) then response: 16.380
21,If (socially controversial > 0.500) and (conceptually dense <= 0.700) and (socially controversial > 0.700) and (unambiguous > 0.700) then response: 15.740
22,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common <= 0.700) and (positive <= 0.700) and (technically complicated <= 0.700) then response: 16.348
23,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common <= 0.700) and (positive <= 0.700) and (technically complicated > 0.700) then response: 16.950
24,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common <= 0.700) and (positive > 0.700) and (technically complicated <= 0.500) then response: 15.628
25,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common <= 0.700) and (positive > 0.700) and (technically complicated > 0.500) then response: 17.211
26,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common > 0.700) and (socially controversial <= 0.700) and (technically complicated <= 0.700) then response: 15.945
27,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common > 0.700) and (socially controversial <= 0.700) and (technically complicated > 0.700) then response: 16.753
28,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common > 0.700) and (socially controversial > 0.700) and (positive <= 0.500) then response: 16.425
29,If (socially controversial > 0.500) and (conceptually dense > 0.700) and (common > 0.700) and (socially controversial > 0.700) and (positive > 0.500) then response: 16.897
