,rule
0,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (neutral <= 0.700) and (positive <= 0.500) and (neutral <= 0.500) then response: 3.435
1,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (neutral <= 0.700) and (positive <= 0.500) and (neutral > 0.500) then response: 2.804
2,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (neutral <= 0.700) and (positive > 0.500) and (negative <= 0.700) then response: 2.417
3,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (neutral <= 0.700) and (positive > 0.500) and (negative > 0.700) then response: 2.658
4,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (neutral > 0.700) and (interdisciplinary <= 0.700) then response: 4.000
5,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (neutral > 0.700) and (interdisciplinary > 0.700) and (technically complicated <= 0.500) then response: 1.500
6,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (neutral > 0.700) and (interdisciplinary > 0.700) and (technically complicated > 0.500) then response: 2.043
7,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.700) and (neutral <= 0.700) and (unambiguous <= 0.700) then response: 3.000
8,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.700) and (neutral <= 0.700) and (unambiguous > 0.700) then response: 3.500
9,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial <= 0.700) and (neutral > 0.700) then response: 4.000
10,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.700) and (negative <= 0.700) and (subject to time variability <= 0.900) then response: 3.889
11,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.700) and (negative <= 0.700) and (subject to time variability > 0.900) then response: 3.286
12,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.700) and (negative > 0.700) and (neutral <= 0.700) then response: 3.944
13,If (positive <= 0.700) and (interdisciplinary > 0.900) and (socially controversial > 0.700) and (negative > 0.700) and (neutral > 0.700) then response: 3.765
14,If (positive > 0.700) and (technically complicated <= 0.500) and (socially controversial <= 0.500) and (conceptually dense <= 0.500) then response: 4.000
15,If (positive > 0.700) and (technically complicated <= 0.500) and (socially controversial <= 0.500) and (conceptually dense > 0.500) and (positive <= 0.900) then response: 3.978
16,If (positive > 0.700) and (technically complicated <= 0.500) and (socially controversial <= 0.500) and (conceptually dense > 0.500) and (positive > 0.900) then response: 4.000
17,If (positive > 0.700) and (technically complicated <= 0.500) and (socially controversial > 0.500) then response: 4.000
18,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary <= 0.900) and (common <= 0.900) and (technically complicated <= 0.700) then response: 4.000
19,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary <= 0.900) and (common <= 0.900) and (technically complicated > 0.700) then response: 4.000
20,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary <= 0.900) and (common > 0.900) and (unambiguous <= 0.700) then response: 3.992
21,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary <= 0.900) and (common > 0.900) and (unambiguous > 0.700) then response: 4.000
22,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary > 0.900) and (subject to time variability <= 0.900) and (common <= 0.900) then response: 4.000
23,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary > 0.900) and (subject to time variability <= 0.900) and (common > 0.900) then response: 4.037
24,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary > 0.900) and (subject to time variability > 0.900) and (negative <= 0.700) then response: 4.000
25,If (positive > 0.700) and (technically complicated > 0.500) and (interdisciplinary > 0.900) and (subject to time variability > 0.900) and (negative > 0.700) then response: 4.143
