,rule
0,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous <= 0.700) and (interdisciplinary <= 0.500) and (subject to time variability <= 0.500) then response: 14.084
1,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous <= 0.700) and (interdisciplinary <= 0.500) and (subject to time variability > 0.500) then response: 16.159
2,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous <= 0.700) and (interdisciplinary > 0.500) and (common <= 0.900) then response: 17.041
3,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous <= 0.700) and (interdisciplinary > 0.500) and (common > 0.900) then response: 14.692
4,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous > 0.700) and (technically complicated <= 0.500) and (interdisciplinary <= 0.500) then response: 14.932
5,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous > 0.700) and (technically complicated <= 0.500) and (interdisciplinary > 0.500) then response: 15.795
6,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous > 0.700) and (technically complicated > 0.500) and (positive <= 0.700) then response: 19.830
7,If (conceptually dense <= 0.700) and (conceptually dense <= 0.500) and (unambiguous > 0.700) and (technically complicated > 0.500) and (positive > 0.700) then response: 11.190
8,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common <= 0.900) and (subject to geographical variability <= 0.700) and (positive <= 0.300) then response: 11.360
9,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common <= 0.900) and (subject to geographical variability <= 0.700) and (positive > 0.300) then response: 17.169
10,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common <= 0.900) and (subject to geographical variability > 0.700) and (common <= 0.700) then response: 18.516
11,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common <= 0.900) and (subject to geographical variability > 0.700) and (common > 0.700) then response: 17.953
12,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common > 0.900) and (socially controversial <= 0.700) and (negative <= 0.900) then response: 15.206
13,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common > 0.900) and (socially controversial <= 0.700) and (negative > 0.900) then response: 13.485
14,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common > 0.900) and (socially controversial > 0.700) and (neutral <= 0.500) then response: 15.327
15,If (conceptually dense <= 0.700) and (conceptually dense > 0.500) and (common > 0.900) and (socially controversial > 0.700) and (neutral > 0.500) then response: 16.911
16,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (common <= 0.900) and (technically complicated <= 0.900) then response: 19.342
17,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (common <= 0.900) and (technically complicated > 0.900) then response: 25.635
18,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (common > 0.900) and (subject to geographical variability <= 0.900) then response: 15.674
19,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (common > 0.900) and (subject to geographical variability > 0.900) then response: 16.722
20,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (technically complicated <= 0.700) and (common <= 0.900) then response: 18.683
21,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (technically complicated <= 0.700) and (common > 0.900) then response: 15.925
22,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.700) then response: 16.437
23,If (conceptually dense > 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (technically complicated > 0.700) and (socially controversial > 0.700) then response: 18.291
24,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous <= 0.500) and (common <= 0.900) and (technically complicated <= 0.700) then response: 20.511
25,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous <= 0.500) and (common <= 0.900) and (technically complicated > 0.700) then response: 19.739
26,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous <= 0.500) and (common > 0.900) and (technically complicated <= 0.500) then response: 13.610
27,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous <= 0.500) and (common > 0.900) and (technically complicated > 0.500) then response: 16.537
28,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous > 0.500) and (positive <= 0.700) and (subject to geographical variability <= 0.900) then response: 19.087
29,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous > 0.500) and (positive <= 0.700) and (subject to geographical variability > 0.900) then response: 17.306
30,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous > 0.500) and (positive > 0.700) and (common <= 0.900) then response: 19.944
31,If (conceptually dense > 0.700) and (positive > 0.500) and (unambiguous > 0.500) and (positive > 0.700) and (common > 0.900) then response: 15.776
