,rule
0,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) then response: 0.113
1,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.900) and (unambiguous <= 0.700) and (conceptually dense > 0.700) then response: 0.038
2,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.900) and (unambiguous > 0.700) and (interdisciplinary <= 0.700) then response: 0.600
3,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.900) and (unambiguous > 0.700) and (interdisciplinary > 0.700) then response: 0.016
4,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common > 0.900) and (positive <= 0.500) and (neutral <= 0.700) then response: 0.052
5,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common > 0.900) and (positive <= 0.500) and (neutral > 0.700) then response: 0.074
6,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common > 0.900) and (positive > 0.500) and (socially controversial <= 0.700) then response: 0.055
7,If (positive <= 0.700) and (subject to geographical variability <= 0.900) and (common > 0.900) and (positive > 0.500) and (socially controversial > 0.700) then response: 0.088
8,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous <= 0.700) and (positive <= 0.300) and (technically complicated <= 0.700) then response: -0.158
9,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous <= 0.700) and (positive <= 0.300) and (technically complicated > 0.700) then response: 0.015
10,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous <= 0.700) and (positive > 0.300) and (neutral <= 0.500) then response: 0.188
11,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous <= 0.700) and (positive > 0.300) and (neutral > 0.500) then response: 0.076
12,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous > 0.700) and (common <= 0.900) and (positive <= 0.300) then response: 0.167
13,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous > 0.700) and (common <= 0.900) and (positive > 0.300) then response: 0.015
14,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous > 0.700) and (common > 0.900) and (interdisciplinary <= 0.900) then response: 0.107
15,If (positive <= 0.700) and (subject to geographical variability > 0.900) and (unambiguous > 0.700) and (common > 0.900) and (interdisciplinary > 0.900) then response: 0.072
16,If (positive > 0.700) and (technically complicated <= 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (interdisciplinary <= 0.500) then response: 0.500
17,If (positive > 0.700) and (technically complicated <= 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (interdisciplinary > 0.500) then response: 0.062
18,If (positive > 0.700) and (technically complicated <= 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (negative <= 0.500) then response: 0.139
19,If (positive > 0.700) and (technically complicated <= 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (negative > 0.500) then response: 0.093
20,If (positive > 0.700) and (technically complicated <= 0.700) and (common > 0.900) and (technically complicated <= 0.500) and (unambiguous <= 0.700) then response: 0.097
21,If (positive > 0.700) and (technically complicated <= 0.700) and (common > 0.900) and (technically complicated <= 0.500) and (unambiguous > 0.700) then response: 0.134
22,If (positive > 0.700) and (technically complicated <= 0.700) and (common > 0.900) and (technically complicated > 0.500) and (socially controversial <= 0.700) then response: 0.114
23,If (positive > 0.700) and (technically complicated <= 0.700) and (common > 0.900) and (technically complicated > 0.500) and (socially controversial > 0.700) then response: 0.126
24,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.900) and (negative <= 0.700) then response: 0.079
25,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.900) and (negative > 0.700) then response: 0.054
26,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (subject to geographical variability > 0.900) and (common <= 0.700) then response: 0.178
27,If (positive > 0.700) and (technically complicated > 0.700) and (neutral <= 0.700) and (subject to geographical variability > 0.900) and (common > 0.700) then response: 0.102
28,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) then response: 0.029
29,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (common <= 0.900) and (socially controversial > 0.700) then response: 0.046
30,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (common > 0.900) and (socially controversial <= 0.500) then response: 0.060
31,If (positive > 0.700) and (technically complicated > 0.700) and (neutral > 0.700) and (common > 0.900) and (socially controversial > 0.500) then response: 0.106
