,rule
0,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.700) then response: 3.600
1,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability <= 0.700) and (positive <= 0.500) and (unambiguous > 0.700) then response: 3.900
2,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability <= 0.700) and (positive > 0.500) and (socially controversial <= 0.500) then response: 3.879
3,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability <= 0.700) and (positive > 0.500) and (socially controversial > 0.500) then response: 3.735
4,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability > 0.700) and (interdisciplinary <= 0.700) and (unambiguous <= 0.500) then response: 3.934
5,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability > 0.700) and (interdisciplinary <= 0.700) and (unambiguous > 0.500) then response: 3.887
6,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability > 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability <= 0.900) then response: 3.873
7,If (common <= 0.900) and (neutral <= 0.700) and (subject to geographical variability > 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability > 0.900) then response: 3.815
8,If (common <= 0.900) and (neutral > 0.700) and (positive <= 0.900) and (subject to geographical variability <= 0.700) and (technically complicated <= 0.700) then response: 3.753
9,If (common <= 0.900) and (neutral > 0.700) and (positive <= 0.900) and (subject to geographical variability <= 0.700) and (technically complicated > 0.700) then response: 3.624
10,If (common <= 0.900) and (neutral > 0.700) and (positive <= 0.900) and (subject to geographical variability > 0.700) and (technically complicated <= 0.900) then response: 3.801
11,If (common <= 0.900) and (neutral > 0.700) and (positive <= 0.900) and (subject to geographical variability > 0.700) and (technically complicated > 0.900) then response: 2.000
12,If (common <= 0.900) and (neutral > 0.700) and (positive > 0.900) and (conceptually dense <= 0.500) and (common <= 0.700) then response: 3.842
13,If (common <= 0.900) and (neutral > 0.700) and (positive > 0.900) and (conceptually dense <= 0.500) and (common > 0.700) then response: 3.944
14,If (common <= 0.900) and (neutral > 0.700) and (positive > 0.900) and (conceptually dense > 0.500) and (subject to time variability <= 0.500) then response: 3.763
15,If (common <= 0.900) and (neutral > 0.700) and (positive > 0.900) and (conceptually dense > 0.500) and (subject to time variability > 0.500) then response: 3.878
16,If (common > 0.900) and (positive <= 0.500) and (socially controversial <= 0.700) and (socially controversial <= 0.500) then response: 2.000
17,If (common > 0.900) and (positive <= 0.500) and (socially controversial <= 0.700) and (socially controversial > 0.500) and (negative <= 0.900) then response: 2.200
18,If (common > 0.900) and (positive <= 0.500) and (socially controversial <= 0.700) and (socially controversial > 0.500) and (negative > 0.900) then response: 3.000
19,If (common > 0.900) and (positive <= 0.500) and (socially controversial > 0.700) and (interdisciplinary <= 0.700) then response: 3.000
20,If (common > 0.900) and (positive <= 0.500) and (socially controversial > 0.700) and (interdisciplinary > 0.700) and (subject to time variability <= 0.700) then response: 2.000
21,If (common > 0.900) and (positive <= 0.500) and (socially controversial > 0.700) and (interdisciplinary > 0.700) and (subject to time variability > 0.700) then response: 2.556
22,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (neutral <= 0.700) and (subject to time variability <= 0.700) then response: 3.133
23,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (neutral <= 0.700) and (subject to time variability > 0.700) then response: 4.000
24,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (neutral > 0.700) and (technically complicated <= 0.500) then response: 2.857
25,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (neutral > 0.700) and (technically complicated > 0.500) then response: 2.333
26,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability > 0.700) and (unambiguous <= 0.500) and (socially controversial <= 0.900) then response: 3.000
27,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability > 0.700) and (unambiguous <= 0.500) and (socially controversial > 0.900) then response: 2.667
28,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability > 0.700) and (unambiguous > 0.500) and (positive <= 0.700) then response: 2.556
29,If (common > 0.900) and (positive > 0.500) and (subject to geographical variability > 0.700) and (unambiguous > 0.500) and (positive > 0.700) then response: 2.782
