,rule
0,If (neutral <= 0.700) and (positive <= 0.500) and (common <= 0.900) and (socially controversial <= 0.700) and (unambiguous <= 0.700) then response: 2.000
1,If (neutral <= 0.700) and (positive <= 0.500) and (common <= 0.900) and (socially controversial <= 0.700) and (unambiguous > 0.700) then response: 2.750
2,If (neutral <= 0.700) and (positive <= 0.500) and (common <= 0.900) and (socially controversial > 0.700) and (neutral <= 0.500) then response: 3.100
3,If (neutral <= 0.700) and (positive <= 0.500) and (common <= 0.900) and (socially controversial > 0.700) and (neutral > 0.500) then response: 2.893
4,If (neutral <= 0.700) and (positive <= 0.500) and (common > 0.900) and (unambiguous <= 0.700) and (socially controversial <= 0.900) then response: 2.250
5,If (neutral <= 0.700) and (positive <= 0.500) and (common > 0.900) and (unambiguous <= 0.700) and (socially controversial > 0.900) then response: 2.556
6,If (neutral <= 0.700) and (positive <= 0.500) and (common > 0.900) and (unambiguous > 0.700) and (conceptually dense <= 0.700) then response: 2.000
7,If (neutral <= 0.700) and (positive <= 0.500) and (common > 0.900) and (unambiguous > 0.700) and (conceptually dense > 0.700) then response: 2.796
8,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.900) and (negative <= 0.700) and (negative <= 0.500) then response: 2.819
9,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.900) and (negative <= 0.700) and (negative > 0.500) then response: 2.689
10,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.900) and (negative > 0.700) and (technically complicated <= 0.700) then response: 2.794
11,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.900) and (negative > 0.700) and (technically complicated > 0.700) then response: 2.732
12,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability > 0.900) and (positive <= 0.700) and (negative <= 0.700) then response: 2.452
13,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability > 0.900) and (positive <= 0.700) and (negative > 0.700) then response: 2.734
14,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability > 0.900) and (positive > 0.700) and (interdisciplinary <= 0.900) then response: 2.561
15,If (neutral <= 0.700) and (positive > 0.500) and (subject to geographical variability > 0.900) and (positive > 0.700) and (interdisciplinary > 0.900) then response: 2.756
16,If (neutral > 0.700) and (common <= 0.900) and (technically complicated <= 0.700) and (positive <= 0.700) and (technically complicated <= 0.500) then response: 2.000
17,If (neutral > 0.700) and (common <= 0.900) and (technically complicated <= 0.700) and (positive <= 0.700) and (technically complicated > 0.500) then response: 2.758
18,If (neutral > 0.700) and (common <= 0.900) and (technically complicated <= 0.700) and (positive > 0.700) and (subject to geographical variability <= 0.900) then response: 2.539
19,If (neutral > 0.700) and (common <= 0.900) and (technically complicated <= 0.700) and (positive > 0.700) and (subject to geographical variability > 0.900) then response: 2.333
20,If (neutral > 0.700) and (common <= 0.900) and (technically complicated > 0.700) and (socially controversial <= 0.700) and (socially controversial <= 0.500) then response: 2.233
21,If (neutral > 0.700) and (common <= 0.900) and (technically complicated > 0.700) and (socially controversial <= 0.700) and (socially controversial > 0.500) then response: 2.427
22,If (neutral > 0.700) and (common <= 0.900) and (technically complicated > 0.700) and (socially controversial > 0.700) and (positive <= 0.700) then response: 2.365
23,If (neutral > 0.700) and (common <= 0.900) and (technically complicated > 0.700) and (socially controversial > 0.700) and (positive > 0.700) then response: 2.544
24,If (neutral > 0.700) and (common > 0.900) and (unambiguous <= 0.700) and (positive <= 0.700) and (negative <= 0.700) then response: 3.000
25,If (neutral > 0.700) and (common > 0.900) and (unambiguous <= 0.700) and (positive <= 0.700) and (negative > 0.700) then response: 2.500
26,If (neutral > 0.700) and (common > 0.900) and (unambiguous <= 0.700) and (positive > 0.700) and (socially controversial <= 0.700) then response: 2.619
27,If (neutral > 0.700) and (common > 0.900) and (unambiguous <= 0.700) and (positive > 0.700) and (socially controversial > 0.700) then response: 2.762
28,If (neutral > 0.700) and (common > 0.900) and (unambiguous > 0.700) and (positive <= 0.700) and (technically complicated <= 0.500) then response: 2.000
29,If (neutral > 0.700) and (common > 0.900) and (unambiguous > 0.700) and (positive <= 0.700) and (technically complicated > 0.500) then response: 2.733
30,If (neutral > 0.700) and (common > 0.900) and (unambiguous > 0.700) and (positive > 0.700) and (subject to time variability <= 0.700) then response: 3.000
31,If (neutral > 0.700) and (common > 0.900) and (unambiguous > 0.700) and (positive > 0.700) and (subject to time variability > 0.700) then response: 2.863
