,rule
0,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous <= 0.500) and (technically complicated <= 0.700) and (socially controversial <= 0.900) then response: 1.000
1,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous <= 0.500) and (technically complicated <= 0.700) and (socially controversial > 0.900) then response: 1.028
2,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous <= 0.500) and (technically complicated > 0.700) and (common <= 0.700) then response: 1.069
3,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous <= 0.500) and (technically complicated > 0.700) and (common > 0.700) then response: 1.027
4,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous > 0.500) and (unambiguous <= 0.700) and (subject to geographical variability <= 0.700) then response: 1.047
5,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous > 0.500) and (unambiguous <= 0.700) and (subject to geographical variability > 0.700) then response: 1.009
6,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous > 0.500) and (unambiguous > 0.700) and (subject to geographical variability <= 0.700) then response: 1.012
7,If (common <= 0.900) and (conceptually dense <= 0.900) and (unambiguous > 0.500) and (unambiguous > 0.700) and (subject to geographical variability > 0.700) then response: 1.003
8,If (common <= 0.900) and (conceptually dense > 0.900) and (common <= 0.700) and (unambiguous <= 0.500) and (common <= 0.500) then response: 1.400
9,If (common <= 0.900) and (conceptually dense > 0.900) and (common <= 0.700) and (unambiguous <= 0.500) and (common > 0.500) then response: 1.136
10,If (common <= 0.900) and (conceptually dense > 0.900) and (common <= 0.700) and (unambiguous > 0.500) and (positive <= 0.500) then response: 1.214
11,If (common <= 0.900) and (conceptually dense > 0.900) and (common <= 0.700) and (unambiguous > 0.500) and (positive > 0.500) then response: 1.085
12,If (common <= 0.900) and (conceptually dense > 0.900) and (common > 0.700) and (socially controversial <= 0.900) then response: 1.000
13,If (common <= 0.900) and (conceptually dense > 0.900) and (common > 0.700) and (socially controversial > 0.900) and (positive <= 0.500) then response: 1.105
14,If (common <= 0.900) and (conceptually dense > 0.900) and (common > 0.700) and (socially controversial > 0.900) and (positive > 0.500) then response: 1.000
15,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense <= 0.500) and (socially controversial <= 0.300) and (subject to time variability <= 0.500) then response: 2.667
16,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense <= 0.500) and (socially controversial <= 0.300) and (subject to time variability > 0.500) then response: 3.500
17,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense <= 0.500) and (socially controversial > 0.300) and (subject to geographical variability <= 0.700) then response: 2.727
18,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense <= 0.500) and (socially controversial > 0.300) and (subject to geographical variability > 0.700) then response: 2.381
19,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense > 0.500) and (unambiguous <= 0.700) and (subject to time variability <= 0.700) then response: 4.000
20,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense > 0.500) and (unambiguous <= 0.700) and (subject to time variability > 0.700) then response: 2.868
21,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense > 0.500) and (unambiguous > 0.700) and (socially controversial <= 0.500) then response: 3.080
22,If (common > 0.900) and (technically complicated <= 0.700) and (conceptually dense > 0.500) and (unambiguous > 0.700) and (socially controversial > 0.500) then response: 3.556
23,If (common > 0.900) and (technically complicated > 0.700) and (subject to geographical variability <= 0.700) then response: 2.000
24,If (common > 0.900) and (technically complicated > 0.700) and (subject to geographical variability > 0.700) and (positive <= 0.700) and (conceptually dense <= 0.900) then response: 3.759
25,If (common > 0.900) and (technically complicated > 0.700) and (subject to geographical variability > 0.700) and (positive <= 0.700) and (conceptually dense > 0.900) then response: 2.000
26,If (common > 0.900) and (technically complicated > 0.700) and (subject to geographical variability > 0.700) and (positive > 0.700) and (socially controversial <= 0.900) then response: 3.526
27,If (common > 0.900) and (technically complicated > 0.700) and (subject to geographical variability > 0.700) and (positive > 0.700) and (socially controversial > 0.900) then response: 2.400
