,rule
0,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (unambiguous <= 0.500) and (common <= 0.500) then response: 3.538
1,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (unambiguous <= 0.500) and (common > 0.500) then response: 2.933
2,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (unambiguous > 0.500) and (negative <= 0.700) then response: 1.893
3,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (unambiguous > 0.500) and (negative > 0.700) then response: 3.000
4,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (socially controversial <= 0.300) and (positive <= 0.500) then response: 2.500
5,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (socially controversial <= 0.300) and (positive > 0.500) then response: 3.714
6,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (socially controversial > 0.300) and (subject to geographical variability <= 0.700) then response: 3.643
7,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (socially controversial > 0.300) and (subject to geographical variability > 0.700) then response: 3.883
8,If (positive <= 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (unambiguous <= 0.500) and (common <= 0.500) then response: 2.979
9,If (positive <= 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (unambiguous <= 0.500) and (common > 0.500) then response: 2.472
10,If (positive <= 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (unambiguous > 0.500) and (neutral <= 0.500) then response: 2.469
11,If (positive <= 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (unambiguous > 0.500) and (neutral > 0.500) then response: 2.051
12,If (positive <= 0.700) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (positive <= 0.500) then response: 4.000
13,If (positive <= 0.700) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (positive > 0.500) and (unambiguous <= 0.500) then response: 4.000
14,If (positive <= 0.700) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (positive > 0.500) and (unambiguous > 0.500) then response: 3.636
15,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (negative <= 0.500) and (negative <= 0.300) then response: 4.000
16,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (negative <= 0.500) and (negative > 0.300) then response: 4.017
17,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (negative > 0.500) and (unambiguous <= 0.500) then response: 4.000
18,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (negative > 0.500) and (unambiguous > 0.500) then response: 4.333
19,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (positive <= 0.900) and (conceptually dense <= 0.500) then response: 4.175
20,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (positive <= 0.900) and (conceptually dense > 0.500) then response: 4.127
21,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (positive > 0.900) and (unambiguous <= 0.700) then response: 4.034
22,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (positive > 0.900) and (unambiguous > 0.700) then response: 4.087
23,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (positive <= 0.900) and (unambiguous <= 0.700) then response: 4.004
24,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (positive <= 0.900) and (unambiguous > 0.700) then response: 4.017
25,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (positive > 0.900) and (technically complicated <= 0.500) then response: 4.000
26,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (positive > 0.900) and (technically complicated > 0.500) then response: 3.952
27,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (negative <= 0.500) and (subject to geographical variability <= 0.700) then response: 4.083
28,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (negative <= 0.500) and (subject to geographical variability > 0.700) then response: 4.200
29,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (negative > 0.500) and (neutral <= 0.700) then response: 4.333
30,If (positive > 0.700) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (negative > 0.500) and (neutral > 0.700) then response: 5.000
