,rule
0,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated <= 0.300) and (socially controversial <= 0.300) then response: 4.000
1,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated <= 0.300) and (socially controversial > 0.300) then response: 3.833
2,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated > 0.300) and (positive <= 0.300) then response: 4.000
3,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated > 0.300) and (positive > 0.300) then response: 3.562
4,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary > 0.700) and (unambiguous <= 0.500) and (common <= 0.600) then response: 3.333
5,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary > 0.700) and (unambiguous <= 0.500) and (common > 0.600) then response: 4.000
6,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary > 0.700) and (unambiguous > 0.500) and (common <= 0.500) then response: 3.854
7,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (interdisciplinary > 0.700) and (unambiguous > 0.500) and (common > 0.500) then response: 3.704
8,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (positive <= 0.300) and (subject to geographical variability <= 0.900) then response: 3.702
9,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (positive <= 0.300) and (subject to geographical variability > 0.900) then response: 3.000
10,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (positive > 0.300) and (conceptually dense <= 0.300) then response: 5.000
11,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (positive > 0.300) and (conceptually dense > 0.300) then response: 3.823
12,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (conceptually dense <= 0.500) and (negative <= 0.500) then response: 4.000
13,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (conceptually dense <= 0.500) and (negative > 0.500) then response: 3.508
14,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (conceptually dense > 0.500) and (socially controversial <= 0.700) then response: 3.708
15,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (conceptually dense > 0.500) and (socially controversial > 0.700) then response: 3.758
16,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial <= 0.700) and (common <= 0.900) and (socially controversial <= 0.500) then response: 3.750
17,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial <= 0.700) and (common <= 0.900) and (socially controversial > 0.500) then response: 3.803
18,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial <= 0.700) and (common > 0.900) and (positive <= 0.600) then response: 2.000
19,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial <= 0.700) and (common > 0.900) and (positive > 0.600) then response: 3.500
20,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial > 0.700) and (unambiguous <= 0.500) and (technically complicated <= 0.500) then response: 3.000
21,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial > 0.700) and (unambiguous <= 0.500) and (technically complicated > 0.500) then response: 3.694
22,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial > 0.700) and (unambiguous > 0.500) and (common <= 0.700) then response: 3.857
23,If (conceptually dense > 0.700) and (conceptually dense <= 0.900) and (socially controversial > 0.700) and (unambiguous > 0.500) and (common > 0.700) then response: 3.826
24,If (conceptually dense > 0.700) and (conceptually dense > 0.900) and (positive <= 0.500) and (technically complicated <= 0.900) and (technically complicated <= 0.500) then response: 3.375
25,If (conceptually dense > 0.700) and (conceptually dense > 0.900) and (positive <= 0.500) and (technically complicated <= 0.900) and (technically complicated > 0.500) then response: 3.909
26,If (conceptually dense > 0.700) and (conceptually dense > 0.900) and (positive <= 0.500) and (technically complicated > 0.900) and (interdisciplinary <= 0.700) then response: 4.000
27,If (conceptually dense > 0.700) and (conceptually dense > 0.900) and (positive <= 0.500) and (technically complicated > 0.900) and (interdisciplinary > 0.700) then response: 3.250
28,If (conceptually dense > 0.700) and (conceptually dense > 0.900) and (positive > 0.500) and (unambiguous <= 0.700) and (negative <= 0.800) then response: 2.000
29,If (conceptually dense > 0.700) and (conceptually dense > 0.900) and (positive > 0.500) and (unambiguous <= 0.700) and (negative > 0.800) then response: 2.909
30,If (conceptually dense > 0.700) and (conceptually dense > 0.900) and (positive > 0.500) and (unambiguous > 0.700) then response: 4.000
