,rule
0,If (positive <= 0.700) and (positive <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated <= 0.900) and (conceptually dense <= 0.700) then response: 0.068
1,If (positive <= 0.700) and (positive <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated <= 0.900) and (conceptually dense > 0.700) then response: -0.129
2,If (positive <= 0.700) and (positive <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated > 0.900) then response: 0.593
3,If (positive <= 0.700) and (positive <= 0.500) and (interdisciplinary > 0.700) and (negative <= 0.900) and (negative <= 0.700) then response: -0.118
4,If (positive <= 0.700) and (positive <= 0.500) and (interdisciplinary > 0.700) and (negative <= 0.900) and (negative > 0.700) then response: -0.213
5,If (positive <= 0.700) and (positive <= 0.500) and (interdisciplinary > 0.700) and (negative > 0.900) and (neutral <= 0.500) then response: -0.172
6,If (positive <= 0.700) and (positive <= 0.500) and (interdisciplinary > 0.700) and (negative > 0.900) and (neutral > 0.500) then response: -0.083
7,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common <= 0.500) and (negative <= 0.500) then response: -0.507
8,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common <= 0.500) and (negative > 0.500) then response: -0.025
9,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common > 0.500) and (technically complicated <= 0.700) then response: 0.076
10,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common > 0.500) and (technically complicated > 0.700) then response: 0.429
11,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (negative <= 0.700) and (socially controversial <= 0.700) then response: -0.066
12,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (negative <= 0.700) and (socially controversial > 0.700) then response: -0.023
13,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (negative > 0.700) and (conceptually dense <= 0.700) then response: -0.036
14,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (negative > 0.700) and (conceptually dense > 0.700) then response: -0.076
15,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary <= 0.700) and (common <= 0.500) and (socially controversial <= 0.300) then response: 0.000
16,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary <= 0.700) and (common <= 0.500) and (socially controversial > 0.300) then response: -0.542
17,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary <= 0.700) and (common > 0.500) and (interdisciplinary <= 0.500) then response: -0.405
18,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary <= 0.700) and (common > 0.500) and (interdisciplinary > 0.500) then response: -0.015
19,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary > 0.700) and (common <= 0.500) and (conceptually dense <= 0.700) then response: -0.147
20,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary > 0.700) and (common <= 0.500) and (conceptually dense > 0.700) then response: -0.063
21,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary > 0.700) and (common > 0.500) and (conceptually dense <= 0.700) then response: -0.281
22,If (positive > 0.700) and (negative <= 0.500) and (interdisciplinary > 0.700) and (common > 0.500) and (conceptually dense > 0.700) then response: -0.240
23,If (positive > 0.700) and (negative > 0.500) and (common <= 0.500) and (interdisciplinary <= 0.700) and (neutral <= 0.400) then response: -0.478
24,If (positive > 0.700) and (negative > 0.500) and (common <= 0.500) and (interdisciplinary <= 0.700) and (neutral > 0.400) then response: -0.266
25,If (positive > 0.700) and (negative > 0.500) and (common <= 0.500) and (interdisciplinary > 0.700) and (socially controversial <= 0.700) then response: -0.110
26,If (positive > 0.700) and (negative > 0.500) and (common <= 0.500) and (interdisciplinary > 0.700) and (socially controversial > 0.700) then response: -0.213
27,If (positive > 0.700) and (negative > 0.500) and (common > 0.500) and (interdisciplinary <= 0.700) and (conceptually dense <= 0.500) then response: -0.078
28,If (positive > 0.700) and (negative > 0.500) and (common > 0.500) and (interdisciplinary <= 0.700) and (conceptually dense > 0.500) then response: -0.268
29,If (positive > 0.700) and (negative > 0.500) and (common > 0.500) and (interdisciplinary > 0.700) and (negative <= 0.700) then response: -0.337
30,If (positive > 0.700) and (negative > 0.500) and (common > 0.500) and (interdisciplinary > 0.700) and (negative > 0.700) then response: -0.386
