,rule
0,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (positive <= 0.300) and (socially controversial <= 0.700) then response: 0.000
1,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (positive <= 0.300) and (socially controversial > 0.700) then response: -0.311
2,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (positive > 0.300) and (interdisciplinary <= 0.700) then response: -0.033
3,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (positive > 0.300) and (interdisciplinary > 0.700) then response: -0.102
4,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (interdisciplinary <= 0.900) and (interdisciplinary <= 0.700) then response: -0.079
5,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (interdisciplinary <= 0.900) and (interdisciplinary > 0.700) then response: -0.242
6,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (interdisciplinary > 0.900) and (neutral <= 0.500) then response: 0.104
7,If (positive <= 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (interdisciplinary > 0.900) and (neutral > 0.500) then response: 0.346
8,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common <= 0.300) and (interdisciplinary <= 0.300) then response: 0.000
9,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common <= 0.300) and (interdisciplinary > 0.300) then response: 0.424
10,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common > 0.300) and (technically complicated <= 0.900) then response: 0.066
11,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary <= 0.700) and (common > 0.300) and (technically complicated > 0.900) then response: 0.463
12,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (subject to geographical variability <= 0.900) then response: -0.008
13,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (interdisciplinary <= 0.900) and (subject to geographical variability > 0.900) then response: 0.019
14,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (common <= 0.700) then response: 0.074
15,If (positive <= 0.700) and (positive > 0.500) and (interdisciplinary > 0.700) and (interdisciplinary > 0.900) and (common > 0.700) then response: 0.247
16,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative <= 0.300) and (subject to time variability <= 0.500) then response: -0.077
17,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative <= 0.300) and (subject to time variability > 0.500) then response: 0.000
18,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative > 0.300) and (socially controversial <= 0.500) then response: -0.170
19,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative > 0.300) and (socially controversial > 0.500) then response: -0.260
20,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary > 0.700) and (subject to time variability <= 0.500) then response: -0.689
21,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary > 0.700) and (subject to time variability > 0.500) and (interdisciplinary <= 0.900) then response: -0.064
22,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary > 0.700) and (subject to time variability > 0.500) and (interdisciplinary > 0.900) then response: -0.279
23,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (unambiguous <= 0.500) and (technically complicated <= 0.500) then response: -0.210
24,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (unambiguous <= 0.500) and (technically complicated > 0.500) then response: -0.136
25,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (unambiguous > 0.500) and (negative <= 0.300) then response: -0.170
26,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (unambiguous > 0.500) and (negative > 0.300) then response: -0.204
27,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (interdisciplinary <= 0.700) and (conceptually dense <= 0.700) then response: -0.211
28,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (interdisciplinary <= 0.700) and (conceptually dense > 0.700) then response: -0.139
29,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (interdisciplinary > 0.700) and (socially controversial <= 0.700) then response: -0.298
30,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (interdisciplinary > 0.700) and (socially controversial > 0.700) then response: -0.235
