,rule
0,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (negative <= 0.500) and (socially controversial <= 0.300) then response: 24.850
1,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (negative <= 0.500) and (socially controversial > 0.300) and (socially controversial <= 0.500) then response: 19.890
2,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (negative <= 0.500) and (socially controversial > 0.300) and (socially controversial > 0.500) then response: 17.750
3,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (negative > 0.500) and (conceptually dense <= 0.700) and (common <= 0.500) then response: 15.505
4,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (negative > 0.500) and (conceptually dense <= 0.700) and (common > 0.500) then response: 11.974
5,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (negative > 0.500) and (conceptually dense > 0.700) and (common <= 0.500) then response: 18.210
6,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (negative > 0.500) and (conceptually dense > 0.700) and (common > 0.500) then response: 14.879
7,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.700) and (negative <= 0.500) and (technically complicated <= 0.700) then response: 16.313
8,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.700) and (negative <= 0.500) and (technically complicated > 0.700) then response: 18.391
9,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.700) and (negative > 0.500) and (negative <= 0.700) then response: 19.424
10,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.700) and (negative > 0.500) and (negative > 0.700) then response: 20.105
11,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.700) and (positive <= 0.500) and (common <= 0.900) then response: 17.794
12,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.700) and (positive <= 0.500) and (common > 0.900) then response: 15.703
13,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.700) and (positive > 0.500) and (subject to time variability <= 0.900) then response: 18.787
14,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.700) and (positive > 0.500) and (subject to time variability > 0.900) then response: 17.133
15,If (positive > 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (socially controversial <= 0.300) and (neutral <= 0.900) then response: 16.047
16,If (positive > 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (socially controversial <= 0.300) and (neutral > 0.900) then response: 19.952
17,If (positive > 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (socially controversial > 0.300) and (technically complicated <= 0.500) then response: 17.879
18,If (positive > 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (socially controversial > 0.300) and (technically complicated > 0.500) then response: 18.791
19,If (positive > 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.300) then response: 26.910
20,If (positive > 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (socially controversial > 0.300) and (common <= 0.700) then response: 21.095
21,If (positive > 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (socially controversial > 0.300) and (common > 0.700) then response: 20.008
22,If (positive > 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (negative <= 0.500) and (common <= 0.500) then response: 18.786
23,If (positive > 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (negative <= 0.500) and (common > 0.500) then response: 21.310
24,If (positive > 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (negative > 0.500) and (common <= 0.500) then response: 18.700
25,If (positive > 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (negative > 0.500) and (common > 0.500) then response: 23.034
26,If (positive > 0.700) and (socially controversial > 0.500) and (common > 0.700) and (negative <= 0.500) and (technically complicated <= 0.700) then response: 19.889
27,If (positive > 0.700) and (socially controversial > 0.500) and (common > 0.700) and (negative <= 0.500) and (technically complicated > 0.700) then response: 20.560
28,If (positive > 0.700) and (socially controversial > 0.500) and (common > 0.700) and (negative > 0.500) and (unambiguous <= 0.700) then response: 22.123
29,If (positive > 0.700) and (socially controversial > 0.500) and (common > 0.700) and (negative > 0.500) and (unambiguous > 0.700) then response: 20.900
