,rule
0,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (interdisciplinary <= 0.700) and (neutral <= 0.700) then response: 14.290
1,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (interdisciplinary <= 0.700) and (neutral > 0.700) then response: 12.539
2,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.700) then response: 14.831
3,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (interdisciplinary > 0.700) and (common > 0.700) then response: 13.924
4,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive <= 0.700) and (common <= 0.700) then response: 14.297
5,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive <= 0.700) and (common > 0.700) then response: 13.257
6,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive > 0.700) and (negative <= 0.800) then response: 15.561
7,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive > 0.700) and (negative > 0.800) then response: 17.000
8,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary <= 0.700) and (technically complicated <= 0.700) and (positive <= 0.700) then response: 14.306
9,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary <= 0.700) and (technically complicated <= 0.700) and (positive > 0.700) then response: 15.057
10,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary <= 0.700) and (technically complicated > 0.700) and (common <= 0.500) then response: 17.321
11,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary <= 0.700) and (technically complicated > 0.700) and (common > 0.500) then response: 15.181
12,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary > 0.700) and (common <= 0.700) and (positive <= 0.500) then response: 15.484
13,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary > 0.700) and (common <= 0.700) and (positive > 0.500) then response: 16.802
14,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary > 0.700) and (common > 0.700) and (conceptually dense <= 0.500) then response: 14.351
15,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (interdisciplinary > 0.700) and (common > 0.700) and (conceptually dense > 0.500) then response: 15.793
16,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive <= 0.300) and (subject to time variability <= 0.900) then response: 17.252
17,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive <= 0.300) and (subject to time variability > 0.900) then response: 12.240
18,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive > 0.300) and (negative <= 0.700) then response: 14.980
19,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive > 0.300) and (negative > 0.700) then response: 14.411
20,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (technically complicated <= 0.500) then response: 15.284
21,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (technically complicated > 0.500) then response: 16.051
22,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (technically complicated > 0.700) and (subject to time variability <= 0.900) then response: 16.865
23,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (technically complicated > 0.700) and (subject to time variability > 0.900) then response: 13.663
24,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated <= 0.700) and (socially controversial <= 0.500) and (socially controversial <= 0.300) then response: 9.690
25,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated <= 0.700) and (socially controversial <= 0.500) and (socially controversial > 0.300) then response: 14.947
26,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated <= 0.700) and (socially controversial > 0.500) and (technically complicated <= 0.500) then response: 16.129
27,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated <= 0.700) and (socially controversial > 0.500) and (technically complicated > 0.500) then response: 16.973
28,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.500) and (positive <= 0.700) then response: 15.512
29,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.500) and (positive > 0.700) then response: 16.583
30,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated > 0.700) and (socially controversial > 0.500) and (common <= 0.700) then response: 17.864
31,If (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated > 0.700) and (socially controversial > 0.500) and (common > 0.700) then response: 17.375
