,rule,type,coef,support,importance
14,socially controversial > 0.7000000178813934 & positive > 0.7000000178813934,rule,0.008820944683545738,0.3104895104895105,0.0040813985295198455
148,socially controversial > 0.7000000178813934 & negative > 0.9000000059604645,rule,0.0013667978347774211,0.12307692307692308,0.00044902792112693813
256,positive > 0.5000000149011612 & conceptually dense > 0.5000000149011612 & technically complicated <= 0.7000000178813934,rule,0.001594975573171553,0.34965034965034963,0.0007605792541667063
273,negative > 0.5000000149011612 & negative <= 0.9000000059604645,rule,-0.0068786112573400865,0.6923076923076923,0.003174743657233886
346,positive <= 0.7000000178813934 & subject to time variability <= 0.9000000059604645 & positive <= 0.9000000059604645,rule,-0.02243056725310882,0.33426573426573425,0.01058124186968321
443,unambiguous <= 0.7000000178813934 & technically complicated <= 0.7000000178813934,rule,0.009850414983184522,0.47132867132867134,0.004917103338878348
481,positive > 0.5000000149011612 & conceptually dense <= 0.9000000059604645 & interdisciplinary > 0.7000000178813934 & technically complicated <= 0.7000000178813934,rule,0.007752058973512606,0.37202797202797205,0.003746925127587842
508,positive <= 0.7000000178813934 & unambiguous > 0.5000000149011612 & neutral <= 0.7000000178813934,rule,-0.0001775038449930419,0.24615384615384617,7.646319476623343e-05
554,technically complicated > 0.5000000149011612 & conceptually dense <= 0.9000000059604645 & common > 0.5000000149011612,rule,-0.0014008135852375426,0.7636363636363637,0.0005951329236952965
607,negative <= 0.7000000178813934 & positive <= 0.9000000059604645 & common > 0.7000000178813934,rule,0.001795696738691465,0.42937062937062936,0.0008888453840383532
632,positive <= 0.7000000178813934 & subject to time variability <= 0.9000000059604645,rule,-0.0008931242492988197,0.3146853146853147,0.00041475835026264716
709,socially controversial <= 0.7000000178813934 & technically complicated > 0.5000000149011612,rule,-0.002985294734463053,0.3300699300699301,0.0014037990084878411
744,negative > 0.9000000059604645 & unambiguous <= 0.7000000178813934 & technically complicated <= 0.7000000178813934,rule,0.0071322158135885645,0.05874125874125874,0.0016770677653662428
771,subject to time variability <= 0.9000000059604645 & negative <= 0.9000000059604645 & technically complicated <= 0.7000000178813934 & negative > 0.7000000178813934,rule,-0.006307174016569333,0.1076923076923077,0.0019551697693848402
797,unambiguous <= 0.7000000178813934 & neutral > 0.7000000178813934 & technically complicated <= 0.7000000178813934 & socially controversial > 0.30000000447034836,rule,0.008205273114707305,0.24055944055944056,0.0035071241320577063
817,common <= 0.7000000178813934 & socially controversial <= 0.9000000059604645 & technically complicated > 0.7000000178813934,rule,-0.000506331807481295,0.22937062937062938,0.00021287609358471794
911,positive > 0.5000000149011612 & technically complicated <= 0.7000000178813934,rule,0.010888482433611348,0.37622377622377623,0.005274786455795862
1113,negative <= 0.9000000059604645 & technically complicated > 0.5000000149011612,rule,-0.008631419882792094,0.6853146853146853,0.004008348753067265
1171,positive > 0.5000000149011612 & socially controversial > 0.7000000178813934,rule,0.00018304747368464585,0.42377622377622376,9.045396732657867e-05
