,rule
0,If (positive <= 0.700) and (negative <= 0.500) and (common <= 0.700) and (technically complicated <= 0.700) and (neutral <= 0.700) then response: 4.000
1,If (positive <= 0.700) and (negative <= 0.500) and (common <= 0.700) and (technically complicated <= 0.700) and (neutral > 0.700) then response: 3.000
2,If (positive <= 0.700) and (negative <= 0.500) and (common <= 0.700) and (technically complicated > 0.700) and (unambiguous <= 0.700) then response: 2.500
3,If (positive <= 0.700) and (negative <= 0.500) and (common <= 0.700) and (technically complicated > 0.700) and (unambiguous > 0.700) then response: 3.000
4,If (positive <= 0.700) and (negative <= 0.500) and (common > 0.700) and (socially controversial <= 0.700) and (socially controversial <= 0.500) then response: 1.960
5,If (positive <= 0.700) and (negative <= 0.500) and (common > 0.700) and (socially controversial <= 0.700) and (socially controversial > 0.500) then response: 2.130
6,If (positive <= 0.700) and (negative <= 0.500) and (common > 0.700) and (socially controversial > 0.700) and (positive <= 0.500) then response: 3.667
7,If (positive <= 0.700) and (negative <= 0.500) and (common > 0.700) and (socially controversial > 0.700) and (positive > 0.500) then response: 2.308
8,If (positive <= 0.700) and (negative > 0.500) and (common <= 0.700) and (negative <= 0.700) and (positive <= 0.500) then response: 3.683
9,If (positive <= 0.700) and (negative > 0.500) and (common <= 0.700) and (negative <= 0.700) and (positive > 0.500) then response: 3.391
10,If (positive <= 0.700) and (negative > 0.500) and (common <= 0.700) and (negative > 0.700) and (interdisciplinary <= 0.700) then response: 3.333
11,If (positive <= 0.700) and (negative > 0.500) and (common <= 0.700) and (negative > 0.700) and (interdisciplinary > 0.700) then response: 3.823
12,If (positive <= 0.700) and (negative > 0.500) and (common > 0.700) and (negative <= 0.700) and (technically complicated <= 0.700) then response: 3.206
13,If (positive <= 0.700) and (negative > 0.500) and (common > 0.700) and (negative <= 0.700) and (technically complicated > 0.700) then response: 2.850
14,If (positive <= 0.700) and (negative > 0.500) and (common > 0.700) and (negative > 0.700) and (common <= 0.900) then response: 3.399
15,If (positive <= 0.700) and (negative > 0.500) and (common > 0.700) and (negative > 0.700) and (common > 0.900) then response: 2.375
16,If (positive > 0.700) and (common <= 0.700) and (negative <= 0.500) and (socially controversial <= 0.500) and (interdisciplinary <= 0.700) then response: 2.385
17,If (positive > 0.700) and (common <= 0.700) and (negative <= 0.500) and (socially controversial <= 0.500) and (interdisciplinary > 0.700) then response: 2.211
18,If (positive > 0.700) and (common <= 0.700) and (negative <= 0.500) and (socially controversial > 0.500) and (technically complicated <= 0.700) then response: 2.702
19,If (positive > 0.700) and (common <= 0.700) and (negative <= 0.500) and (socially controversial > 0.500) and (technically complicated > 0.700) then response: 2.468
20,If (positive > 0.700) and (common <= 0.700) and (negative > 0.500) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) then response: 2.333
21,If (positive > 0.700) and (common <= 0.700) and (negative > 0.500) and (technically complicated <= 0.500) and (conceptually dense > 0.700) then response: 2.000
22,If (positive > 0.700) and (common <= 0.700) and (negative > 0.500) and (technically complicated > 0.500) and (technically complicated <= 0.700) then response: 2.975
23,If (positive > 0.700) and (common <= 0.700) and (negative > 0.500) and (technically complicated > 0.500) and (technically complicated > 0.700) then response: 2.779
24,If (positive > 0.700) and (common > 0.700) and (negative <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated <= 0.500) then response: 2.562
25,If (positive > 0.700) and (common > 0.700) and (negative <= 0.500) and (interdisciplinary <= 0.700) and (technically complicated > 0.500) then response: 2.115
26,If (positive > 0.700) and (common > 0.700) and (negative <= 0.500) and (interdisciplinary > 0.700) and (socially controversial <= 0.700) then response: 2.077
27,If (positive > 0.700) and (common > 0.700) and (negative <= 0.500) and (interdisciplinary > 0.700) and (socially controversial > 0.700) then response: 2.265
28,If (positive > 0.700) and (common > 0.700) and (negative > 0.500) and (subject to time variability <= 0.900) and (negative <= 0.700) then response: 2.418
29,If (positive > 0.700) and (common > 0.700) and (negative > 0.500) and (subject to time variability <= 0.900) and (negative > 0.700) then response: 3.500
30,If (positive > 0.700) and (common > 0.700) and (negative > 0.500) and (subject to time variability > 0.900) and (common <= 0.900) then response: 1.920
31,If (positive > 0.700) and (common > 0.700) and (negative > 0.500) and (subject to time variability > 0.900) and (common > 0.900) then response: 1.000
