,rule
0,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (common <= 0.700) and (conceptually dense <= 0.500) then response: 43.446
1,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (common <= 0.700) and (conceptually dense > 0.500) then response: 36.959
2,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (common > 0.700) and (socially controversial <= 0.300) then response: 56.369
3,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.700) and (common > 0.700) and (socially controversial > 0.300) then response: 45.813
4,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive <= 0.700) and (common <= 0.700) then response: 39.462
5,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive <= 0.700) and (common > 0.700) then response: 47.002
6,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive > 0.700) and (common <= 0.500) then response: 28.302
7,If (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.700) and (positive > 0.700) and (common > 0.500) then response: 34.327
8,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (interdisciplinary <= 0.700) and (common <= 0.500) then response: 32.631
9,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (interdisciplinary <= 0.700) and (common > 0.500) then response: 39.037
10,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (interdisciplinary > 0.700) and (positive <= 0.500) then response: 33.433
11,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common <= 0.700) and (interdisciplinary > 0.700) and (positive > 0.500) then response: 27.315
12,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (socially controversial <= 0.700) and (technically complicated <= 0.700) then response: 37.290
13,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (socially controversial <= 0.700) and (technically complicated > 0.700) then response: 31.888
14,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (socially controversial > 0.700) and (positive <= 0.700) then response: 34.790
15,If (conceptually dense <= 0.700) and (socially controversial > 0.500) and (common > 0.700) and (socially controversial > 0.700) and (positive > 0.700) then response: 31.631
16,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive <= 0.300) and (common <= 0.300) then response: 50.970
17,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive <= 0.300) and (common > 0.300) then response: 23.677
18,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive > 0.300) and (negative <= 0.700) then response: 36.240
19,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (positive > 0.300) and (negative > 0.700) then response: 40.522
20,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (unambiguous <= 0.500) and (socially controversial <= 0.900) then response: 32.575
21,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (unambiguous <= 0.500) and (socially controversial > 0.900) then response: 39.867
22,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (unambiguous > 0.500) and (technically complicated <= 0.500) then response: 31.324
23,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (unambiguous > 0.500) and (technically complicated > 0.500) then response: 27.793
24,If (conceptually dense > 0.700) and (positive > 0.500) and (common <= 0.700) and (socially controversial <= 0.500) and (unambiguous <= 0.500) then response: 1.373
25,If (conceptually dense > 0.700) and (positive > 0.500) and (common <= 0.700) and (socially controversial <= 0.500) and (unambiguous > 0.500) then response: 27.361
26,If (conceptually dense > 0.700) and (positive > 0.500) and (common <= 0.700) and (socially controversial > 0.500) and (technically complicated <= 0.500) then response: 28.673
27,If (conceptually dense > 0.700) and (positive > 0.500) and (common <= 0.700) and (socially controversial > 0.500) and (technically complicated > 0.500) then response: 22.410
28,If (conceptually dense > 0.700) and (positive > 0.500) and (common > 0.700) and (socially controversial <= 0.700) and (technically complicated <= 0.700) then response: 32.397
29,If (conceptually dense > 0.700) and (positive > 0.500) and (common > 0.700) and (socially controversial <= 0.700) and (technically complicated > 0.700) then response: 27.637
30,If (conceptually dense > 0.700) and (positive > 0.500) and (common > 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.500) then response: 29.163
31,If (conceptually dense > 0.700) and (positive > 0.500) and (common > 0.700) and (socially controversial > 0.700) and (technically complicated > 0.500) then response: 24.910
