,rule
0,If (positive <= 0.500) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) and (neutral <= 0.700) then response: 0.000
1,If (positive <= 0.500) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) and (neutral > 0.700) and (subject to time variability <= 0.700) then response: 0.000
2,If (positive <= 0.500) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) and (neutral > 0.700) and (subject to time variability > 0.700) then response: -0.703
3,If (positive <= 0.500) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (negative <= 0.900) then response: -0.028
4,If (positive <= 0.500) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (negative > 0.900) then response: -0.180
5,If (positive <= 0.500) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (negative <= 0.900) then response: -0.007
6,If (positive <= 0.500) and (unambiguous <= 0.700) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (negative > 0.900) then response: 0.063
7,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.500) then response: -0.556
8,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.500) then response: -0.178
9,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated <= 0.700) and (socially controversial > 0.500) and (conceptually dense <= 0.900) then response: -0.070
10,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated <= 0.700) and (socially controversial > 0.500) and (conceptually dense > 0.900) then response: -0.530
11,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated > 0.700) and (socially controversial <= 0.900) and (socially controversial <= 0.700) then response: -0.021
12,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated > 0.700) and (socially controversial <= 0.900) and (socially controversial > 0.700) then response: -0.046
13,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated > 0.700) and (socially controversial > 0.900) and (common <= 0.700) then response: -0.284
14,If (positive <= 0.500) and (unambiguous > 0.700) and (technically complicated > 0.700) and (socially controversial > 0.900) and (common > 0.700) then response: -0.085
15,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability <= 0.700) and (subject to geographical variability <= 0.500) and (conceptually dense <= 0.700) then response: 0.119
16,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability <= 0.700) and (subject to geographical variability <= 0.500) and (conceptually dense > 0.700) then response: 0.000
17,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability <= 0.700) and (subject to geographical variability > 0.500) and (socially controversial <= 0.300) then response: 0.264
18,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability <= 0.700) and (subject to geographical variability > 0.500) and (socially controversial > 0.300) then response: 0.000
19,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability > 0.700) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) then response: 0.089
20,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability > 0.700) and (technically complicated <= 0.500) and (conceptually dense > 0.700) then response: 0.000
21,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability > 0.700) and (technically complicated > 0.500) and (socially controversial <= 0.300) then response: 0.328
22,If (positive > 0.500) and (negative <= 0.300) and (subject to geographical variability > 0.700) and (technically complicated > 0.500) and (socially controversial > 0.300) then response: 0.124
23,If (positive > 0.500) and (negative > 0.300) and (positive <= 0.900) and (conceptually dense <= 0.700) and (subject to geographical variability <= 0.500) then response: -0.007
24,If (positive > 0.500) and (negative > 0.300) and (positive <= 0.900) and (conceptually dense <= 0.700) and (subject to geographical variability > 0.500) then response: 0.030
25,If (positive > 0.500) and (negative > 0.300) and (positive <= 0.900) and (conceptually dense > 0.700) and (negative <= 0.500) then response: 0.006
26,If (positive > 0.500) and (negative > 0.300) and (positive <= 0.900) and (conceptually dense > 0.700) and (negative > 0.500) then response: -0.006
27,If (positive > 0.500) and (negative > 0.300) and (positive > 0.900) and (socially controversial <= 0.300) then response: 0.000
28,If (positive > 0.500) and (negative > 0.300) and (positive > 0.900) and (socially controversial > 0.300) and (subject to time variability <= 0.500) then response: 0.000
29,If (positive > 0.500) and (negative > 0.300) and (positive > 0.900) and (socially controversial > 0.300) and (subject to time variability > 0.500) then response: 0.129
