,rule
0,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (positive <= 0.300) then response: -0.197
1,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive <= 0.500) and (unambiguous <= 0.500) and (positive > 0.300) then response: -0.082
2,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (neutral <= 0.700) then response: -0.197
3,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive <= 0.500) and (unambiguous > 0.500) and (neutral > 0.700) then response: -0.138
4,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive > 0.500) and (socially controversial <= 0.700) and (negative <= 0.500) then response: 0.043
5,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive > 0.500) and (socially controversial <= 0.700) and (negative > 0.500) then response: 0.000
6,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive > 0.500) and (socially controversial > 0.700) and (unambiguous <= 0.500) then response: -0.021
7,If (positive <= 0.700) and (unambiguous <= 0.700) and (positive > 0.500) and (socially controversial > 0.700) and (unambiguous > 0.500) then response: -0.102
8,If (positive <= 0.700) and (unambiguous > 0.700) and (positive <= 0.500) and (positive <= 0.300) and (subject to geographical variability <= 0.900) then response: -0.375
9,If (positive <= 0.700) and (unambiguous > 0.700) and (positive <= 0.500) and (positive <= 0.300) and (subject to geographical variability > 0.900) then response: -0.261
10,If (positive <= 0.700) and (unambiguous > 0.700) and (positive <= 0.500) and (positive > 0.300) and (negative <= 0.700) then response: -0.191
11,If (positive <= 0.700) and (unambiguous > 0.700) and (positive <= 0.500) and (positive > 0.300) and (negative > 0.700) then response: -0.273
12,If (positive <= 0.700) and (unambiguous > 0.700) and (positive > 0.500) and (technically complicated <= 0.700) and (negative <= 0.700) then response: -0.050
13,If (positive <= 0.700) and (unambiguous > 0.700) and (positive > 0.500) and (technically complicated <= 0.700) and (negative > 0.700) then response: -0.160
14,If (positive <= 0.700) and (unambiguous > 0.700) and (positive > 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.900) then response: -0.013
15,If (positive <= 0.700) and (unambiguous > 0.700) and (positive > 0.500) and (technically complicated > 0.700) and (socially controversial > 0.900) then response: -0.429
16,If (positive > 0.700) and (common <= 0.500) and (negative <= 0.700) and (subject to time variability <= 0.700) and (unambiguous <= 0.700) then response: -0.260
17,If (positive > 0.700) and (common <= 0.500) and (negative <= 0.700) and (subject to time variability <= 0.700) and (unambiguous > 0.700) then response: -0.060
18,If (positive > 0.700) and (common <= 0.500) and (negative <= 0.700) and (subject to time variability > 0.700) and (unambiguous <= 0.700) then response: -0.058
19,If (positive > 0.700) and (common <= 0.500) and (negative <= 0.700) and (subject to time variability > 0.700) and (unambiguous > 0.700) then response: -0.095
20,If (positive > 0.700) and (common <= 0.500) and (negative > 0.700) and (unambiguous <= 0.700) and (technically complicated <= 0.700) then response: -0.204
21,If (positive > 0.700) and (common <= 0.500) and (negative > 0.700) and (unambiguous <= 0.700) and (technically complicated > 0.700) then response: -0.076
22,If (positive > 0.700) and (common <= 0.500) and (negative > 0.700) and (unambiguous > 0.700) and (neutral <= 0.700) then response: 0.000
23,If (positive > 0.700) and (common <= 0.500) and (negative > 0.700) and (unambiguous > 0.700) and (neutral > 0.700) then response: -0.502
24,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (subject to time variability <= 0.700) and (conceptually dense <= 0.500) then response: -0.389
25,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (subject to time variability <= 0.700) and (conceptually dense > 0.500) then response: -0.254
26,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (subject to time variability > 0.700) and (unambiguous <= 0.700) then response: -0.354
27,If (positive > 0.700) and (common > 0.500) and (negative <= 0.500) and (subject to time variability > 0.700) and (unambiguous > 0.700) then response: -0.458
28,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (unambiguous <= 0.700) and (negative <= 0.700) then response: -0.424
29,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (unambiguous <= 0.700) and (negative > 0.700) then response: -0.532
30,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (unambiguous > 0.700) and (negative <= 0.700) then response: -0.592
31,If (positive > 0.700) and (common > 0.500) and (negative > 0.500) and (unambiguous > 0.700) and (negative > 0.700) then response: -0.701
