,rule
0,If (neutral <= 0.700) and (common <= 0.900) and (negative <= 0.700) and (conceptually dense <= 0.700) and (negative <= 0.500) then response: 3.429
1,If (neutral <= 0.700) and (common <= 0.900) and (negative <= 0.700) and (conceptually dense <= 0.700) and (negative > 0.500) then response: 3.107
2,If (neutral <= 0.700) and (common <= 0.900) and (negative <= 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.700) then response: 3.277
3,If (neutral <= 0.700) and (common <= 0.900) and (negative <= 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.700) then response: 3.462
4,If (neutral <= 0.700) and (common <= 0.900) and (negative > 0.700) and (socially controversial <= 0.900) and (interdisciplinary <= 0.900) then response: 3.602
5,If (neutral <= 0.700) and (common <= 0.900) and (negative > 0.700) and (socially controversial <= 0.900) and (interdisciplinary > 0.900) then response: 3.379
6,If (neutral <= 0.700) and (common <= 0.900) and (negative > 0.700) and (socially controversial > 0.900) and (positive <= 0.500) then response: 3.874
7,If (neutral <= 0.700) and (common <= 0.900) and (negative > 0.700) and (socially controversial > 0.900) and (positive > 0.500) then response: 3.686
8,If (neutral <= 0.700) and (common > 0.900) and (negative <= 0.700) and (positive <= 0.900) and (unambiguous <= 0.700) then response: 2.903
9,If (neutral <= 0.700) and (common > 0.900) and (negative <= 0.700) and (positive <= 0.900) and (unambiguous > 0.700) then response: 3.167
10,If (neutral <= 0.700) and (common > 0.900) and (negative <= 0.700) and (positive > 0.900) and (socially controversial <= 0.700) then response: 4.000
11,If (neutral <= 0.700) and (common > 0.900) and (negative <= 0.700) and (positive > 0.900) and (socially controversial > 0.700) then response: 3.000
12,If (neutral <= 0.700) and (common > 0.900) and (negative > 0.700) and (positive <= 0.700) and (socially controversial <= 0.900) then response: 3.298
13,If (neutral <= 0.700) and (common > 0.900) and (negative > 0.700) and (positive <= 0.700) and (socially controversial > 0.900) then response: 3.425
14,If (neutral <= 0.700) and (common > 0.900) and (negative > 0.700) and (positive > 0.700) and (socially controversial <= 0.900) then response: 3.100
15,If (neutral <= 0.700) and (common > 0.900) and (negative > 0.700) and (positive > 0.700) and (socially controversial > 0.900) then response: 2.667
16,If (neutral > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (technically complicated <= 0.700) and (positive <= 0.700) then response: 2.640
17,If (neutral > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (technically complicated <= 0.700) and (positive > 0.700) then response: 3.054
18,If (neutral > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (technically complicated > 0.700) and (socially controversial <= 0.500) then response: 2.512
19,If (neutral > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (technically complicated > 0.700) and (socially controversial > 0.500) then response: 2.934
20,If (neutral > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (conceptually dense <= 0.700) then response: 2.967
21,If (neutral > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (conceptually dense > 0.700) then response: 3.303
22,If (neutral > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (technically complicated > 0.700) and (positive <= 0.700) then response: 3.000
23,If (neutral > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (technically complicated > 0.700) and (positive > 0.700) then response: 3.099
24,If (neutral > 0.700) and (common > 0.900) and (positive <= 0.900) and (conceptually dense <= 0.700) and (technically complicated <= 0.700) then response: 2.698
25,If (neutral > 0.700) and (common > 0.900) and (positive <= 0.900) and (conceptually dense <= 0.700) and (technically complicated > 0.700) then response: 2.000
26,If (neutral > 0.700) and (common > 0.900) and (positive <= 0.900) and (conceptually dense > 0.700) and (negative <= 0.500) then response: 3.027
27,If (neutral > 0.700) and (common > 0.900) and (positive <= 0.900) and (conceptually dense > 0.700) and (negative > 0.500) then response: 2.773
28,If (neutral > 0.700) and (common > 0.900) and (positive > 0.900) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) then response: 3.417
29,If (neutral > 0.700) and (common > 0.900) and (positive > 0.900) and (technically complicated <= 0.500) and (conceptually dense > 0.700) then response: 4.000
30,If (neutral > 0.700) and (common > 0.900) and (positive > 0.900) and (technically complicated > 0.500) and (subject to time variability <= 0.700) then response: 2.000
31,If (neutral > 0.700) and (common > 0.900) and (positive > 0.900) and (technically complicated > 0.500) and (subject to time variability > 0.700) then response: 3.167
