,rule
0,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common <= 0.700) and (socially controversial <= 0.500) and (common <= 0.500) then response: 0.655
1,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common <= 0.700) and (socially controversial <= 0.500) and (common > 0.500) then response: 0.431
2,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common <= 0.700) and (socially controversial > 0.500) and (interdisciplinary <= 0.500) then response: 0.000
3,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common <= 0.700) and (socially controversial > 0.500) and (interdisciplinary > 0.500) then response: 0.406
4,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common > 0.700) and (positive <= 0.500) and (negative <= 0.900) then response: 0.615
5,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common > 0.700) and (positive <= 0.500) and (negative > 0.900) then response: 0.512
6,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common > 0.700) and (positive > 0.500) and (negative <= 0.500) then response: 0.544
7,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (common > 0.700) and (positive > 0.500) and (negative > 0.500) then response: 0.443
8,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (neutral <= 0.300) and (negative <= 0.900) then response: 0.268
9,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (neutral <= 0.300) and (negative > 0.900) then response: 0.202
10,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (neutral > 0.300) and (neutral <= 0.700) then response: 0.440
11,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (neutral > 0.300) and (neutral > 0.700) then response: 0.299
12,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (positive <= 0.700) and (common <= 0.500) then response: 0.572
13,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (positive <= 0.700) and (common > 0.500) then response: 0.445
14,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (positive > 0.700) and (socially controversial <= 0.700) then response: 0.316
15,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (positive > 0.700) and (socially controversial > 0.700) then response: 0.393
16,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense <= 0.700) and (common <= 0.500) and (neutral <= 0.500) then response: 0.477
17,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense <= 0.700) and (common <= 0.500) and (neutral > 0.500) then response: 0.234
18,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense <= 0.700) and (common > 0.500) and (socially controversial <= 0.700) then response: 0.145
19,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense <= 0.700) and (common > 0.500) and (socially controversial > 0.700) then response: 0.209
20,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense > 0.700) and (negative <= 0.500) and (socially controversial <= 0.500) then response: 0.213
21,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense > 0.700) and (negative <= 0.500) and (socially controversial > 0.500) then response: 0.323
22,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense > 0.700) and (negative > 0.500) and (socially controversial <= 0.700) then response: 0.192
23,If (technically complicated > 0.700) and (negative <= 0.700) and (conceptually dense > 0.700) and (negative > 0.500) and (socially controversial > 0.700) then response: 0.248
24,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial <= 0.700) and (common <= 0.500) and (unambiguous <= 0.500) then response: 0.544
25,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial <= 0.700) and (common <= 0.500) and (unambiguous > 0.500) then response: 0.353
26,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial <= 0.700) and (common > 0.500) and (conceptually dense <= 0.500) then response: 0.929
27,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial <= 0.700) and (common > 0.500) and (conceptually dense > 0.500) then response: 0.209
28,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial > 0.700) and (conceptually dense <= 0.700) and (positive <= 0.500) then response: 0.307
29,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial > 0.700) and (conceptually dense <= 0.700) and (positive > 0.500) then response: 0.181
30,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (unambiguous <= 0.700) then response: 0.387
31,If (technically complicated > 0.700) and (negative > 0.700) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (unambiguous > 0.700) then response: 0.658
