,rule
0,If (common <= 0.900) and (positive <= 0.700) and (common <= 0.700) and (technically complicated <= 0.700) and (socially controversial <= 0.700) then response: 1.059
1,If (common <= 0.900) and (positive <= 0.700) and (common <= 0.700) and (technically complicated <= 0.700) and (socially controversial > 0.700) then response: 1.010
2,If (common <= 0.900) and (positive <= 0.700) and (common <= 0.700) and (technically complicated > 0.700) and (positive <= 0.300) then response: 1.500
3,If (common <= 0.900) and (positive <= 0.700) and (common <= 0.700) and (technically complicated > 0.700) and (positive > 0.300) then response: 1.090
4,If (common <= 0.900) and (positive <= 0.700) and (common > 0.700) and (positive <= 0.500) and (unambiguous <= 0.700) then response: 1.078
5,If (common <= 0.900) and (positive <= 0.700) and (common > 0.700) and (positive <= 0.500) and (unambiguous > 0.700) then response: 1.023
6,If (common <= 0.900) and (positive <= 0.700) and (common > 0.700) and (positive > 0.500) and (negative <= 0.700) then response: 1.010
7,If (common <= 0.900) and (positive <= 0.700) and (common > 0.700) and (positive > 0.500) and (negative > 0.700) then response: 1.040
8,If (common <= 0.900) and (positive > 0.700) and (unambiguous <= 0.700) and (socially controversial <= 0.700) and (negative <= 0.500) then response: 1.011
9,If (common <= 0.900) and (positive > 0.700) and (unambiguous <= 0.700) and (socially controversial <= 0.700) and (negative > 0.500) then response: 1.000
10,If (common <= 0.900) and (positive > 0.700) and (unambiguous <= 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.700) then response: 1.009
11,If (common <= 0.900) and (positive > 0.700) and (unambiguous <= 0.700) and (socially controversial > 0.700) and (technically complicated > 0.700) then response: 1.020
12,If (common <= 0.900) and (positive > 0.700) and (unambiguous > 0.700) and (common <= 0.700) and (conceptually dense <= 0.700) then response: 1.029
13,If (common <= 0.900) and (positive > 0.700) and (unambiguous > 0.700) and (common <= 0.700) and (conceptually dense > 0.700) then response: 1.004
14,If (common <= 0.900) and (positive > 0.700) and (unambiguous > 0.700) and (common > 0.700) and (socially controversial <= 0.700) then response: 1.002
15,If (common <= 0.900) and (positive > 0.700) and (unambiguous > 0.700) and (common > 0.700) and (socially controversial > 0.700) then response: 1.000
16,If (common > 0.900) and (positive <= 0.700) and (unambiguous <= 0.700) and (neutral <= 0.700) then response: 3.000
17,If (common > 0.900) and (positive <= 0.700) and (unambiguous <= 0.700) and (neutral > 0.700) then response: 4.000
18,If (common > 0.900) and (positive <= 0.700) and (unambiguous > 0.700) and (neutral <= 0.700) and (subject to time variability <= 0.900) then response: 4.000
19,If (common > 0.900) and (positive <= 0.700) and (unambiguous > 0.700) and (neutral <= 0.700) and (subject to time variability > 0.900) then response: 3.750
20,If (common > 0.900) and (positive <= 0.700) and (unambiguous > 0.700) and (neutral > 0.700) and (negative <= 0.700) then response: 4.000
21,If (common > 0.900) and (positive <= 0.700) and (unambiguous > 0.700) and (neutral > 0.700) and (negative > 0.700) then response: 3.000
22,If (common > 0.900) and (positive > 0.700) and (socially controversial <= 0.700) and (conceptually dense <= 0.700) and (socially controversial <= 0.300) then response: 4.000
23,If (common > 0.900) and (positive > 0.700) and (socially controversial <= 0.700) and (conceptually dense <= 0.700) and (socially controversial > 0.300) then response: 2.750
24,If (common > 0.900) and (positive > 0.700) and (socially controversial <= 0.700) and (conceptually dense > 0.700) and (socially controversial <= 0.500) then response: 3.800
25,If (common > 0.900) and (positive > 0.700) and (socially controversial <= 0.700) and (conceptually dense > 0.700) and (socially controversial > 0.500) then response: 3.167
26,If (common > 0.900) and (positive > 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.700) then response: 2.000
27,If (common > 0.900) and (positive > 0.700) and (socially controversial > 0.700) and (technically complicated > 0.700) then response: 3.000
