,rule
0,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive <= 0.500) and (socially controversial <= 0.900) and (technically complicated <= 0.700) then response: 0.162
1,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive <= 0.500) and (socially controversial <= 0.900) and (technically complicated > 0.700) then response: 0.071
2,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive <= 0.500) and (socially controversial > 0.900) and (subject to geographical variability <= 0.900) then response: 0.273
3,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive <= 0.500) and (socially controversial > 0.900) and (subject to geographical variability > 0.900) then response: 0.141
4,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive > 0.500) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) then response: 0.121
5,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive > 0.500) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) then response: 0.020
6,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive > 0.500) and (technically complicated > 0.700) and (negative <= 0.700) then response: 0.021
7,If (positive <= 0.700) and (interdisciplinary <= 0.900) and (positive > 0.500) and (technically complicated > 0.700) and (negative > 0.700) then response: 0.059
8,If (positive <= 0.700) and (interdisciplinary > 0.900) and (unambiguous <= 0.700) and (negative <= 0.700) and (common <= 0.700) then response: 0.000
9,If (positive <= 0.700) and (interdisciplinary > 0.900) and (unambiguous <= 0.700) and (negative <= 0.700) and (common > 0.700) then response: 0.553
10,If (positive <= 0.700) and (interdisciplinary > 0.900) and (unambiguous <= 0.700) and (negative > 0.700) and (socially controversial <= 0.700) then response: 0.000
11,If (positive <= 0.700) and (interdisciplinary > 0.900) and (unambiguous <= 0.700) and (negative > 0.700) and (socially controversial > 0.700) then response: 0.690
12,If (positive <= 0.700) and (interdisciplinary > 0.900) and (unambiguous > 0.700) and (socially controversial <= 0.700) then response: 0.000
13,If (positive <= 0.700) and (interdisciplinary > 0.900) and (unambiguous > 0.700) and (socially controversial > 0.700) and (common <= 0.900) then response: 0.567
14,If (positive <= 0.700) and (interdisciplinary > 0.900) and (unambiguous > 0.700) and (socially controversial > 0.700) and (common > 0.900) then response: 0.456
15,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous <= 0.500) then response: 0.000
16,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (interdisciplinary <= 0.900) and (common <= 0.700) then response: 0.919
17,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (interdisciplinary <= 0.900) and (common > 0.700) then response: 0.942
18,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (interdisciplinary > 0.900) and (negative <= 0.700) then response: 0.977
19,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (interdisciplinary > 0.900) and (negative > 0.700) then response: 0.978
20,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous <= 0.700) and (negative <= 0.700) then response: 0.889
21,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous <= 0.700) and (negative > 0.700) then response: 0.858
22,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous > 0.700) and (subject to time variability <= 0.900) then response: 0.959
23,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous > 0.700) and (subject to time variability > 0.900) then response: 0.905
24,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common <= 0.900) and (unambiguous <= 0.700) then response: 0.973
25,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common <= 0.900) and (unambiguous > 0.700) then response: 0.979
26,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common > 0.900) and (subject to geographical variability <= 0.900) then response: 0.971
27,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common > 0.900) and (subject to geographical variability > 0.900) then response: 0.940
