,rule
0,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) and (common <= 0.900) and (interdisciplinary <= 0.700) then response: 0.052
1,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) and (common <= 0.900) and (interdisciplinary > 0.700) then response: 0.151
2,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) and (common > 0.900) and (socially controversial <= 0.500) then response: 0.673
3,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) and (common > 0.900) and (socially controversial > 0.500) then response: 0.919
4,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense > 0.700) and (negative <= 0.900) and (socially controversial <= 0.500) then response: 0.088
5,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense > 0.700) and (negative <= 0.900) and (socially controversial > 0.500) then response: 0.282
6,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense > 0.700) and (negative > 0.900) and (unambiguous <= 0.300) then response: 0.755
7,If (technically complicated <= 0.700) and (technically complicated <= 0.500) and (conceptually dense > 0.700) and (negative > 0.900) and (unambiguous > 0.300) then response: 0.154
8,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (common <= 0.900) and (subject to time variability <= 0.900) then response: 0.051
9,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (common <= 0.900) and (subject to time variability > 0.900) then response: 0.328
10,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (common > 0.900) and (socially controversial <= 0.700) then response: 0.293
11,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense <= 0.700) and (common > 0.900) and (socially controversial > 0.700) then response: 0.664
12,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) then response: 0.074
13,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (common <= 0.900) and (socially controversial > 0.700) then response: 0.139
14,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (common > 0.900) and (positive <= 0.700) then response: 0.809
15,If (technically complicated <= 0.700) and (technically complicated > 0.500) and (conceptually dense > 0.700) and (common > 0.900) and (positive > 0.700) then response: 0.220
16,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (socially controversial <= 0.500) and (positive <= 0.700) then response: 0.000
17,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (socially controversial <= 0.500) and (positive > 0.700) then response: 0.008
18,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (socially controversial > 0.500) and (positive <= 0.700) then response: 0.007
19,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial <= 0.700) and (socially controversial > 0.500) and (positive > 0.700) then response: 0.022
20,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) then response: 0.018
21,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (unambiguous <= 0.700) and (conceptually dense > 0.700) then response: 0.058
22,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (unambiguous > 0.700) and (common <= 0.500) then response: 0.358
23,If (technically complicated > 0.700) and (common <= 0.900) and (socially controversial > 0.700) and (unambiguous > 0.700) and (common > 0.500) then response: 0.142
24,If (technically complicated > 0.700) and (common > 0.900) and (socially controversial <= 0.700) then response: 0.000
25,If (technically complicated > 0.700) and (common > 0.900) and (socially controversial > 0.700) and (conceptually dense <= 0.700) then response: 0.000
26,If (technically complicated > 0.700) and (common > 0.900) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (interdisciplinary <= 0.700) then response: 0.287
27,If (technically complicated > 0.700) and (common > 0.900) and (socially controversial > 0.700) and (conceptually dense > 0.700) and (interdisciplinary > 0.700) then response: 0.551
