,rule
0,If (positive <= 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.900) and (technically complicated <= 0.700) and (positive <= 0.300) then response: 0.327
1,If (positive <= 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.900) and (technically complicated <= 0.700) and (positive > 0.300) then response: 0.226
2,If (positive <= 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.900) and (technically complicated > 0.700) and (common <= 0.700) then response: 0.225
3,If (positive <= 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.900) and (technically complicated > 0.700) and (common > 0.700) then response: 0.123
4,If (positive <= 0.700) and (neutral <= 0.700) and (subject to geographical variability > 0.900) and (subject to time variability <= 0.900) and (interdisciplinary <= 0.900) then response: 0.000
5,If (positive <= 0.700) and (neutral <= 0.700) and (subject to geographical variability > 0.900) and (subject to time variability <= 0.900) and (interdisciplinary > 0.900) then response: 0.070
6,If (positive <= 0.700) and (neutral <= 0.700) and (subject to geographical variability > 0.900) and (subject to time variability > 0.900) then response: 0.000
7,If (positive <= 0.700) and (neutral > 0.700) and (technically complicated <= 0.500) and (negative <= 0.900) and (conceptually dense <= 0.700) then response: 0.000
8,If (positive <= 0.700) and (neutral > 0.700) and (technically complicated <= 0.500) and (negative <= 0.900) and (conceptually dense > 0.700) then response: 0.200
9,If (positive <= 0.700) and (neutral > 0.700) and (technically complicated <= 0.500) and (negative > 0.900) then response: 0.958
10,If (positive <= 0.700) and (neutral > 0.700) and (technically complicated > 0.500) and (socially controversial <= 0.500) and (technically complicated <= 0.700) then response: 0.032
11,If (positive <= 0.700) and (neutral > 0.700) and (technically complicated > 0.500) and (socially controversial <= 0.500) and (technically complicated > 0.700) then response: 0.007
12,If (positive <= 0.700) and (neutral > 0.700) and (technically complicated > 0.500) and (socially controversial > 0.500) and (subject to geographical variability <= 0.900) then response: 0.055
13,If (positive <= 0.700) and (neutral > 0.700) and (technically complicated > 0.500) and (socially controversial > 0.500) and (subject to geographical variability > 0.900) then response: 0.015
14,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.500) and (subject to geographical variability <= 0.500) and (subject to time variability <= 0.500) then response: 0.488
15,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.500) and (subject to geographical variability <= 0.500) and (subject to time variability > 0.500) then response: 0.936
16,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.500) and (subject to geographical variability > 0.500) and (negative <= 0.700) then response: 0.942
17,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common <= 0.500) and (subject to geographical variability > 0.500) and (negative > 0.700) then response: 0.963
18,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common > 0.500) and (interdisciplinary <= 0.900) and (socially controversial <= 0.700) then response: 0.969
19,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common > 0.500) and (interdisciplinary <= 0.900) and (socially controversial > 0.700) then response: 0.958
20,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common > 0.500) and (interdisciplinary > 0.900) and (technically complicated <= 0.700) then response: 0.969
21,If (positive > 0.700) and (subject to geographical variability <= 0.900) and (common > 0.500) and (interdisciplinary > 0.900) and (technically complicated > 0.700) then response: 0.974
22,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary <= 0.900) and (socially controversial <= 0.900) and (negative <= 0.500) then response: 0.927
23,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary <= 0.900) and (socially controversial <= 0.900) and (negative > 0.500) then response: 0.970
24,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary <= 0.900) and (socially controversial > 0.900) and (unambiguous <= 0.700) then response: 0.646
25,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary <= 0.900) and (socially controversial > 0.900) and (unambiguous > 0.700) then response: 0.959
26,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary > 0.900) and (technically complicated <= 0.700) and (unambiguous <= 0.700) then response: 0.925
27,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary > 0.900) and (technically complicated <= 0.700) and (unambiguous > 0.700) then response: 0.962
28,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary > 0.900) and (technically complicated > 0.700) and (unambiguous <= 0.700) then response: 0.969
29,If (positive > 0.700) and (subject to geographical variability > 0.900) and (interdisciplinary > 0.900) and (technically complicated > 0.700) and (unambiguous > 0.700) then response: 0.951
