,rule
0,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability <= 0.900) and (technically complicated <= 0.700) and (socially controversial <= 0.500) then response: -0.223
1,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability <= 0.900) and (technically complicated <= 0.700) and (socially controversial > 0.500) then response: -0.037
2,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability <= 0.900) and (technically complicated > 0.700) and (conceptually dense <= 0.700) then response: -0.032
3,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability <= 0.900) and (technically complicated > 0.700) and (conceptually dense > 0.700) then response: -0.017
4,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability > 0.900) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) then response: -0.139
5,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability > 0.900) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) then response: 0.000
6,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability > 0.900) and (technically complicated > 0.700) and (common <= 0.500) then response: -0.738
7,If (positive <= 0.500) and (unambiguous <= 0.700) and (subject to time variability > 0.900) and (technically complicated > 0.700) and (common > 0.500) then response: -0.155
8,If (positive <= 0.500) and (unambiguous > 0.700) and (common <= 0.700) and (technically complicated <= 0.700) and (interdisciplinary <= 0.700) then response: 0.000
9,If (positive <= 0.500) and (unambiguous > 0.700) and (common <= 0.700) and (technically complicated <= 0.700) and (interdisciplinary > 0.700) then response: -0.147
10,If (positive <= 0.500) and (unambiguous > 0.700) and (common <= 0.700) and (technically complicated > 0.700) then response: 0.000
11,If (positive <= 0.500) and (unambiguous > 0.700) and (common > 0.700) and (socially controversial <= 0.900) and (conceptually dense <= 0.700) then response: 0.000
12,If (positive <= 0.500) and (unambiguous > 0.700) and (common > 0.700) and (socially controversial <= 0.900) and (conceptually dense > 0.700) then response: -0.144
13,If (positive <= 0.500) and (unambiguous > 0.700) and (common > 0.700) and (socially controversial > 0.900) and (conceptually dense <= 0.900) then response: -0.619
14,If (positive <= 0.500) and (unambiguous > 0.700) and (common > 0.700) and (socially controversial > 0.900) and (conceptually dense > 0.900) then response: 0.000
15,If (positive > 0.500) and (negative <= 0.500) and (technically complicated <= 0.500) and (technically complicated <= 0.300) and (conceptually dense <= 0.500) then response: 0.397
16,If (positive > 0.500) and (negative <= 0.500) and (technically complicated <= 0.500) and (technically complicated <= 0.300) and (conceptually dense > 0.500) then response: 0.039
17,If (positive > 0.500) and (negative <= 0.500) and (technically complicated <= 0.500) and (technically complicated > 0.300) and (conceptually dense <= 0.700) then response: 0.071
18,If (positive > 0.500) and (negative <= 0.500) and (technically complicated <= 0.500) and (technically complicated > 0.300) and (conceptually dense > 0.700) then response: 0.018
19,If (positive > 0.500) and (negative <= 0.500) and (technically complicated > 0.500) and (technically complicated <= 0.700) and (common <= 0.700) then response: 0.009
20,If (positive > 0.500) and (negative <= 0.500) and (technically complicated > 0.500) and (technically complicated <= 0.700) and (common > 0.700) then response: 0.037
21,If (positive > 0.500) and (negative <= 0.500) and (technically complicated > 0.500) and (technically complicated > 0.700) and (common <= 0.700) then response: -0.000
22,If (positive > 0.500) and (negative <= 0.500) and (technically complicated > 0.500) and (technically complicated > 0.700) and (common > 0.700) then response: 0.008
23,If (positive > 0.500) and (negative > 0.500) and (positive <= 0.900) and (conceptually dense <= 0.500) and (interdisciplinary <= 0.700) then response: 0.001
24,If (positive > 0.500) and (negative > 0.500) and (positive <= 0.900) and (conceptually dense <= 0.500) and (interdisciplinary > 0.700) then response: 0.029
25,If (positive > 0.500) and (negative > 0.500) and (positive <= 0.900) and (conceptually dense > 0.500) and (positive <= 0.700) then response: -0.002
26,If (positive > 0.500) and (negative > 0.500) and (positive <= 0.900) and (conceptually dense > 0.500) and (positive > 0.700) then response: 0.001
27,If (positive > 0.500) and (negative > 0.500) and (positive > 0.900) and (socially controversial <= 0.600) then response: 0.353
28,If (positive > 0.500) and (negative > 0.500) and (positive > 0.900) and (socially controversial > 0.600) then response: 0.000
