,rule,type,coef,support,importance
1,technically complicated,linear,0.0001802791720791035,1.0,2.0669674359076625e-05
10,subject to time variability,linear,-0.000668368202162336,1.0,2.481021755655424e-05
19,neutral > 0.7000000178813934 & common <= 0.5000000149011612 & unambiguous > 0.5000000149011612,rule,-0.006641806139748295,0.0016778523489932886,0.00027183064676218133
25,interdisciplinary > 0.7000000178813934 & unambiguous > 0.7000000178813934 & common <= 0.5000000149011612,rule,-1.077744314183882,0.0016778523489932886,0.0441090763272369
26,conceptually dense <= 0.5000000149011612 & subject to time variability <= 0.7000000178813934 & positive > 0.5000000149011612 & interdisciplinary > 0.7000000178813934 & neutral > 0.5000000149011612,rule,-0.04536151987882413,0.0016778523489932886,0.0018565208058366493
29,neutral > 0.7000000178813934 & technically complicated > 0.5000000149011612 & common <= 0.5000000149011612,rule,0.27599457809143085,0.0016778523489932886,0.011295690221439104
38,common > 0.5000000149011612 & negative > 0.30000000447034836 & positive > 0.5000000149011612 & interdisciplinary > 0.7000000178813934 & neutral > 0.5000000149011612 & unambiguous > 0.5000000149011612,rule,0.007595297333007954,0.8942953020134228,0.002335244722910251
40,technically complicated <= 0.7000000178813934 & conceptually dense > 0.5000000149011612 & socially controversial <= 0.6000000089406967 & common <= 0.5000000149011612,rule,0.3917137885767257,0.0016778523489932886,0.016031755557760225
42,common > 0.5000000149011612 & positive > 0.5000000149011612 & neutral > 0.5000000149011612 & unambiguous > 0.5000000149011612,rule,0.0014356153832624852,0.8993288590604027,0.00043196629715694504
46,conceptually dense > 0.5000000149011612 & subject to time variability > 0.7000000178813934 & neutral > 0.5000000149011612,rule,0.06659822131130325,0.9731543624161074,0.01076441316375031
54,technically complicated > 0.6000000089406967 & unambiguous <= 0.5000000149011612 & common <= 0.5000000149011612,rule,0.19578607105755386,0.0016778523489932886,0.008012979181084344
57,technically complicated <= 0.6000000089406967 & common <= 0.5000000149011612,rule,-0.032032253758692196,0.003355704697986577,0.0018524626351672205
65,technically complicated <= 0.5000000149011612 & common <= 0.5000000149011612,rule,-0.20752110862561088,0.0016778523489932886,0.00849326162004519
67,positive <= 0.7000000178813934 & common <= 0.5000000149011612 & negative <= 0.7000000178813934,rule,0.12094836354977899,0.0016778523489932886,0.004950080022933314
68,common > 0.5000000149011612 & positive > 0.5000000149011612 & interdisciplinary > 0.7000000178813934 & neutral > 0.5000000149011612,rule,-0.025855327610800272,0.9110738255033557,0.007359386891802004
69,conceptually dense > 0.5000000149011612 & common > 0.5000000149011612 & positive > 0.5000000149011612 & interdisciplinary > 0.7000000178813934 & neutral > 0.5000000149011612 & unambiguous > 0.5000000149011612,rule,-0.11108739817614488,0.8909395973154363,0.03462760654520769
74,positive > 0.5000000149011612 & neutral > 0.5000000149011612 & unambiguous > 0.5000000149011612,rule,-0.012688615544883496,0.9060402684563759,0.003702191441244212
94,common > 0.5000000149011612 & positive <= 0.5000000149011612 & neutral > 0.5000000149011612,rule,0.030744778011050803,0.08221476510067115,0.008445333516472375
