,rule
0,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense <= 0.700) and (common <= 0.300) and (neutral <= 0.600) then response: 12.287
1,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense <= 0.700) and (common <= 0.300) and (neutral > 0.600) then response: 8.300
2,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense <= 0.700) and (common > 0.300) and (unambiguous <= 0.500) then response: 16.919
3,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense <= 0.700) and (common > 0.300) and (unambiguous > 0.500) then response: 15.169
4,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (technically complicated <= 0.500) then response: 13.690
5,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense > 0.700) and (technically complicated <= 0.700) and (technically complicated > 0.500) then response: 16.251
6,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (interdisciplinary <= 0.700) then response: 23.987
7,If (common <= 0.500) and (positive <= 0.700) and (conceptually dense > 0.700) and (technically complicated > 0.700) and (interdisciplinary > 0.700) then response: 17.412
8,If (common <= 0.500) and (positive > 0.700) and (conceptually dense <= 0.500) and (socially controversial <= 0.500) and (technically complicated <= 0.500) then response: 11.608
9,If (common <= 0.500) and (positive > 0.700) and (conceptually dense <= 0.500) and (socially controversial <= 0.500) and (technically complicated > 0.500) then response: 12.282
10,If (common <= 0.500) and (positive > 0.700) and (conceptually dense <= 0.500) and (socially controversial > 0.500) and (technically complicated <= 0.700) then response: 12.918
11,If (common <= 0.500) and (positive > 0.700) and (conceptually dense <= 0.500) and (socially controversial > 0.500) and (technically complicated > 0.700) then response: 14.313
12,If (common <= 0.500) and (positive > 0.700) and (conceptually dense > 0.500) and (technically complicated <= 0.500) and (negative <= 0.900) then response: 12.627
13,If (common <= 0.500) and (positive > 0.700) and (conceptually dense > 0.500) and (technically complicated <= 0.500) and (negative > 0.900) then response: 13.619
14,If (common <= 0.500) and (positive > 0.700) and (conceptually dense > 0.500) and (technically complicated > 0.500) and (negative <= 0.900) then response: 13.969
15,If (common <= 0.500) and (positive > 0.700) and (conceptually dense > 0.500) and (technically complicated > 0.500) and (negative > 0.900) then response: 14.474
16,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.500) and (unambiguous <= 0.700) then response: 15.834
17,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated <= 0.500) and (unambiguous > 0.700) then response: 14.863
18,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.500) and (positive <= 0.700) then response: 15.526
19,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial <= 0.500) and (technically complicated > 0.500) and (positive > 0.700) then response: 16.574
20,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial > 0.500) and (positive <= 0.700) and (positive <= 0.500) then response: 15.559
21,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial > 0.500) and (positive <= 0.700) and (positive > 0.500) then response: 16.511
22,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial > 0.500) and (positive > 0.700) and (technically complicated <= 0.500) then response: 17.322
23,If (common > 0.500) and (conceptually dense <= 0.700) and (socially controversial > 0.500) and (positive > 0.700) and (technically complicated > 0.500) then response: 17.763
24,If (common > 0.500) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (unambiguous <= 0.700) then response: 15.635
25,If (common > 0.500) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (unambiguous > 0.700) then response: 23.380
26,If (common > 0.500) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (socially controversial <= 0.900) then response: 17.492
27,If (common > 0.500) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (socially controversial > 0.900) then response: 15.751
28,If (common > 0.500) and (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated <= 0.500) and (positive <= 0.900) then response: 17.332
29,If (common > 0.500) and (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated <= 0.500) and (positive > 0.900) then response: 21.883
30,If (common > 0.500) and (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated > 0.500) and (socially controversial <= 0.500) then response: 17.500
31,If (common > 0.500) and (conceptually dense > 0.700) and (positive > 0.500) and (technically complicated > 0.500) and (socially controversial > 0.500) then response: 18.279
