,rule
0,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common <= 0.700) and (technically complicated <= 0.500) and (conceptually dense <= 0.700) then response: 2.500
1,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common <= 0.700) and (technically complicated <= 0.500) and (conceptually dense > 0.700) then response: 3.667
2,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common <= 0.700) and (technically complicated > 0.500) and (technically complicated <= 0.700) then response: 3.750
3,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common <= 0.700) and (technically complicated > 0.500) and (technically complicated > 0.700) then response: 4.500
4,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common > 0.700) and (technically complicated <= 0.500) and (negative <= 0.500) then response: 4.500
5,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common > 0.700) and (technically complicated <= 0.500) and (negative > 0.500) then response: 3.286
6,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common > 0.700) and (technically complicated > 0.500) and (socially controversial <= 0.700) then response: 2.000
7,If (positive <= 0.700) and (interdisciplinary <= 0.700) and (common > 0.700) and (technically complicated > 0.500) and (socially controversial > 0.700) then response: 3.000
8,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.500) and (positive <= 0.500) then response: 1.000
9,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.500) and (positive > 0.500) and (socially controversial <= 0.700) then response: 3.200
10,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common <= 0.500) and (positive > 0.500) and (socially controversial > 0.700) then response: 4.000
11,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (common <= 0.700) and (positive <= 0.300) then response: 1.500
12,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (common <= 0.700) and (positive > 0.300) then response: 1.063
13,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (common > 0.700) and (positive <= 0.500) then response: 1.035
14,If (positive <= 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (common > 0.700) and (positive > 0.500) then response: 1.013
15,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (negative <= 0.500) then response: 2.000
16,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary <= 0.500) and (negative > 0.500) then response: 1.000
17,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (unambiguous <= 0.700) and (conceptually dense <= 0.700) then response: 3.833
18,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (unambiguous <= 0.700) and (conceptually dense > 0.700) then response: 2.833
19,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (unambiguous > 0.700) and (subject to time variability <= 0.500) then response: 2.000
20,If (positive > 0.700) and (interdisciplinary <= 0.700) and (interdisciplinary > 0.500) and (unambiguous > 0.700) and (subject to time variability > 0.500) then response: 4.143
21,If (positive > 0.700) and (interdisciplinary > 0.700) and (common <= 0.500) and (socially controversial <= 0.500) then response: 2.000
22,If (positive > 0.700) and (interdisciplinary > 0.700) and (common <= 0.500) and (socially controversial > 0.500) and (technically complicated <= 0.700) then response: 3.900
23,If (positive > 0.700) and (interdisciplinary > 0.700) and (common <= 0.500) and (socially controversial > 0.500) and (technically complicated > 0.700) then response: 4.000
24,If (positive > 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (subject to geographical variability <= 0.700) and (common <= 0.700) then response: 4.000
25,If (positive > 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (subject to geographical variability <= 0.700) and (common > 0.700) then response: 2.515
26,If (positive > 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (subject to geographical variability > 0.700) and (unambiguous <= 0.700) then response: 2.198
27,If (positive > 0.700) and (interdisciplinary > 0.700) and (common > 0.500) and (subject to geographical variability > 0.700) and (unambiguous > 0.700) then response: 2.293
