,rule
0,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive <= 0.500) and (common <= 0.900) then response: 0.227
1,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive <= 0.500) and (common > 0.900) then response: 0.000
2,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive > 0.500) and (common <= 0.900) then response: 0.114
3,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability <= 0.900) and (positive > 0.500) and (common > 0.900) then response: 0.221
4,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (neutral <= 0.500) and (positive <= 0.300) then response: 0.000
5,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (neutral <= 0.500) and (positive > 0.300) then response: 0.663
6,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (neutral > 0.500) and (positive <= 0.500) then response: 0.061
7,If (positive <= 0.700) and (technically complicated <= 0.700) and (subject to geographical variability > 0.900) and (neutral > 0.500) and (positive > 0.500) then response: 0.020
8,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (socially controversial <= 0.900) and (common <= 0.700) then response: 0.169
9,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (socially controversial <= 0.900) and (common > 0.700) then response: 0.063
10,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (socially controversial > 0.900) and (unambiguous <= 0.700) then response: 0.177
11,If (positive <= 0.700) and (technically complicated > 0.700) and (positive <= 0.500) and (socially controversial > 0.900) and (unambiguous > 0.700) then response: 0.041
12,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (negative <= 0.700) and (common <= 0.700) then response: 0.064
13,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (negative <= 0.700) and (common > 0.700) then response: 0.008
14,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (negative > 0.700) and (neutral <= 0.700) then response: 0.063
15,If (positive <= 0.700) and (technically complicated > 0.700) and (positive > 0.500) and (negative > 0.700) and (neutral > 0.700) then response: 0.009
16,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous <= 0.500) then response: 0.000
17,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (common <= 0.700) and (interdisciplinary <= 0.900) then response: 0.919
18,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (common <= 0.700) and (interdisciplinary > 0.900) then response: 0.668
19,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (common > 0.700) and (interdisciplinary <= 0.700) then response: 0.871
20,If (positive > 0.700) and (socially controversial <= 0.900) and (unambiguous > 0.500) and (common > 0.700) and (interdisciplinary > 0.700) then response: 0.942
21,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous <= 0.700) and (negative <= 0.700) then response: 0.889
22,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous <= 0.700) and (negative > 0.700) then response: 0.858
23,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous > 0.700) and (subject to time variability <= 0.900) then response: 0.959
24,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary <= 0.900) and (unambiguous > 0.700) and (subject to time variability > 0.900) then response: 0.905
25,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common <= 0.900) and (subject to geographical variability <= 0.900) then response: 0.953
26,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common <= 0.900) and (subject to geographical variability > 0.900) then response: 0.974
27,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common > 0.900) and (technically complicated <= 0.700) then response: 0.974
28,If (positive > 0.700) and (socially controversial > 0.900) and (interdisciplinary > 0.900) and (common > 0.900) and (technically complicated > 0.700) then response: 0.924
