,rule
0,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative <= 0.500) and (socially controversial <= 0.500) and (neutral <= 0.700) then response: 6.767
1,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative <= 0.500) and (socially controversial <= 0.500) and (neutral > 0.700) then response: 22.975
2,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative <= 0.500) and (socially controversial > 0.500) and (technically complicated <= 0.500) then response: 20.140
3,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative <= 0.500) and (socially controversial > 0.500) and (technically complicated > 0.500) then response: 12.125
4,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative > 0.500) and (common <= 0.700) and (unambiguous <= 0.700) then response: 12.134
5,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative > 0.500) and (common <= 0.700) and (unambiguous > 0.700) then response: 40.233
6,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative > 0.500) and (common > 0.700) and (interdisciplinary <= 0.700) then response: 39.091
7,If (common <= 0.900) and (conceptually dense <= 0.700) and (negative > 0.500) and (common > 0.700) and (interdisciplinary > 0.700) then response: 26.905
8,If (common <= 0.900) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.900) and (unambiguous <= 0.700) then response: 18.265
9,If (common <= 0.900) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.900) and (unambiguous > 0.700) then response: 27.164
10,If (common <= 0.900) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.900) and (positive <= 0.300) then response: 30.228
11,If (common <= 0.900) and (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.900) and (positive > 0.300) then response: 13.429
12,If (common <= 0.900) and (conceptually dense > 0.700) and (positive > 0.500) and (socially controversial <= 0.700) and (technically complicated <= 0.700) then response: 18.339
13,If (common <= 0.900) and (conceptually dense > 0.700) and (positive > 0.500) and (socially controversial <= 0.700) and (technically complicated > 0.700) then response: 14.433
14,If (common <= 0.900) and (conceptually dense > 0.700) and (positive > 0.500) and (socially controversial > 0.700) and (common <= 0.700) then response: 9.881
15,If (common <= 0.900) and (conceptually dense > 0.700) and (positive > 0.500) and (socially controversial > 0.700) and (common > 0.700) then response: 13.333
16,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) and (conceptually dense <= 0.500) then response: 48.727
17,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability <= 0.700) and (conceptually dense > 0.500) then response: 42.920
18,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) and (negative <= 0.500) then response: 40.717
19,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (subject to time variability > 0.700) and (negative > 0.500) then response: 35.220
20,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (socially controversial <= 0.500) and (subject to geographical variability <= 0.900) then response: 33.679
21,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (socially controversial <= 0.500) and (subject to geographical variability > 0.900) then response: 43.595
22,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (socially controversial > 0.500) and (negative <= 0.500) then response: 27.913
23,If (common > 0.900) and (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (socially controversial > 0.500) and (negative > 0.500) then response: 33.181
24,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary <= 0.900) and (socially controversial <= 0.900) and (unambiguous <= 0.900) then response: 28.540
25,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary <= 0.900) and (socially controversial <= 0.900) and (unambiguous > 0.900) then response: 42.565
26,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary <= 0.900) and (socially controversial > 0.900) and (positive <= 0.300) then response: 14.645
27,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary <= 0.900) and (socially controversial > 0.900) and (positive > 0.300) then response: 25.150
28,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary > 0.900) and (positive <= 0.500) and (unambiguous <= 0.700) then response: 25.202
29,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary > 0.900) and (positive <= 0.500) and (unambiguous > 0.700) then response: 30.196
30,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary > 0.900) and (positive > 0.500) and (unambiguous <= 0.500) then response: 9.910
31,If (common > 0.900) and (conceptually dense > 0.700) and (interdisciplinary > 0.900) and (positive > 0.500) and (unambiguous > 0.500) then response: 22.259
