,rule
0,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.700) and (common <= 0.500) then response: 15.678
1,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral <= 0.700) and (subject to geographical variability <= 0.700) and (common > 0.500) then response: 13.916
2,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral <= 0.700) and (subject to geographical variability > 0.700) and (common <= 0.700) then response: 15.185
3,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral <= 0.700) and (subject to geographical variability > 0.700) and (common > 0.700) then response: 14.612
4,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral > 0.700) and (common <= 0.700) and (subject to time variability <= 0.500) then response: 13.573
5,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral > 0.700) and (common <= 0.700) and (subject to time variability > 0.500) then response: 14.543
6,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral > 0.700) and (common > 0.700) and (conceptually dense <= 0.500) then response: 12.947
7,If (conceptually dense <= 0.700) and (interdisciplinary <= 0.700) and (neutral > 0.700) and (common > 0.700) and (conceptually dense > 0.500) then response: 13.688
8,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability <= 0.700) and (subject to geographical variability <= 0.500) and (common <= 0.700) then response: 13.730
9,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability <= 0.700) and (subject to geographical variability <= 0.500) and (common > 0.700) then response: 10.315
10,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability <= 0.700) and (subject to geographical variability > 0.500) and (common <= 0.500) then response: 16.010
11,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability <= 0.700) and (subject to geographical variability > 0.500) and (common > 0.500) then response: 14.209
12,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability > 0.700) and (positive <= 0.900) and (positive <= 0.300) then response: 13.425
13,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability > 0.700) and (positive <= 0.900) and (positive > 0.300) then response: 15.693
14,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability > 0.700) and (positive > 0.900) and (neutral <= 0.700) then response: 14.148
15,If (conceptually dense <= 0.700) and (interdisciplinary > 0.700) and (subject to geographical variability > 0.700) and (positive > 0.900) and (neutral > 0.700) then response: 14.823
16,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (socially controversial <= 0.500) and (negative <= 0.500) then response: 14.018
17,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (socially controversial <= 0.500) and (negative > 0.500) then response: 15.004
18,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (socially controversial > 0.500) and (neutral <= 0.700) then response: 15.595
19,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial <= 0.700) and (socially controversial > 0.500) and (neutral > 0.700) then response: 13.164
20,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common <= 0.900) and (technically complicated <= 0.500) then response: 16.448
21,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common <= 0.900) and (technically complicated > 0.500) then response: 15.995
22,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common > 0.900) and (interdisciplinary <= 0.700) then response: 12.800
23,If (conceptually dense > 0.700) and (positive <= 0.500) and (socially controversial > 0.700) and (common > 0.900) and (interdisciplinary > 0.700) then response: 15.194
24,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (technically complicated <= 0.500) and (negative <= 0.300) then response: 14.903
25,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (technically complicated <= 0.500) and (negative > 0.300) then response: 13.771
26,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (technically complicated > 0.500) and (interdisciplinary <= 0.900) then response: 15.564
27,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability <= 0.700) and (technically complicated > 0.500) and (interdisciplinary > 0.900) then response: 16.614
28,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability > 0.700) and (positive <= 0.700) and (interdisciplinary <= 0.700) then response: 15.702
29,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability > 0.700) and (positive <= 0.700) and (interdisciplinary > 0.700) then response: 16.260
30,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability > 0.700) and (positive > 0.700) and (subject to time variability <= 0.700) then response: 16.149
31,If (conceptually dense > 0.700) and (positive > 0.500) and (subject to geographical variability > 0.700) and (positive > 0.700) and (subject to time variability > 0.700) then response: 16.602
