,rule
0,If (positive <= 0.700) and (socially controversial <= 0.700) and (common <= 0.500) and (positive <= 0.500) and (socially controversial <= 0.500) then response: 1.656
1,If (positive <= 0.700) and (socially controversial <= 0.700) and (common <= 0.500) and (positive <= 0.500) and (socially controversial > 0.500) then response: 2.111
2,If (positive <= 0.700) and (socially controversial <= 0.700) and (common <= 0.500) and (positive > 0.500) and (socially controversial <= 0.500) then response: 2.471
3,If (positive <= 0.700) and (socially controversial <= 0.700) and (common <= 0.500) and (positive > 0.500) and (socially controversial > 0.500) then response: 3.211
4,If (positive <= 0.700) and (socially controversial <= 0.700) and (common > 0.500) and (technically complicated <= 0.700) and (interdisciplinary <= 0.500) then response: 1.000
5,If (positive <= 0.700) and (socially controversial <= 0.700) and (common > 0.500) and (technically complicated <= 0.700) and (interdisciplinary > 0.500) then response: 1.864
6,If (positive <= 0.700) and (socially controversial <= 0.700) and (common > 0.500) and (technically complicated > 0.700) and (common <= 0.700) then response: 1.772
7,If (positive <= 0.700) and (socially controversial <= 0.700) and (common > 0.500) and (technically complicated > 0.700) and (common > 0.700) then response: 1.538
8,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (common <= 0.500) and (positive <= 0.500) then response: 2.849
9,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (common <= 0.500) and (positive > 0.500) then response: 3.406
10,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (common > 0.500) and (positive <= 0.300) then response: 2.337
11,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated <= 0.700) and (common > 0.500) and (positive > 0.300) then response: 2.630
12,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated > 0.700) and (common <= 0.700) and (common <= 0.500) then response: 2.838
13,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated > 0.700) and (common <= 0.700) and (common > 0.500) then response: 2.389
14,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated > 0.700) and (common > 0.700) and (positive <= 0.500) then response: 2.159
15,If (positive <= 0.700) and (socially controversial > 0.700) and (technically complicated > 0.700) and (common > 0.700) and (positive > 0.500) then response: 1.964
16,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative <= 0.700) and (interdisciplinary <= 0.500) then response: 4.333
17,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative <= 0.700) and (interdisciplinary > 0.500) then response: 4.000
18,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative > 0.700) and (socially controversial <= 0.700) then response: 4.000
19,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary <= 0.700) and (negative > 0.700) and (socially controversial > 0.700) then response: 4.571
20,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary > 0.700) and (unambiguous <= 0.500) and (socially controversial <= 0.700) then response: 4.000
21,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary > 0.700) and (unambiguous <= 0.500) and (socially controversial > 0.700) then response: 3.917
22,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary > 0.700) and (unambiguous > 0.500) and (conceptually dense <= 0.500) then response: 4.083
23,If (positive > 0.700) and (common <= 0.500) and (interdisciplinary > 0.700) and (unambiguous > 0.500) and (conceptually dense > 0.500) then response: 4.013
24,If (positive > 0.700) and (common > 0.500) and (technically complicated <= 0.700) and (unambiguous <= 0.300) then response: 3.000
25,If (positive > 0.700) and (common > 0.500) and (technically complicated <= 0.700) and (unambiguous > 0.300) and (unambiguous <= 0.500) then response: 4.542
26,If (positive > 0.700) and (common > 0.500) and (technically complicated <= 0.700) and (unambiguous > 0.300) and (unambiguous > 0.500) then response: 4.317
27,If (positive > 0.700) and (common > 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.700) and (common <= 0.700) then response: 4.392
28,If (positive > 0.700) and (common > 0.500) and (technically complicated > 0.700) and (socially controversial <= 0.700) and (common > 0.700) then response: 4.328
29,If (positive > 0.700) and (common > 0.500) and (technically complicated > 0.700) and (socially controversial > 0.700) and (neutral <= 0.300) then response: 4.371
30,If (positive > 0.700) and (common > 0.500) and (technically complicated > 0.700) and (socially controversial > 0.700) and (neutral > 0.300) then response: 4.471
