metric,feature,correlation,p_value,statistic
gunning_fog,socially controversial,0.3796843128129402,0.0,840.793259861706
gunning_fog,interdisciplinary,0.3401460264195386,0.0,672.2742418805974
gunning_fog,conceptually dense,0.33863614655688157,0.0,665.5181590632704
gunning_fog,subject to time variability,0.3014427795687526,0.0,525.7864050355481
explanation_length,interdisciplinary,0.24494966318020597,0.0,346.30257577172034
explanation_length,technically complicated,0.24407012053155938,0.0,343.480401009628
explanation_length,conceptually dense,0.23437472709108578,0.0,316.4582066970453
information_overload,technically complicated,0.23094277000734995,0.0,307.9038975159581
gunning_fog,negative,0.23089653440621483,0.0,307.2093573127449
explanation_length,socially controversial,0.21615046327491158,0.0,268.80240910256106
gunning_fog,common,0.21560630516745613,0.0,267.31801725811573
explanation_length,negative,0.21131886241225653,0.0,256.9385098104894
subjectivity_score_nn,neutral,0.2055433361247454,0.0,243.39447587398251
explanation_length,subject to time variability,0.20420078401589886,0.0,239.82663967282767
sentiment_score_nn,positive,0.20278647785330045,0.0,236.05034043148632
gunning_fog,subject to geographical variability,0.19509782259243127,0.0,218.149567005698
gunning_fog,neutral,0.190968813866936,0.0,209.51814331401232
subjectivity_score_nn,technically complicated,0.18854232822611777,0.0,204.56242698719612
sentiment_score_nn,negative,0.179647882654284,0.0,185.44895239301067
oversimplification,socially controversial,0.1728534223257005,0.0,171.80795165485327
gunning_fog,technically complicated,0.15609619787579362,0.0,139.15332756127574
subjectivity_score_nn,socially controversial,0.15600414685320496,0.0,139.6402711105889
oversimplification,common,0.14784215218195776,0.0,125.38160357850701
gunning_fog,unambiguous,0.14498737691100616,0.0,120.00669899461721
framing_effect,neutral,0.14346959694980943,0.0,118.23114140626801
subjectivity_score_nn,positive,0.1432963578389803,0.0,117.66268374361607
explanation_length,unambiguous,0.13702881327796967,0.0,107.07667297003296
subjectivity_score_nn,negative,0.13399712114450027,0.0,102.79438396634727
explanation_length,positive,0.13231554563913084,0.0,99.65826819904069
sentiment_score_nn,subject to time variability,0.1308671873936283,0.0,96.51088686754328
sentiment_score_nn,conceptually dense,0.1284934360141217,0.0,92.97812126212348
subjectivity_score_nn,unambiguous,0.12227853373090207,0.0,85.3914871981133
sentiment_score_nn,socially controversial,0.11773899414534879,0.0,78.68467808742426
sentiment_score_nn,technically complicated,0.11351656253280837,0.0,72.81269736333883
framing_effect,negative,0.11155278611311409,0.0,71.08604761333828
explanation_length,neutral,0.10779734421208406,0.0,65.69837103156938
explanation_length,subject to geographical variability,0.10700543483443846,0.0,64.26338069870258
information_overload,unambiguous,0.10654396235239659,0.0,64.63394553236873
gunning_fog,positive,0.10279605478789655,0.0,59.52567485568243
oversimplification,negative,0.09688930366773985,0.0,53.34555371808658
framing_effect,positive,0.08969861724581268,0.0,45.66880596314735
oversimplification,positive,0.08898487160452077,0.0,44.88801931324157
sentiment_score_nn,neutral,0.08849131704721357,0.0,43.580069649034925
sentiment_score_nn,interdisciplinary,0.08816124625127206,0.0,43.84195056581541
framing_effect,unambiguous,0.08097201567983733,0.0,37.042695449870436
oversimplification,interdisciplinary,0.08024636860760362,0.0,36.405265680654004
oversimplification,conceptually dense,0.07749176574156173,0.0,33.401140198740144
information_overload,interdisciplinary,0.07358643578810906,0.0,30.526906135380585
sentiment_score_nn,unambiguous,0.07066329735674043,0.0,28.035398158883503
oversimplification,unambiguous,0.06445077844140787,0.0,23.020468986462856
information_overload,common,0.05947378320581163,0.0,19.41924905044787
oversimplification,neutral,0.05933628270007653,0.0,19.437778764304745
information_overload,socially controversial,0.05829723590559204,0.0,18.625749398632788
subjectivity_score_nn,interdisciplinary,0.05478383680233003,0.0,16.52930984374667
subjectivity_score_nn,subject to time variability,0.05167272998788655,0.0,14.326055242001837
subjectivity_score_nn,common,0.05000895860356173,0.0,13.342503322289629
subjectivity_score_nn,conceptually dense,0.04984024390348935,0.0,13.178755064150073
sentiment_score_nn,subject to geographical variability,0.04716670983691804,0.0,11.140961751052108
framing_effect,socially controversial,0.04626728993154673,0.0,11.433299137930591
oversimplification,technically complicated,0.04526390289304159,0.0,10.82066582580457
sentiment_score_nn,common,0.042271627031483724,0.0,9.493267608673921
oversimplification,subject to time variability,0.039370769234844484,4.884981308350689e-15,7.740700450925721
information_overload,positive,0.034935848176156796,5.332128072410569e-10,6.099138863659085
information_overload,neutral,0.032520436429075136,8.022165054466512e-08,5.240154363606419
information_overload,conceptually dense,0.03169153757350335,1.3545797692415817e-06,4.69172215429953
oversimplification,subject to geographical variability,0.027848206586287467,0.000471754562403226,3.306851743739694
explanation_length,common,0.02585012496108478,0.01765034533292853,2.1048923103140904
information_overload,negative,0.02401338066779282,0.00864474569775009,2.380493078859096
framing_effect,technically complicated,0.02328654090735667,0.012778147018167596,2.232888662227195
information_overload,subject to geographical variability,0.02014723691047812,0.14723412259002333,1.048369852959176
framing_effect,subject to time variability,0.020119898167013515,0.07627519761961166,1.4305808262030875
framing_effect,interdisciplinary,0.019496110542994362,0.07083939354632529,1.4695680541169693
subjectivity_score_nn,subject to geographical variability,0.01857379646170038,0.2232025330650279,0.7614219839563836
information_overload,subject to time variability,0.0,1.0,-14.91713174371374
framing_effect,subject to geographical variability,0.0,1.0,-8.416288032689812
framing_effect,conceptually dense,0.0,0.9999999282616907,-5.260741354183343
framing_effect,common,0.0,0.9997121053591868,-3.44277009533762
