rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
common,linear,,negative,1.8,,,,
socially controversial,linear,,positive,1.44,,,,
conceptually dense > 0.5 & common > 0.5 & socially controversial <= 0.70 & negative > 0.70 & negative <= 0.89,rule,0.01,negative,0.34,0.01,222.84,101.55,6.2
conceptually dense,linear,,positive,0.33,,,,
conceptually dense <= 0.70 & common > 0.70 & common <= 0.89 & positive <= 0.70 & negative <= 0.89,rule,0.03,negative,0.28,0.04,44.52,13.08,3.3
conceptually dense <= 0.70 & technically complicated <= 0.70 & socially controversial <= 0.5 & positive > 0.30,rule,0.07,negative,0.24,0.05,55.02,26.07,4.06
conceptually dense <= 0.70 & common > 0.70 & socially controversial <= 0.70 & positive > 0.5 & interdisciplinary <= 0.70,rule,0.01,negative,0.22,0.01,451.44,261.88,6.8
technically complicated <= 0.70 & common > 0.70 & socially controversial <= 0.70 & negative <= 0.70,rule,0.13,negative,0.22,0.13,48.98,32.8,4.27
conceptually dense <= 0.70 & technically complicated > 0.5 & common > 0.5 & unambiguous > 0.5 & interdisciplinary <= 0.70,rule,0.01,negative,0.2,0.01,65.9,23.45,3.8
technically complicated > 0.70 & socially controversial <= 0.70 & positive > 0.30 & positive <= 0.5 & negative > 0.70,rule,0.01,negative,0.19,0.01,490.03,347.38,6.93
technically complicated <= 0.89 & socially controversial > 0.70 & negative > 0.70 & neutral <= 0.70,rule,0.29,positive,0.18,0.23,28.73,9.06,2.61
conceptually dense > 0.5 & socially controversial <= 0.70 & unambiguous <= 0.70 & positive > 0.5 & interdisciplinary > 0.70,rule,0.34,positive,0.15,0.28,48.88,18.43,3.36
socially controversial <= 0.70 & unambiguous > 0.5 & positive > 0.30 & positive <= 0.70 & negative <= 0.89,rule,0.04,negative,0.14,0.04,54.53,24.12,3.62
conceptually dense > 0.70 & technically complicated > 0.5 & technically complicated <= 0.89 & negative > 0.89,rule,0.11,positive,0.14,0.1,46.28,19.55,3.39
conceptually dense <= 0.70 & technically complicated > 0.30 & technically complicated <= 0.5 & socially controversial > 0.30 & neutral <= 0.70,rule,0.03,positive,0.13,0.08,46.59,17.65,3.25
socially controversial > 0.70 & positive > 0.30 & positive <= 0.5 & negative <= 0.89 & neutral <= 0.70,rule,0.09,positive,0.13,0.21,44.02,14.99,3.06
technically complicated <= 0.5 & common <= 0.89 & socially controversial <= 0.70 & negative > 0.5 & neutral > 0.5,rule,0.02,negative,0.13,0.02,99.24,41.53,4.21
common > 0.5 & socially controversial > 0.70 & unambiguous > 0.5 & positive > 0.70,rule,0.3,positive,0.12,0.44,27.01,8.35,2.37
technically complicated <= 0.70 & socially controversial > 0.5 & positive <= 0.5 & negative <= 0.89 & neutral <= 0.30,rule,0.02,positive,0.12,0.04,75.53,20.18,3.37
common > 0.5 & common <= 0.89 & socially controversial > 0.70 & unambiguous > 0.5 & subject to geographical variability <= 0.89,rule,0.55,positive,0.12,0.44,68.08,35.33,4.0
conceptually dense > 0.5 & technically complicated > 0.30 & socially controversial > 0.5 & unambiguous <= 0.70 & negative <= 0.70,rule,0.46,positive,0.12,0.37,30.84,7.98,2.33
negative,linear,,positive,0.12,,,,
conceptually dense > 0.5 & technically complicated > 0.70 & unambiguous <= 0.70 & positive <= 0.70 & subject to geographical variability <= 0.89,rule,0.19,negative,0.12,0.15,32.48,7.69,2.29
conceptually dense > 0.5 & common > 0.5 & socially controversial > 0.70 & unambiguous > 0.30 & neutral <= 0.70,rule,0.34,positive,0.11,0.44,87.5,42.71,4.17
