rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
socially controversial > 0.70 & positive <= 0.70 & negative <= 0.89 & interdisciplinary > 0.89,rule,0.05,positive,0.14,0.04,1.22,0.65,1.14
positive > 0.5 & positive <= 0.70 & negative <= 0.89 & neutral > 0.5 & interdisciplinary > 0.70,rule,0.23,positive,0.11,0.25,2.17,1.21,1.11
subject to time variability,linear,,positive,0.09,,,,
socially controversial > 0.70 & unambiguous <= 0.70 & positive > 0.30 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.24,positive,0.06,0.2,1.29,0.45,1.06
technically complicated > 0.70 & socially controversial > 0.70 & positive > 0.5 & positive <= 0.70 & interdisciplinary > 0.89,rule,0.03,positive,0.05,0.04,8.9,6.98,2.05
common > 0.70 & socially controversial <= 0.89 & positive > 0.70 & positive <= 0.89 & interdisciplinary > 0.89,rule,0.05,negative,0.04,0.04,5.61,4.83,1.64
conceptually dense > 0.70 & positive <= 0.70 & negative <= 0.89 & neutral > 0.5 & interdisciplinary <= 0.89,rule,0.26,negative,0.03,0.21,2.5,1.57,1.03
common > 0.70 & socially controversial <= 0.89 & positive > 0.70 & positive <= 0.89 & subject to time variability <= 0.89,rule,0.57,negative,0.03,0.46,0.66,0.36,1.03
conceptually dense > 0.70 & common > 0.5 & common <= 0.89 & positive > 0.70 & negative > 0.5,rule,0.47,negative,0.03,0.4,3.13,2.4,1.03
conceptually dense <= 0.89 & technically complicated > 0.70 & socially controversial > 0.70 & positive > 0.30 & positive <= 0.70,rule,0.19,positive,0.02,0.15,0.94,0.24,1.02
technically complicated <= 0.5 & unambiguous > 0.70 & positive > 0.70 & positive <= 0.89 & subject to geographical variability <= 0.89,rule,0.03,negative,0.02,0.02,0.82,0.29,1.02
conceptually dense > 0.5 & common <= 0.89 & socially controversial > 0.5 & positive > 0.70 & interdisciplinary > 0.70,rule,0.57,negative,0.02,0.49,1.86,1.38,1.02
common > 0.70 & positive > 0.70 & negative > 0.5 & subject to geographical variability > 0.89 & subject to time variability <= 0.89,rule,0.06,negative,0.02,0.38,12.45,10.83,2.42
technically complicated > 0.5 & common > 0.5 & positive > 0.70 & negative > 0.5 & subject to time variability <= 0.89,rule,0.52,negative,0.02,0.42,0.73,0.29,1.02
socially controversial <= 0.89 & positive <= 0.70 & negative > 0.70 & interdisciplinary > 0.70 & interdisciplinary <= 0.89,rule,0.17,negative,0.02,0.17,3.11,2.06,1.02
socially controversial <= 0.70 & positive > 0.70 & negative <= 0.70 & neutral > 0.70 & subject to geographical variability <= 0.89,rule,0.16,negative,0.01,0.13,1.37,0.86,1.01
socially controversial <= 0.89 & positive <= 0.70 & negative <= 0.70 & subject to time variability <= 0.89,rule,0.04,positive,0.01,0.2,0.58,0.21,1.01
conceptually dense > 0.70 & common > 0.5 & unambiguous <= 0.70 & positive <= 0.70 & negative <= 0.89,rule,0.25,positive,0.01,0.21,0.68,0.24,1.01
technically complicated > 0.70 & socially controversial > 0.70 & positive > 0.5 & positive <= 0.70,rule,0.14,positive,0.01,0.16,1.51,1.07,1.01
conceptually dense > 0.70 & technically complicated > 0.5 & common > 0.5 & unambiguous <= 0.70 & positive > 0.70,rule,0.4,negative,0.01,0.32,0.92,0.42,1.01
conceptually dense <= 0.70 & common > 0.89 & unambiguous > 0.70 & positive > 0.70 & positive <= 0.89,rule,0.02,negative,0.01,0.02,0.75,0.26,1.01
socially controversial <= 0.70 & unambiguous > 0.70 & positive > 0.70 & negative > 0.5 & interdisciplinary > 0.70,rule,0.04,negative,0.01,0.06,0.9,0.44,1.01
