rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
common > 0.89,rule,0.01,positive,1.88,0.8,121.23,121.23,13.84
common > 0.89 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.0,positive,0.23,0.01,13.15,12.72,3.13
conceptually dense > 0.70 & common > 0.89,rule,0.01,positive,0.19,0.01,65.44,64.58,4.94
conceptually dense > 0.70 & common > 0.89 & unambiguous > 0.70,rule,0.01,positive,0.1,0.01,16.13,15.93,3.04
common > 0.89 & unambiguous > 0.70,rule,0.01,positive,0.08,0.01,20.22,20.21,3.24
positive,linear,,negative,0.03,,,,
technically complicated > 0.70 & common <= 0.70 & unambiguous <= 0.70 & positive <= 0.70,rule,0.03,positive,0.02,0.05,1.4,0.53,1.02
technically complicated > 0.70 & common <= 0.89 & unambiguous <= 0.70 & positive <= 0.5 & subject to time variability <= 0.89,rule,0.02,positive,0.02,0.01,101.69,100.54,4.69
common > 0.5 & common <= 0.89 & positive > 0.5 & neutral > 0.5,rule,0.89,negative,0.01,0.78,0.58,0.54,1.01
technically complicated > 0.70 & common <= 0.70 & negative > 0.5 & neutral > 0.70,rule,0.05,positive,0.01,0.05,0.26,0.14,1.01
common > 0.89 & subject to time variability <= 0.89,rule,0.01,positive,0.01,0.01,13.04,12.95,2.6
technically complicated > 0.70 & common <= 0.70 & positive <= 0.70 & neutral > 0.70,rule,0.04,positive,0.01,0.04,1.34,0.5,1.01
common <= 0.70 & unambiguous <= 0.70 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.05,positive,0.01,0.04,0.4,0.13,1.01
common > 0.70 & common <= 0.89 & socially controversial <= 0.89 & unambiguous > 0.70 & negative <= 0.70,rule,0.56,negative,0.01,0.47,30.89,30.75,3.45
common > 0.89 & negative > 0.5 & interdisciplinary > 0.70,rule,0.0,positive,0.01,0.01,29.53,28.27,3.39
technically complicated > 0.70 & common <= 0.89 & unambiguous <= 0.70 & positive > 0.30 & positive <= 0.70,rule,0.07,positive,0.01,0.09,49.63,49.27,3.93
technically complicated > 0.70 & common <= 0.89 & socially controversial > 0.70 & unambiguous <= 0.70 & negative <= 0.70,rule,0.1,positive,0.01,0.09,64.78,64.37,4.21
technically complicated > 0.70 & common <= 0.70 & positive <= 0.70 & negative > 0.5,rule,0.04,positive,0.01,0.04,1.54,0.46,1.01
conceptually dense > 0.70 & common > 0.89 & subject to time variability <= 0.89,rule,0.01,positive,0.0,0.0,9.63,9.03,2.21
technically complicated <= 0.70 & common <= 0.89 & positive > 0.5 & negative <= 0.70,rule,0.47,negative,0.0,0.38,6.29,6.24,1.83
common > 0.70 & common <= 0.89 & positive > 0.30 & negative <= 0.70 & neutral > 0.70,rule,0.55,negative,0.0,0.62,6.95,6.82,1.92
common > 0.5 & common <= 0.89 & positive > 0.30 & negative <= 0.70 & interdisciplinary > 0.70,rule,0.85,negative,0.0,0.71,6.03,5.97,1.79
common > 0.5 & common <= 0.89 & socially controversial > 0.70 & positive > 0.5 & negative > 0.5,rule,0.25,negative,0.0,0.22,2.41,2.35,1.0
common > 0.5 & common <= 0.89 & positive > 0.30 & negative <= 0.70 & neutral > 0.70,rule,0.78,negative,0.0,0.64,3.63,3.58,1.27
conceptually dense > 0.70 & common <= 0.70 & unambiguous > 0.70 & positive > 0.30,rule,0.15,negative,0.0,0.13,0.11,0.04,1.0
common <= 0.89 & socially controversial <= 0.89 & positive > 0.5 & negative <= 0.70,rule,0.88,negative,0.0,0.74,0.16,0.08,1.0
common <= 0.89 & positive > 0.70 & neutral > 0.5,rule,0.74,negative,0.0,0.72,1.33,1.31,1.0
