rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
positive > 0.70,rule,0.59,positive,1.43,0.8,4597.15,4597.15,20.53
positive,linear,,positive,0.21,,,,
conceptually dense > 0.5 & common > 0.89 & positive > 0.30 & positive <= 0.70,rule,0.01,negative,0.18,0.0,37.02,34.32,4.18
unambiguous > 0.5 & positive <= 0.70 & neutral > 0.70,rule,0.02,negative,0.18,0.11,2686.62,2608.12,9.32
common > 0.5 & socially controversial > 0.30 & positive > 0.30 & positive <= 0.70 & subject to geographical variability > 0.89,rule,0.04,negative,0.18,0.29,30.06,22.71,3.69
common <= 0.5 & positive <= 0.70 & negative > 0.5 & interdisciplinary <= 0.70 & subject to time variability > 0.5,rule,0.01,positive,0.15,0.01,28.85,24.37,3.67
technically complicated > 0.70 & positive <= 0.70 & negative > 0.5 & negative <= 0.70 & interdisciplinary <= 0.89,rule,0.04,positive,0.15,0.05,13.61,10.13,2.66
common <= 0.5 & positive > 0.5 & positive <= 0.70 & interdisciplinary > 0.70 & subject to time variability > 0.5,rule,0.01,positive,0.14,0.02,28.76,24.37,3.65
technically complicated <= 0.70 & socially controversial > 0.89 & unambiguous <= 0.5 & positive <= 0.5,rule,0.01,positive,0.14,0.06,5.14,1.5,1.14
unambiguous > 0.70 & positive <= 0.70 & negative <= 0.70 & subject to geographical variability <= 0.89,rule,0.0,negative,0.14,0.09,131.25,123.68,5.47
socially controversial > 0.70 & positive <= 0.70 & negative > 0.70 & subject to geographical variability > 0.89 & interdisciplinary > 0.70,rule,0.02,positive,0.13,0.02,30.8,24.53,3.6
common > 0.5 & socially controversial <= 0.5 & unambiguous > 0.5 & positive > 0.30 & positive <= 0.70,rule,0.03,negative,0.12,0.02,675.73,647.09,7.22
common > 0.5 & socially controversial > 0.30 & positive <= 0.70 & neutral > 0.5 & subject to geographical variability > 0.89,rule,0.01,negative,0.12,0.17,43.44,36.37,4.02
technically complicated <= 0.70 & common <= 0.5 & positive <= 0.70 & subject to time variability > 0.5,rule,0.02,positive,0.11,0.14,57.04,50.87,4.35
conceptually dense <= 0.70 & technically complicated <= 0.70 & unambiguous > 0.5 & positive <= 0.70 & negative > 0.5,rule,0.03,negative,0.11,0.1,24.54,18.58,3.23
technically complicated > 0.70 & common > 0.5 & common <= 0.70 & positive > 0.5 & positive <= 0.70,rule,0.03,negative,0.1,0.11,133.88,117.05,5.22
conceptually dense <= 0.70 & common <= 0.89 & unambiguous <= 0.5 & positive <= 0.70 & subject to geographical variability <= 0.89,rule,0.02,positive,0.1,0.14,134.22,121.11,5.3
common > 0.5 & socially controversial > 0.5 & positive <= 0.5 & interdisciplinary > 0.70,rule,0.11,positive,0.1,0.1,5.31,1.66,1.1
common <= 0.70 & unambiguous <= 0.70 & positive <= 0.70 & neutral <= 0.5 & interdisciplinary <= 0.89,rule,0.09,positive,0.09,0.07,28.27,22.42,3.39
common > 0.5 & positive > 0.5 & positive <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.89,rule,0.2,negative,0.09,0.16,58.12,50.18,4.29
common <= 0.5 & positive > 0.5 & positive <= 0.70 & negative > 0.5 & subject to time variability > 0.5,rule,0.02,positive,0.09,0.02,48.24,42.14,4.07
common > 0.5 & common <= 0.89 & positive <= 0.70 & negative <= 0.70 & neutral > 0.5,rule,0.16,negative,0.09,0.16,166.87,151.66,5.48
conceptually dense <= 0.70 & unambiguous <= 0.5 & positive <= 0.70 & neutral <= 0.5 & subject to time variability > 0.70,rule,0.01,positive,0.08,0.01,25.54,19.32,3.21
common > 0.5 & positive > 0.30 & positive <= 0.70 & neutral > 0.5 & subject to geographical variability <= 0.89,rule,0.19,negative,0.08,0.16,36.51,29.94,3.69
unambiguous > 0.5 & positive <= 0.5 & negative <= 0.70 & interdisciplinary <= 0.89,rule,0.01,negative,0.08,0.09,11.32,5.21,1.79
common > 0.5 & socially controversial <= 0.70 & unambiguous <= 0.5 & positive <= 0.70 & negative > 0.70,rule,0.0,positive,0.08,0.08,1585.77,1507.26,7.89
conceptually dense > 0.70 & common > 0.5 & positive > 0.5 & positive <= 0.70 & neutral <= 0.5,rule,0.06,negative,0.08,0.05,4871.63,4597.15,9.09
conceptually dense <= 0.70 & technically complicated <= 0.70 & common <= 0.70 & unambiguous <= 0.70 & positive <= 0.70,rule,0.03,positive,0.07,0.14,43.28,35.79,3.82
technically complicated <= 0.70 & positive <= 0.70 & negative <= 0.89 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.27,positive,0.07,0.22,28.13,21.99,3.32
common > 0.70 & positive > 0.5 & positive <= 0.70 & subject to geographical variability > 0.70,rule,0.09,negative,0.07,0.08,26.22,22.7,3.35
technically complicated > 0.5 & unambiguous <= 0.5 & positive > 0.5 & positive <= 0.70 & subject to time variability <= 0.70,rule,0.01,positive,0.07,0.01,18.53,13.39,2.77
common <= 0.5 & positive <= 0.70 & negative <= 0.70 & subject to geographical variability <= 0.89 & subject to time variability > 0.5,rule,0.02,positive,0.07,0.02,73.04,63.9,4.47
technically complicated > 0.5 & socially controversial > 0.5 & socially controversial <= 0.89 & positive <= 0.5,rule,0.12,negative,0.07,0.1,6.61,2.44,1.07
socially controversial > 0.30 & socially controversial <= 0.70 & unambiguous > 0.5 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.08,negative,0.06,0.08,30.16,25.12,3.42
common > 0.5 & unambiguous > 0.5 & positive > 0.5 & positive <= 0.70 & negative > 0.70,rule,0.01,negative,0.06,0.03,72.93,63.9,4.41
technically complicated <= 0.70 & common <= 0.70 & unambiguous <= 0.70 & positive <= 0.70 & neutral <= 0.70,rule,0.17,positive,0.06,0.14,51.58,40.78,3.94
technically complicated > 0.70 & common <= 0.5 & positive <= 0.5 & negative > 0.70,rule,0.0,negative,0.06,0.0,141.77,124.7,5.14
positive > 0.70 & positive <= 0.89,rule,0.55,positive,0.06,0.47,718.8,718.79,6.95
common <= 0.89 & unambiguous > 0.70 & positive > 0.30 & positive <= 0.70 & negative > 0.5,rule,0.0,negative,0.05,0.01,29.48,24.38,3.34
common > 0.5 & positive <= 0.5 & negative <= 0.70 & interdisciplinary <= 0.70,rule,0.01,negative,0.05,0.01,7.81,2.38,1.05
