rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
technically complicated > 0.5 & positive <= 0.70 & interdisciplinary <= 0.89,rule,0.06,negative,0.65,0.05,128.4,86.39,7.34
technically complicated <= 0.5 & positive <= 0.70 & interdisciplinary <= 0.89,rule,0.01,negative,0.49,0.06,329.81,216.18,8.01
positive,linear,,positive,0.2,,,,
common > 0.5 & unambiguous <= 0.5 & positive <= 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.01,negative,0.06,0.01,284.16,185.64,5.56
conceptually dense <= 0.89 & technically complicated > 0.70 & positive <= 0.70 & negative <= 0.5 & interdisciplinary > 0.89,rule,0.0,negative,0.05,0.0,309.19,202.47,5.58
common > 0.5 & positive <= 0.70 & neutral > 0.70 & interdisciplinary <= 0.89,rule,0.04,negative,0.05,0.03,105.82,70.39,4.47
positive > 0.70 & interdisciplinary > 0.89,rule,0.43,positive,0.05,0.59,111.66,111.47,4.93
positive <= 0.70 & neutral > 0.70 & interdisciplinary <= 0.89,rule,0.04,negative,0.04,0.06,311.81,204.64,5.55
socially controversial > 0.70 & positive <= 0.70 & negative > 0.70 & interdisciplinary > 0.89,rule,0.16,positive,0.04,0.13,42.41,28.34,3.47
conceptually dense <= 0.89 & positive <= 0.70 & negative <= 0.5 & subject to geographical variability > 0.70 & interdisciplinary > 0.89,rule,0.0,negative,0.04,0.0,101.58,66.04,4.35
technically complicated > 0.5 & common > 0.5 & positive > 0.5 & positive <= 0.70 & interdisciplinary <= 0.89,rule,0.01,negative,0.03,0.04,36.17,23.95,3.27
unambiguous > 0.70 & positive <= 0.70 & negative <= 0.5 & subject to geographical variability > 0.5 & interdisciplinary > 0.89,rule,0.0,negative,0.03,0.0,48.95,32.09,3.58
unambiguous > 0.70 & positive <= 0.70 & negative <= 0.5 & neutral > 0.70 & interdisciplinary > 0.89,rule,0.0,negative,0.03,0.0,157.07,100.61,4.77
socially controversial > 0.70 & unambiguous > 0.70 & positive <= 0.70 & subject to geographical variability > 0.89 & interdisciplinary > 0.89,rule,0.01,positive,0.02,0.06,6.29,3.58,1.29
technically complicated > 0.70 & socially controversial <= 0.5 & positive <= 0.70 & subject to geographical variability > 0.5 & interdisciplinary > 0.89,rule,0.02,negative,0.02,0.01,10.5,6.13,1.85
