rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
neutral,linear,,negative,0.75,,,,
technically complicated <= 0.70 & common > 0.89 & socially controversial <= 0.5 & unambiguous > 0.5 & subject to time variability <= 0.70,rule,0.01,positive,0.24,0.01,54.98,34.52,4.4
technically complicated <= 0.70 & common > 0.89 & unambiguous > 0.5 & positive > 0.70,rule,0.01,positive,0.18,0.01,40.27,25.88,3.85
technically complicated <= 0.70 & common > 0.89 & socially controversial > 0.5 & neutral <= 0.70,rule,0.01,positive,0.16,0.01,12.26,6.7,2.21
conceptually dense > 0.5 & technically complicated <= 0.70 & common > 0.89 & neutral <= 0.70,rule,0.01,positive,0.16,0.01,8.9,4.02,1.62
common <= 0.89 & unambiguous > 0.70 & positive > 0.30 & negative > 0.30,rule,0.04,negative,0.11,0.04,34.26,14.92,3.0
technically complicated <= 0.70 & common > 0.70 & common <= 0.89 & negative <= 0.89 & subject to geographical variability > 0.89,rule,0.03,negative,0.11,0.02,18.75,5.03,1.8
technically complicated <= 0.70 & socially controversial <= 0.70 & unambiguous <= 0.5 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.06,positive,0.1,0.05,14.47,8.1,2.31
common > 0.5 & common <= 0.89 & unambiguous > 0.70 & negative <= 0.70 & subject to geographical variability <= 0.89,rule,0.07,negative,0.1,0.56,8.84,2.43,1.1
socially controversial > 0.5 & positive <= 0.5 & negative <= 0.89 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.12,positive,0.1,0.1,19.89,9.04,2.42
technically complicated > 0.5 & technically complicated <= 0.70 & socially controversial > 0.89 & positive <= 0.5 & neutral <= 0.5,rule,0.01,positive,0.1,0.01,87.9,73.38,4.72
conceptually dense <= 0.70 & common <= 0.70 & unambiguous <= 0.70 & neutral <= 0.5,rule,0.01,positive,0.1,0.07,24.64,14.56,2.96
technically complicated <= 0.70 & common <= 0.70 & unambiguous <= 0.70 & neutral <= 0.70,rule,0.33,positive,0.09,0.26,6.0,2.14,1.09
technically complicated <= 0.5 & socially controversial > 0.5 & socially controversial <= 0.89 & positive <= 0.5 & negative > 0.70,rule,0.01,positive,0.09,0.01,9.01,4.78,1.71
conceptually dense > 0.5 & technically complicated > 0.70 & common <= 0.89 & unambiguous > 0.5 & neutral > 0.70,rule,0.06,negative,0.09,0.16,56.82,26.23,3.56
common > 0.5 & socially controversial > 0.5 & positive <= 0.5 & negative <= 0.70 & interdisciplinary <= 0.70,rule,0.0,negative,0.09,0.01,8.67,2.57,1.09
technically complicated > 0.70 & technically complicated <= 0.89 & negative <= 0.5 & subject to geographical variability <= 0.70 & subject to time variability <= 0.70,rule,0.01,negative,0.09,0.01,11.18,4.45,1.63
socially controversial <= 0.30 & unambiguous <= 0.70 & negative <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary > 0.5,rule,0.02,negative,0.09,0.02,5.42,1.51,1.09
conceptually dense <= 0.5 & common <= 0.89 & socially controversial <= 0.30 & unambiguous > 0.5,rule,0.03,negative,0.09,0.03,14.99,7.52,2.2
technically complicated <= 0.70 & socially controversial > 0.70 & negative > 0.70 & subject to geographical variability > 0.70 & interdisciplinary > 0.70,rule,0.09,positive,0.08,0.09,10.37,4.89,1.72
technically complicated <= 0.70 & common > 0.89 & neutral > 0.5 & subject to geographical variability <= 0.89,rule,0.01,positive,0.08,0.23,12.89,5.91,1.92
technically complicated <= 0.70 & common <= 0.5 & socially controversial <= 0.5 & unambiguous > 0.5 & interdisciplinary > 0.70,rule,0.01,positive,0.07,0.01,7.2,2.07,1.07
technically complicated <= 0.70 & common > 0.70 & unambiguous <= 0.5 & negative <= 0.70 & neutral > 0.5,rule,0.02,negative,0.07,0.04,25.97,15.85,2.95
conceptually dense <= 0.70 & positive > 0.30 & neutral <= 0.5 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.89,rule,0.02,positive,0.07,0.02,8.49,4.92,1.71
technically complicated <= 0.70 & unambiguous > 0.5 & negative <= 0.30 & neutral > 0.70 & neutral <= 0.89,rule,0.05,positive,0.07,0.05,35.57,19.95,3.22
unambiguous <= 0.5 & positive <= 0.5 & negative <= 0.89 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.70,rule,0.02,positive,0.07,0.01,15.49,8.64,2.3
common <= 0.5 & neutral <= 0.5 & interdisciplinary <= 0.70,rule,0.01,positive,0.07,0.01,15.44,13.65,2.79
