rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
positive,linear,,positive,1.75,,,,
common <= 0.5 & positive > 0.70,rule,0.0,positive,0.99,0.54,203.36,193.08,10.48
common,linear,,negative,0.26,,,,
common > 0.5 & unambiguous > 0.5 & positive > 0.5 & positive <= 0.70,rule,0.23,negative,0.22,0.25,10.04,8.7,2.65
common > 0.89 & positive <= 0.70,rule,0.03,negative,0.19,0.26,191.66,187.11,6.23
technically complicated > 0.70 & common > 0.5 & common <= 0.89 & negative <= 0.5,rule,0.02,positive,0.14,0.02,2.72,1.22,1.14
common > 0.70 & positive > 0.30 & positive <= 0.70 & neutral > 0.70,rule,0.03,negative,0.09,0.24,6.41,5.57,1.86
common > 0.70 & positive > 0.70 & negative > 0.70 & neutral <= 0.70 & interdisciplinary > 0.89,rule,0.01,positive,0.09,0.01,49.5,43.45,4.1
conceptually dense > 0.70 & common <= 0.70 & positive > 0.70 & neutral > 0.70 & subject to geographical variability <= 0.89,rule,0.02,positive,0.08,0.02,30.42,24.55,3.47
common > 0.5 & socially controversial <= 0.89 & unambiguous > 0.70 & positive <= 0.70 & subject to geographical variability <= 0.89,rule,0.04,negative,0.08,0.04,122.31,115.88,5.12
common > 0.70 & socially controversial <= 0.70 & unambiguous > 0.5 & positive > 0.30 & positive <= 0.70,rule,0.02,negative,0.07,0.24,3.65,2.22,1.07
technically complicated > 0.5 & technically complicated <= 0.70 & common > 0.5 & positive > 0.70 & negative > 0.5,rule,0.25,negative,0.07,0.21,56.65,49.76,4.16
technically complicated > 0.70 & common > 0.89 & positive > 0.5 & positive <= 0.70,rule,0.01,negative,0.06,0.02,4.63,3.9,1.44
technically complicated > 0.70 & common > 0.5 & positive > 0.70 & negative <= 0.70 & interdisciplinary <= 0.89,rule,0.2,positive,0.06,0.19,129.63,115.58,5.01
