rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
interdisciplinary,linear,,positive,3.1,,,,
common,linear,,negative,1.67,,,,
common > 0.5 & common <= 0.70 & positive <= 0.70 & subject to geographical variability > 0.70 & interdisciplinary <= 0.5,rule,0.0,negative,0.92,0.0,403.66,106.66,8.98
common <= 0.89 & unambiguous <= 0.5 & positive <= 0.89 & neutral > 0.70 & subject to geographical variability <= 0.70,rule,0.0,positive,0.82,0.06,437.75,116.86,8.65
common > 0.30 & common <= 0.89 & unambiguous <= 0.70 & interdisciplinary <= 0.5 & subject to time variability <= 0.70,rule,0.01,positive,0.8,0.01,174.75,43.6,6.79
common <= 0.89 & socially controversial <= 0.5 & positive > 0.5 & subject to geographical variability <= 0.70 & interdisciplinary > 0.5,rule,0.09,positive,0.77,0.09,352.37,134.05,8.66
common > 0.70 & common <= 0.89 & socially controversial > 0.70 & unambiguous <= 0.70 & subject to geographical variability > 0.89,rule,0.03,positive,0.74,0.02,286.05,118.24,8.31
common > 0.30 & positive <= 0.89 & neutral <= 0.70 & subject to geographical variability <= 0.70 & interdisciplinary <= 0.70,rule,0.02,negative,0.73,0.02,243.55,67.12,7.28
technically complicated <= 0.5 & common <= 0.89 & subject to geographical variability > 0.89 & interdisciplinary > 0.5 & interdisciplinary <= 0.70,rule,0.0,negative,0.68,0.01,5769.26,4413.12,14.1
common <= 0.70 & subject to geographical variability > 0.70 & interdisciplinary > 0.70 & subject to time variability > 0.5,rule,0.4,positive,0.65,0.33,384.48,181.07,8.56
conceptually dense <= 0.70 & common <= 0.70 & socially controversial > 0.5 & negative <= 0.5 & subject to time variability > 0.70,rule,0.01,negative,0.62,0.02,276.16,114.18,7.65
common <= 0.70 & positive > 0.5 & interdisciplinary > 0.5 & interdisciplinary <= 0.70 & subject to time variability > 0.5,rule,0.1,positive,0.6,0.09,2958.93,2107.7,12.23
technically complicated <= 0.5 & common <= 0.70 & socially controversial <= 0.5 & subject to geographical variability <= 0.70,rule,0.03,negative,0.5,0.05,380.82,146.69,7.49
common <= 0.70 & positive > 0.5 & positive <= 0.70 & subject to geographical variability > 0.70 & interdisciplinary <= 0.5,rule,0.0,negative,0.5,0.0,209.41,50.87,5.9
common > 0.70 & socially controversial > 0.5 & subject to geographical variability <= 0.70 & interdisciplinary <= 0.70,rule,0.0,negative,0.49,0.01,637.07,356.68,8.73
conceptually dense <= 0.70 & technically complicated > 0.5 & common > 0.5 & unambiguous > 0.5 & positive <= 0.5,rule,0.01,negative,0.48,0.01,217.25,72.95,6.34
conceptually dense > 0.70 & unambiguous <= 0.70 & positive > 0.70 & subject to geographical variability > 0.70 & interdisciplinary <= 0.70,rule,0.02,positive,0.47,0.02,584.81,289.83,8.32
common > 0.70 & common <= 0.89 & positive > 0.89 & subject to geographical variability <= 0.70,rule,0.01,positive,0.43,0.01,305.36,85.58,6.35
technically complicated <= 0.5 & common <= 0.89 & subject to geographical variability > 0.5 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.70,rule,0.16,positive,0.42,0.14,190.57,56.72,5.75
common <= 0.70 & socially controversial <= 0.70 & unambiguous > 0.5 & positive <= 0.5 & interdisciplinary > 0.5,rule,0.02,negative,0.42,0.02,543.86,154.88,7.15
technically complicated > 0.5 & common > 0.70 & socially controversial > 0.70 & positive > 0.5 & interdisciplinary <= 0.70,rule,0.01,positive,0.41,0.03,309.66,103.24,6.56
conceptually dense > 0.70 & technically complicated <= 0.70 & common <= 0.5 & negative <= 0.70 & neutral <= 0.70,rule,0.02,positive,0.41,0.03,386.51,151.76,7.1
technically complicated > 0.30 & common <= 0.89 & socially controversial <= 0.30 & interdisciplinary <= 0.5,rule,0.01,positive,0.4,0.01,736.92,637.22,9.03
conceptually dense > 0.5 & common > 0.70 & common <= 0.89 & positive > 0.30 & subject to geographical variability <= 0.89,rule,0.32,positive,0.39,0.26,245.15,86.02,6.18
conceptually dense > 0.70 & common <= 0.89 & positive > 0.30 & positive <= 0.5 & neutral <= 0.5,rule,0.08,positive,0.39,0.07,383.0,154.77,6.99
positive > 0.70 & subject to geographical variability > 0.5 & subject to geographical variability <= 0.70 & interdisciplinary > 0.70 & interdisciplinary <= 0.89,rule,0.04,negative,0.39,0.03,1713.42,808.8,9.32
unambiguous <= 0.70 & positive > 0.70 & negative > 0.30 & subject to geographical variability > 0.70 & subject to geographical variability <= 0.89,rule,0.41,positive,0.39,0.35,346.48,91.06,6.26
technically complicated > 0.70 & common > 0.5 & common <= 0.89 & interdisciplinary > 0.70 & subject to time variability <= 0.70,rule,0.03,negative,0.38,0.14,213.29,60.22,5.64
conceptually dense > 0.70 & socially controversial > 0.70 & negative > 0.70 & neutral > 0.5 & subject to geographical variability <= 0.89,rule,0.02,positive,0.38,0.02,696.46,293.6,7.83
conceptually dense > 0.5 & positive > 0.30 & positive <= 0.70 & interdisciplinary <= 0.70 & subject to time variability > 0.5,rule,0.08,positive,0.37,0.06,1222.55,839.77,9.21
technically complicated > 0.70 & interdisciplinary > 0.89 & subject to time variability > 0.70,rule,0.01,positive,0.36,0.01,77.54,38.5,4.96
common <= 0.70 & unambiguous > 0.5 & positive > 0.5 & negative > 0.30 & interdisciplinary <= 0.5,rule,0.01,negative,0.36,0.01,158.36,64.21,5.67
common <= 0.70 & unambiguous > 0.5 & negative > 0.30 & interdisciplinary <= 0.5,rule,0.01,negative,0.36,0.01,550.06,378.25,8.05
technically complicated <= 0.70 & unambiguous <= 0.5 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.70 & subject to time variability <= 0.70,rule,0.02,negative,0.35,0.15,221.84,66.37,5.67
conceptually dense > 0.70 & common <= 0.89 & positive > 0.30 & interdisciplinary <= 0.70 & subject to time variability > 0.5,rule,0.07,positive,0.35,0.06,665.88,348.57,7.91
common <= 0.70 & socially controversial <= 0.89 & unambiguous <= 0.70 & subject to geographical variability <= 0.5 & interdisciplinary <= 0.89,rule,0.0,positive,0.34,0.43,264.88,61.64,5.54
socially controversial <= 0.5 & unambiguous <= 0.70 & neutral > 0.70 & subject to geographical variability <= 0.70 & interdisciplinary <= 0.70,rule,0.02,positive,0.34,0.04,948.63,414.42,8.05
common <= 0.89 & socially controversial > 0.30 & socially controversial <= 0.70 & unambiguous > 0.5 & positive <= 0.5,rule,0.04,negative,0.32,0.03,257.9,94.25,6.02
common <= 0.89 & unambiguous <= 0.5 & subject to geographical variability <= 0.70 & interdisciplinary <= 0.89 & subject to time variability > 0.5,rule,0.01,positive,0.32,0.07,216.27,54.19,5.26
conceptually dense > 0.5 & common > 0.5 & subject to geographical variability > 0.89 & interdisciplinary <= 0.70 & subject to time variability > 0.70,rule,0.01,negative,0.32,0.01,305.66,96.43,6.03
