rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
technically complicated,linear,,positive,0.32,,,,
subject to time variability,linear,,positive,0.21,,,,
positive,linear,,negative,0.15,,,,
negative,linear,,positive,0.12,,,,
conceptually dense > 0.70 & common > 0.70 & socially controversial <= 0.89 & positive > 0.5 & subject to geographical variability > 0.89,rule,0.08,positive,0.08,0.07,2.33,0.68,1.08
technically complicated > 0.5 & common > 0.70 & socially controversial <= 0.89 & positive > 0.70 & subject to time variability <= 0.89,rule,0.55,positive,0.07,0.48,5.97,2.51,1.07
technically complicated > 0.70 & common <= 0.89 & positive > 0.30 & negative > 0.70,rule,0.21,positive,0.07,0.36,5.98,4.37,1.57
conceptually dense > 0.70 & technically complicated > 0.5 & common <= 0.89 & positive <= 0.70 & neutral > 0.5,rule,0.28,positive,0.07,0.23,4.14,1.78,1.07
common <= 0.89 & unambiguous <= 0.70 & positive > 0.30 & positive <= 0.70 & neutral > 0.5,rule,0.23,positive,0.06,0.19,4.55,1.73,1.06
technically complicated > 0.70 & positive <= 0.70 & negative > 0.70 & neutral > 0.5 & neutral <= 0.70,rule,0.16,positive,0.04,0.14,65.03,53.54,4.15
technically complicated <= 0.70 & common <= 0.89 & positive > 0.70 & subject to geographical variability <= 0.89 & subject to time variability <= 0.89,rule,0.29,negative,0.04,0.27,7.79,4.37,1.53
technically complicated > 0.70 & common > 0.70 & unambiguous <= 0.70 & negative <= 0.70,rule,0.17,positive,0.04,0.19,6.72,5.43,1.76
conceptually dense > 0.70 & technically complicated > 0.70 & unambiguous <= 0.70 & negative <= 0.70 & subject to geographical variability <= 0.89,rule,0.18,positive,0.04,0.17,6.25,3.91,1.42
technically complicated > 0.70 & socially controversial > 0.5 & unambiguous > 0.70 & positive <= 0.70 & negative > 0.70,rule,0.03,positive,0.03,0.14,11.86,8.79,2.24
technically complicated > 0.70 & unambiguous > 0.5 & positive > 0.30 & positive <= 0.70 & negative > 0.5,rule,0.2,positive,0.03,0.16,4.31,2.42,1.03
technically complicated <= 0.70 & common <= 0.89 & socially controversial <= 0.70 & negative <= 0.70 & subject to geographical variability <= 0.89,rule,0.12,negative,0.03,0.1,6.46,3.3,1.23
conceptually dense > 0.70 & common > 0.89 & positive > 0.70 & negative > 0.5 & subject to time variability > 0.70,rule,0.03,negative,0.03,0.4,3.25,0.94,1.03
technically complicated <= 0.70 & socially controversial <= 0.89 & neutral > 0.5 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.89,rule,0.42,negative,0.03,0.34,1.59,0.5,1.03
technically complicated <= 0.70 & socially controversial <= 0.89 & unambiguous <= 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.2,positive,0.03,0.19,19.27,13.6,2.69
